0,1,2,3,4,5,6
0.0,2976.7,6324.5,7324.4,2976.7,6324.5,7324.4
3105.7,0.0,3331.2,4331.1,0.0,3331.2,4331.1
7728.1,5051.0,0.0,1154.8,5051.0,0.0,1154.8
7421.0,4743.9,2554.8,0.0,4743.9,2554.8,0.0
3105.7,0.0,3331.2,4331.1,0.0,3331.2,4331.1
7728.1,5051.0,0.0,1154.8,5051.0,0.0,1154.8
7421.0,4743.9,2554.8,0.0,4743.9,2554.8,0.0
