,0,57,191,124,122,127,126,170,159,216,246,33,251,252,253,143,218,135,217,255,220,219,60,151,131,45,254,145,39,1,214,128,215,31,245,243,115,242,138,206,113,137,136,112,132,111,134,130,107,239,163,100,25,232,93,92,91,88,83,84,158,233,95,231,230,106,161,201,78,210,211,167,166,168,0
0,0.0,436.6,869.8,3030.0,3104.0,3124.7,3134.2,4875.8,4850.2,4833.0,5572.7,5797.3,6031.2,8261.5,11893.4,12724.8,12749.5,12697.7,14111.8,14999.4,35114.8,26159.7,26171.8,26171.8,25188.0,18621.5,15070.8,14114.0,5285.3,5143.2,5692.8,3007.0,3043.1,2489.4,3186.9,3710.6,4175.2,4313.9,4480.7,4785.2,5096.7,5097.8,5028.7,5019.6,5018.3,5009.6,5490.5,5595.8,4819.2,5924.9,5387.8,5640.5,5812.3,6027.9,6211.3,6068.6,5866.7,6188.6,6193.1,6206.4,6239.5,6198.5,5883.2,5825.5,5521.5,5808.2,5351.2,4145.2,3475.1,3494.2,2958.0,2952.7,2858.6,2704.9,0.0
57,505.0,0.0,464.4,2624.6,2698.6,2719.3,2728.8,4470.4,4444.8,4427.6,5167.3,5391.9,5625.8,7856.1,11488.0,12319.4,12344.1,12292.3,13706.4,14594.0,34709.4,25754.3,25766.4,25766.4,24782.6,18216.1,14665.4,13708.6,4879.9,4737.8,5287.4,2601.6,2637.6,2084.0,2781.5,3305.2,3769.8,3908.5,4075.3,4379.8,4691.3,4692.4,5047.0,5056.2,5057.4,5076.5,5085.1,5190.4,5264.4,5519.5,5709.8,6150.9,6491.7,6707.4,6876.2,6169.4,5967.5,6289.5,6293.9,6307.3,6340.3,6299.3,6562.6,6357.3,6010.6,6019.7,5452.0,4246.0,3576.0,3595.1,3058.9,3053.5,2959.4,2805.7,505.0
191,938.2,464.4,0.0,2554.9,2657.1,2677.8,2687.3,4428.9,4403.3,4386.1,5125.8,5350.4,5584.3,7814.6,11446.5,12277.9,12302.6,12250.8,13664.9,14552.5,34667.9,25712.8,25724.9,25724.9,24741.1,18174.6,14623.9,13667.1,4810.2,4668.1,5217.7,2531.9,2567.9,2457.1,3183.3,3707.0,4171.6,4310.4,4477.1,4781.7,5093.1,5094.3,5448.9,5458.0,5459.3,5478.4,5487.0,5592.3,4853.7,5921.4,6111.6,6552.7,6893.6,7109.2,6245.7,6103.0,5901.1,6223.1,6227.5,6240.9,6273.9,6232.9,6964.5,6759.2,6412.5,6421.6,5385.6,4179.6,3509.6,3528.6,2992.4,2987.1,2893.0,2739.3,938.2
124,3195.1,2610.7,2534.7,0.0,331.7,352.4,361.9,2103.5,2077.9,2060.7,2800.4,3024.9,3258.9,5489.2,9121.1,9952.5,9977.2,9925.4,11339.5,12227.1,32342.5,23387.4,23399.5,23399.5,22415.7,15849.2,12298.4,11341.7,2673.6,2531.5,3081.1,395.3,431.3,1611.7,2176.2,2699.9,3164.5,3303.2,3470.0,3774.5,4086.0,4087.1,4441.7,4450.9,4452.1,4471.2,4479.8,4585.1,4659.1,4914.2,5104.5,5545.6,5886.4,6102.1,6270.9,6452.2,7030.3,6731.0,6726.5,6713.2,6679.2,6556.1,5957.3,5752.0,5405.3,5414.4,5753.5,5308.8,4638.8,3843.4,4121.7,4116.3,4022.2,3868.5,3195.1
122,3269.1,2712.9,2636.9,331.7,0.0,133.4,142.9,1884.5,1859.0,1841.8,2581.4,2806.0,3039.9,5270.3,8902.1,9733.5,9758.3,9706.5,11120.5,12008.1,32123.6,23168.5,23180.5,23180.5,22196.7,15630.2,12079.5,11122.7,2873.2,2731.1,3280.7,595.0,631.0,1618.0,1989.2,2512.9,2977.5,3116.3,3283.0,3587.5,3899.0,3900.1,4254.7,4263.9,4265.1,4284.3,4292.9,4398.1,4472.2,4727.2,4917.5,5358.6,5699.4,5915.1,6083.9,6265.2,6339.4,6544.0,6539.5,6526.2,6492.2,6369.1,5770.4,5565.0,5218.3,5227.4,5566.5,4523.6,3820.0,3656.4,4112.2,4106.8,4012.7,3859.0,3269.1
127,3289.8,2733.6,2657.6,352.4,133.4,0.0,9.5,1751.1,1725.5,1708.3,2448.0,2672.6,2906.5,5136.8,8768.7,9600.1,9624.8,9573.0,10987.1,11874.7,31990.1,23035.0,23047.1,23047.1,22063.3,15496.8,11946.1,10989.3,2893.9,2751.9,3301.4,615.7,651.7,1638.8,2009.9,2533.6,2998.2,3137.0,3303.7,3608.3,3919.7,3920.9,4275.5,4284.6,4285.9,4305.0,4313.6,4418.9,4492.9,4748.0,4938.2,5379.3,5720.2,5935.8,6104.7,6285.9,6360.2,6564.7,6560.3,6546.9,6513.0,6389.8,5791.1,5585.8,5239.1,5248.1,5587.2,4544.3,3840.7,3677.1,4132.9,4127.6,4033.5,3879.8,3289.8
126,3299.3,2743.1,2667.1,361.9,142.9,9.5,0.0,1741.6,1716.0,1698.9,2438.5,2663.1,2897.0,5127.3,8759.2,9590.6,9615.3,9563.6,10977.6,11865.2,31980.7,23025.6,23037.6,23037.6,22053.8,15487.3,11936.6,10979.8,2903.4,2761.3,3310.9,625.2,661.2,1648.2,2019.4,2543.1,3007.7,3146.5,3313.2,3617.8,3929.2,3930.3,4284.9,4294.1,4295.3,4314.5,4323.1,4428.3,4502.4,4757.4,4947.7,5388.8,5729.6,5945.3,6114.1,6295.4,6369.6,6574.2,6569.7,6556.4,6522.5,6399.3,5800.6,5595.2,5248.5,5257.6,5596.7,4553.8,3850.2,3686.6,4142.4,4137.0,4042.9,3889.2,3299.3
170,5715.5,5131.1,5055.0,2938.7,1933.1,1799.7,1790.2,0.0,25.5,164.5,917.6,1142.2,1376.2,3606.5,7238.3,8069.8,8094.5,8042.7,9456.7,10344.4,30459.8,21504.7,21516.7,21516.7,20533.0,13966.4,10415.7,9459.0,2897.5,2755.4,3305.0,2591.6,2627.6,4132.0,3809.6,4333.3,4797.9,4936.7,5103.4,5408.0,5719.4,5720.6,6075.2,6084.3,6085.5,6104.7,6113.3,6218.5,6292.6,6547.7,6737.9,7179.0,7519.8,7735.5,7904.3,8085.6,8159.9,8364.4,8360.0,8346.6,8312.7,8189.5,7590.8,7385.5,7038.7,7047.8,7386.9,6344.0,5640.4,5476.8,6642.0,6636.7,6542.6,6388.9,5715.5
159,5689.9,5105.5,5029.5,2913.1,1907.6,1774.1,1764.7,25.5,0.0,139.0,943.2,1167.8,1401.7,3632.0,7263.9,8095.3,8120.0,8068.2,9482.3,10369.9,30485.3,21530.2,21542.3,21542.3,20558.5,13992.0,10441.3,9484.5,2871.9,2729.8,3279.4,2566.0,2602.0,4106.5,3784.1,4307.7,4772.3,4911.1,5077.9,5382.4,5693.8,5695.0,6049.6,6058.8,6060.0,6079.1,6087.7,6193.0,6267.0,6522.1,6712.3,7153.4,7494.3,7710.0,7878.8,8060.0,8134.3,8338.8,8334.4,8321.1,8287.1,8163.9,7565.2,7359.9,7013.2,7022.3,7361.3,6318.4,5614.8,5451.2,6616.5,6611.1,6517.0,6363.3,5689.9
