Original_Index,Unnamed: 0,Name,Longitude,Latitude,Daily_Pickup_Totes,Weekly_Dropoff_Totes,user_ratings_total,category,rating,weekly_high,weekly_low,best_weekly_estimate,Address,geometry,Adoption,Adoption Guess,Visited ,Influence,location_type,pickup_type,id,Bike Aggregation Point,Cumulative_Distance,Truck_Load
23,72,La Estacion Restaurant,-94.794797,29.3015187,0,1,442.0,restaurant,4.3,175.0,25.0,175.0,"2428 Avenue H, Galveston",POINT (-94.794797 29.3015187),Skeptical,Med,No,Low,indoor,Bike_Aggregate,,,0,0
38,172,,-94.79652426820594,29.30682933975252,1,0,,,,,,,,,,,,,outdoor,Bike,1001.0,72.0,644,1
16,61,Fisherman's Wharf,-94.7936367,29.3089314,1,1,5747.0,restaurant,4.4,700.0,140.0,700.0,"2200 Harborside Drive, Galveston",POINT (-94.7936367 29.3089314),Skeptical,Med,No,High,indoor,Bike_Converted,,72.0,1116,2
14,53,Willie G's Seafood & Steaks,-94.792803,29.309303,1,1,3060.0,restaurant,4.3,3500.0,500.0,3500.0,"2100 Harborside Drive, Galveston",POINT (-94.792803 29.309303),Skeptical,Med,No,High,indoor,Bike_Converted,,72.0,1339,3
11,47,Katie's Seafood House,-94.7912952,29.3100166,1,1,3045.0,restaurant,4.6,210.0,35.0,210.0,"2000 Wharf Road, Galveston",POINT (-94.7912952 29.3100166),Curious,Med,No,High,indoor,Bike_Converted,,72.0,1640,4
10,36,Mr. Taco,-94.7909307,29.308418,1,1,,restaurant,,0.0,0.0,93.75,"120 20th Street, Galveston",POINT (-94.7909307 29.308418),Curious,Med,No,Low,indoor,Bike_Converted,,72.0,1830,5
47,186,,-94.79104994247152,29.308214480020617,1,0,,,,,,,,,,,,,outdoor,Bike,1015.0,72.0,1848,6
31,147,Brewchachos Tacos & Cantina,-94.7925997,29.3078756,1,1,1043.0,bar,4.2,2800.0,400.0,2800.0,"2110 The Strand, Galveston",POINT (-94.7925997 29.3078756),Skeptical,Med,Yes,Med,indoor,Bike_Converted,,72.0,2019,7
46,185,,-94.79216796262608,29.30762661449017,1,0,,,,,,,,,,,,,outdoor,Bike,1014.0,72.0,2074,8
2,9,MarMo Cafe & Lounge,-94.792103,29.3056002,1,1,19.0,bar,4.8,140.0,35.0,140.0,"2121 Market Street suite 101, Galveston",POINT (-94.792103 29.3056002),High,High,No,Med,indoor,Bike_Converted,,72.0,2344,9
23,72,La Estacion Restaurant,-94.794797,29.3015187,0,1,442.0,restaurant,4.3,175.0,25.0,175.0,"2428 Avenue H, Galveston",POINT (-94.794797 29.3015187),Skeptical,Med,No,Low,indoor,Bike_Aggregate,,,3156,9
