,lat,long,center,buffer,site_name,site_location,site_dist
0,19.730672454816066,-155.0252180540172,POINT (-155.0252180540172 19.73067245481607),"POLYGON ((-155.0232180540172 19.73067245481607, -155.0232276845638 19.73047642053541, -155.0232564834564 19.73028227417203, -155.0233041733457 19.73009188546156, -155.0233702949522 19.72990708795134, -155.0234542114885 19.72972966134241, -155.0235551147926 19.72956131435003, -155.0236720331105 19.72940366824774, -155.0238038404548 19.72925824125369, -155.0239492674489 19.72912643390934, -155.0241069135512 19.72900951559146, -155.0242752605435 19.72890861228737, -155.0244526871525 19.72882469575104, -155.0246374846627 19.7287585741446, -155.0248278733732 19.72871088425526, -155.0250220197365 19.72868208536272, -155.0252180540172 19.72867245481607, -155.0254140882979 19.72868208536272, -155.0256082346612 19.72871088425526, -155.0257986233717 19.7287585741446, -155.0259834208819 19.72882469575104, -155.0261608474908 19.72890861228737, -155.0263291944832 19.72900951559146, -155.0264868405855 19.72912643390934, -155.0266322675796 19.72925824125369, -155.0267640749239 19.72940366824774, -155.0268809932418 19.72956131435003, -155.0269818965459 19.72972966134241, -155.0270658130822 19.72990708795134, -155.0271319346886 19.73009188546156, -155.027179624578 19.73028227417203, -155.0272084234705 19.73047642053541, -155.0272180540172 19.73067245481607, -155.0272084234705 19.73086848909672, -155.027179624578 19.7310626354601, -155.0271319346886 19.73125302417057, -155.0270658130822 19.7314378216808, -155.0269818965459 19.73161524828972, -155.0268809932418 19.73178359528211, -155.0267640749239 19.73194124138439, -155.0266322675796 19.73208666837844, -155.0264868405855 19.73221847572279, -155.0263291944832 19.73233539404067, -155.0261608474908 19.73243629734476, -155.0259834208819 19.73252021388109, -155.0257986233717 19.73258633548753, -155.0256082346612 19.73263402537687, -155.0254140882979 19.73266282426941, -155.0252180540172 19.73267245481606, -155.0250220197365 19.73266282426941, -155.0248278733732 19.73263402537687, -155.0246374846627 19.73258633548753, -155.0244526871525 19.73252021388109, -155.0242752605435 19.73243629734476, -155.0241069135512 19.73233539404067, -155.0239492674489 19.73221847572279, -155.0238038404548 19.73208666837844, -155.0236720331105 19.73194124138439, -155.0235551147926 19.73178359528211, -155.0234542114885 19.73161524828972, -155.0233702949522 19.7314378216808, -155.0233041733457 19.73125302417057, -155.0232564834564 19.7310626354601, -155.0232276845638 19.73086848909672, -155.0232180540172 19.73067245481607))",Garden Manor by the Sea,POINT (-155.0258046 19.7320486),141.4
1,19.711327731302475,-155.07395967941267,POINT (-155.0739596794127 19.71132773130248),"POLYGON ((-155.0719596794127 19.71132773130248, -155.0719693099593 19.71113169702182, -155.0719981088519 19.71093755065844, -155.0720457987412 19.71074716194797, -155.0721119203477 19.71056236443775, -155.072195836884 19.71038493782882, -155.0722967401881 19.71021659083643, -155.072413658506 19.71005894473415, -155.0725454658503 19.7099135177401, -155.0726908928443 19.70978171039575, -155.0728485389466 19.70966479207787, -155.073016885939 19.70956388877378, -155.0731943125479 19.70947997223745, -155.0733791100582 19.70941385063101, -155.0735694987686 19.70936616074167, -155.073763645132 19.70933736184913, -155.0739596794127 19.70932773130248, -155.0741557136933 19.70933736184913, -155.0743498600567 19.70936616074167, -155.0745402487672 19.70941385063101, -155.0747250462774 19.70947997223745, -155.0749024728863 19.70956388877378, -155.0750708198787 19.70966479207787, -155.075228465981 19.70978171039575, -155.0753738929751 19.7099135177401, -155.0755057003194 19.71005894473415, -155.0756226186373 19.71021659083643, -155.0757235219414 19.71038493782882, -155.0758074384777 19.71056236443775, -155.0758735600841 19.71074716194797, -155.0759212499735 19.71093755065844, -155.075950048866 19.71113169702182, -155.0759596794127 19.71132773130248, -155.075950048866 19.71152376558313, -155.0759212499735 19.71171791194651, -155.0758735600841 19.71190830065698, -155.0758074384777 19.71209309816721, -155.0757235219414 19.71227052477613, -155.0756226186373 19.71243887176852, -155.0755057003194 19.7125965178708, -155.0753738929751 19.71274194486485, -155.075228465981 19.7128737522092, -155.0750708198787 19.71299067052708, -155.0749024728863 19.71309157383117, -155.0747250462774 19.7131754903675, -155.0745402487672 19.71324161197394, -155.0743498600567 19.71328930186328, -155.0741557136933 19.71331810075582, -155.0739596794127 19.71332773130247, -155.073763645132 19.71331810075582, -155.0735694987686 19.71328930186328, -155.0733791100582 19.71324161197394, -155.0731943125479 19.7131754903675, -155.073016885939 19.71309157383117, -155.0728485389466 19.71299067052708, -155.0726908928443 19.7128737522092, -155.0725454658503 19.71274194486485, -155.072413658506 19.7125965178708, -155.0722967401881 19.71243887176852, -155.072195836884 19.71227052477613, -155.0721119203477 19.71209309816721, -155.0720457987412 19.71190830065698, -155.0719981088519 19.71171791194651, -155.0719693099593 19.71152376558313, -155.0719596794127 19.71132773130248))",Kelly Boy's,POINT (-155.073334 19.711473),34.2
2,19.721638810192957,-155.09365539131574,POINT (-155.0936553913157 19.72163881019296),"POLYGON ((-155.0916553913157 19.72163881019296, -155.0916650218624 19.7214427759123, -155.0916938207549 19.72124862954892, -155.0917415106443 19.72105824083845, -155.0918076322507 19.72087344332823, -155.091891548787 19.72069601671931, -155.0919924520911 19.72052766972692, -155.092109370409 19.72037002362463, -155.0922411777534 19.72022459663058, -155.0923866047474 19.72009278928623, -155.0925442508497 19.71997587096835, -155.0927125978421 19.71987496766426, -155.092890024451 19.71979105112793, -155.0930748219612 19.71972492952149, -155.0932652106717 19.71967723963215, -155.0934593570351 19.71964844073961, -155.0936553913157 19.71963881019296, -155.0938514255964 19.71964844073961, -155.0940455719598 19.71967723963215, -155.0942359606702 19.71972492952149, -155.0944207581805 19.71979105112793, -155.0945981847894 19.71987496766426, -155.0947665317818 19.71997587096835, -155.0949241778841 19.72009278928623, -155.0950696048781 19.72022459663058, -155.0952014122225 19.72037002362463, -155.0953183305404 19.72052766972692, -155.0954192338444 19.72069601671931, -155.0955031503808 19.72087344332823, -155.0955692719872 19.72105824083845, -155.0956169618765 19.72124862954892, -155.0956457607691 19.7214427759123, -155.0956553913157 19.72163881019296, -155.0956457607691 19.72183484447362, -155.0956169618765 19.72202899083699, -155.0955692719872 19.72221937954746, -155.0955031503808 19.72240417705769, -155.0954192338444 19.72258160366661, -155.0953183305404 19.722749950659, -155.0952014122225 19.72290759676129, -155.0950696048781 19.72305302375533, -155.0949241778841 19.72318483109968, -155.0947665317818 19.72330174941756, -155.0945981847894 19.72340265272165, -155.0944207581805 19.72348656925798, -155.0942359606702 19.72355269086442, -155.0940455719598 19.72360038075376, -155.0938514255964 19.7236291796463, -155.0936553913157 19.72363881019296, -155.0934593570351 19.7236291796463, -155.0932652106717 19.72360038075376, -155.0930748219612 19.72355269086442, -155.092890024451 19.72348656925798, -155.0927125978421 19.72340265272165, -155.0925442508497 19.72330174941756, -155.0923866047474 19.72318483109968, -155.0922411777534 19.72305302375533, -155.092109370409 19.72290759676129, -155.0919924520911 19.722749950659, -155.091891548787 19.72258160366661, -155.0918076322507 19.72240417705769, -155.0917415106443 19.72221937954746, -155.0916938207549 19.72202899083699, -155.0916650218624 19.72183484447362, -155.0916553913157 19.72163881019296))",A-Plus Program,POINT (-155.0947805 19.7217334),72.6
3,19.718275064766196,-155.04308850777764,POINT (-155.0430885077776 19.7182750647662),"POLYGON ((-155.0410885077776 19.7182750647662, -155.0410981383243 19.71807903048554, -155.0411269372168 19.71788488412216, -155.0411746271062 19.71769449541169, -155.0412407487126 19.71750969790147, -155.0413246652489 19.71733227129254, -155.041425568553 19.71716392430016, -155.0415424868709 19.71700627819787, -155.0416742942153 19.71686085120382, -155.0418197212093 19.71672904385947, -155.0419773673116 19.71661212554159, -155.042145714304 19.7165112222375, -155.0423231409129 19.71642730570117, -155.0425079384231 19.71636118409473, -155.0426983271336 19.71631349420539, -155.042892473497 19.71628469531285, -155.0430885077776 19.7162750647662, -155.0432845420583 19.71628469531285, -155.0434786884217 19.71631349420539, -155.0436690771321 19.71636118409473, -155.0438538746424 19.71642730570117, -155.0440313012513 19.7165112222375, -155.0441996482437 19.71661212554159, -155.044357294346 19.71672904385947, -155.04450272134 19.71686085120382, -155.0446345286844 19.71700627819787, -155.0447514470023 19.71716392430016, -155.0448523503063 19.71733227129254, -155.0449362668427 19.71750969790147, -155.0450023884491 19.71769449541169, -155.0450500783384 19.71788488412216, -155.045078877231 19.71807903048554, -155.0450885077776 19.7182750647662, -155.045078877231 19.71847109904686, -155.0450500783384 19.71866524541023, -155.0450023884491 19.7188556341207, -155.0449362668427 19.71904043163093, -155.0448523503063 19.71921785823985, -155.0447514470023 19.71938620523224, -155.0446345286844 19.71954385133452, -155.04450272134 19.71968927832857, -155.044357294346 19.71982108567292, -155.0441996482437 19.7199380039908, -155.0440313012513 19.72003890729489, -155.0438538746424 19.72012282383122, -155.0436690771321 19.72018894543766, -155.0434786884217 19.720236635327, -155.0432845420583 19.72026543421954, -155.0430885077776 19.7202750647662, -155.042892473497 19.72026543421954, -155.0426983271336 19.720236635327, -155.0425079384231 19.72018894543766, -155.0423231409129 19.72012282383122, -155.042145714304 19.72003890729489, -155.0419773673116 19.7199380039908, -155.0418197212093 19.71982108567292, -155.0416742942153 19.71968927832857, -155.0415424868709 19.71954385133452, -155.041425568553 19.71938620523224, -155.0413246652489 19.71921785823985, -155.0412407487126 19.71904043163093, -155.0411746271062 19.7188556341207, -155.0411269372168 19.71866524541023, -155.0410981383243 19.71847109904686, -155.0410885077776 19.7182750647662))",Hilo International Airport,POINT (-155.0416866 19.7188342),0.0
4,19.622277116610423,-155.03870621221577,POINT (-155.0387062122158 19.62227711661042),"POLYGON ((-155.0367062122158 19.62227711661042, -155.0367158427624 19.62208108232976, -155.036744641655 19.62188693596639, -155.0367923315443 19.62169654725592, -155.0368584531508 19.62151174974569, -155.0369423696871 19.62133432313677, -155.0370432729912 19.62116597614438, -155.0371601913091 19.62100833004209, -155.0372919986534 19.62086290304805, -155.0374374256475 19.6207310957037, -155.0375950717497 19.62061417738582, -155.0377634187421 19.62051327408173, -155.037940845351 19.6204293575454, -155.0381256428613 19.62036323593896, -155.0383160315718 19.62031554604962, -155.0385101779351 19.62028674715708, -155.0387062122158 19.62027711661042, -155.0389022464964 19.62028674715708, -155.0390963928598 19.62031554604962, -155.0392867815703 19.62036323593896, -155.0394715790805 19.6204293575454, -155.0396490056894 19.62051327408173, -155.0398173526818 19.62061417738582, -155.0399749987841 19.6207310957037, -155.0401204257782 19.62086290304805, -155.0402522331225 19.62100833004209, -155.0403691514404 19.62116597614438, -155.0404700547445 19.62133432313677, -155.0405539712808 19.62151174974569, -155.0406200928872 19.62169654725592, -155.0406677827766 19.62188693596639, -155.0406965816691 19.62208108232976, -155.0407062122158 19.62227711661042, -155.0406965816691 19.62247315089108, -155.0406677827766 19.62266729725446, -155.0406200928872 19.62285768596493, -155.0405539712808 19.62304248347515, -155.0404700547445 19.62321991008407, -155.0403691514404 19.62338825707646, -155.0402522331225 19.62354590317875, -155.0401204257782 19.6236913301728, -155.0399749987841 19.62382313751715, -155.0398173526818 19.62394005583503, -155.0396490056894 19.62404095913912, -155.0394715790805 19.62412487567545, -155.0392867815703 19.62419099728189, -155.0390963928598 19.62423868717123, -155.0389022464964 19.62426748606377, -155.0387062122158 19.62427711661042, -155.0385101779351 19.62426748606377, -155.0383160315718 19.62423868717123, -155.0381256428613 19.62419099728189, -155.037940845351 19.62412487567545, -155.0377634187421 19.62404095913912, -155.0375950717497 19.62394005583503, -155.0374374256475 19.62382313751715, -155.0372919986534 19.6236913301728, -155.0371601913091 19.62354590317875, -155.0370432729912 19.62338825707646, -155.0369423696871 19.62321991008407, -155.0368584531508 19.62304248347515, -155.0367923315443 19.62285768596493, -155.036744641655 19.62266729725446, -155.0367158427624 19.62247315089108, -155.0367062122158 19.62227711661042))",Jen's Spa & Salon,POINT (-155.0391272 19.621259),66.5
5,19.698385675599702,-155.08191303120782,POINT (-155.0819130312078 19.6983856755997),"POLYGON ((-155.0799130312078 19.6983856755997, -155.0799226617545 19.69818964131904, -155.079951460647 19.69799549495567, -155.0799991505364 19.69780510624519, -155.0800652721428 19.69762030873497, -155.0801491886791 19.69744288212605, -155.0802500919832 19.69727453513366, -155.0803670103011 19.69711688903137, -155.0804988176454 19.69697146203733, -155.0806442446395 19.69683965469298, -155.0808018907418 19.6967227363751, -155.0809702377342 19.69662183307101, -155.0811476643431 19.69653791653468, -155.0813324618533 19.69647179492824, -155.0815228505638 19.6964241050389, -155.0817169969272 19.69639530614636, -155.0819130312078 19.6963856755997, -155.0821090654885 19.69639530614636, -155.0823032118518 19.6964241050389, -155.0824936005623 19.69647179492824, -155.0826783980725 19.69653791653468, -155.0828558246815 19.69662183307101, -155.0830241716739 19.6967227363751, -155.0831818177761 19.69683965469298, -155.0833272447702 19.69697146203733, -155.0834590521145 19.69711688903137, -155.0835759704324 19.69727453513366, -155.0836768737365 19.69744288212605, -155.0837607902728 19.69762030873497, -155.0838269118793 19.69780510624519, -155.0838746017686 19.69799549495567, -155.0839034006612 19.69818964131904, -155.0839130312078 19.6983856755997, -155.0839034006612 19.69858170988036, -155.0838746017686 19.69877585624373, -155.0838269118793 19.69896624495421, -155.0837607902728 19.69915104246443, -155.0836768737365 19.69932846907335, -155.0835759704324 19.69949681606574, -155.0834590521145 19.69965446216803, -155.0833272447702 19.69979988916208, -155.0831818177761 19.69993169650643, -155.0830241716739 19.70004861482431, -155.0828558246815 19.7001495181284, -155.0826783980725 19.70023343466472, -155.0824936005623 19.70029955627117, -155.0823032118518 19.70034724616051, -155.0821090654885 19.70037604505305, -155.0819130312078 19.7003856755997, -155.0817169969272 19.70037604505305, -155.0815228505638 19.70034724616051, -155.0813324618533 19.70029955627117, -155.0811476643431 19.70023343466472, -155.0809702377342 19.7001495181284, -155.0808018907418 19.70004861482431, -155.0806442446395 19.69993169650643, -155.0804988176454 19.69979988916208, -155.0803670103011 19.69965446216803, -155.0802500919832 19.69949681606574, -155.0801491886791 19.69932846907335, -155.0800652721428 19.69915104246443, -155.0799991505364 19.69896624495421, -155.079951460647 19.69877585624373, -155.0799226617545 19.69858170988036, -155.0799130312078 19.6983856755997))",School of Nursing,POINT (-155.0815133 19.6996198),115.1
6,19.710313778198838,-155.06523269825007,POINT (-155.0652326982501 19.71031377819884),"POLYGON ((-155.0632326982501 19.71031377819884, -155.0632423287967 19.71011774391818, -155.0632711276893 19.70992359755481, -155.0633188175786 19.70973320884433, -155.0633849391851 19.70954841133411, -155.0634688557214 19.70937098472519, -155.0635697590255 19.7092026377328, -155.0636866773434 19.70904499163051, -155.0638184846877 19.70889956463646, -155.0639639116818 19.70876775729211, -155.064121557784 19.70865083897423, -155.0642899047764 19.70854993567014, -155.0644673313853 19.70846601913382, -155.0646521288956 19.70839989752738, -155.0648425176061 19.70835220763803, -155.0650366639694 19.70832340874549, -155.0652326982501 19.70831377819884, -155.0654287325307 19.70832340874549, -155.0656228788941 19.70835220763803, -155.0658132676046 19.70839989752738, -155.0659980651148 19.70846601913382, -155.0661754917237 19.70854993567014, -155.0663438387161 19.70865083897423, -155.0665014848184 19.70876775729211, -155.0666469118125 19.70889956463646, -155.0667787191568 19.70904499163051, -155.0668956374747 19.7092026377328, -155.0669965407788 19.70937098472519, -155.0670804573151 19.70954841133411, -155.0671465789215 19.70973320884433, -155.0671942688109 19.70992359755481, -155.0672230677034 19.71011774391818, -155.0672326982501 19.71031377819884, -155.0672230677034 19.7105098124795, -155.0671942688109 19.71070395884287, -155.0671465789215 19.71089434755335, -155.0670804573151 19.71107914506357, -155.0669965407788 19.71125657167249, -155.0668956374747 19.71142491866488, -155.0667787191568 19.71158256476717, -155.0666469118125 19.71172799176121, -155.0665014848184 19.71185979910556, -155.0663438387161 19.71197671742344, -155.0661754917237 19.71207762072753, -155.0659980651148 19.71216153726386, -155.0658132676046 19.7122276588703, -155.0656228788941 19.71227534875964, -155.0654287325307 19.71230414765218, -155.0652326982501 19.71231377819884, -155.0650366639694 19.71230414765218, -155.0648425176061 19.71227534875964, -155.0646521288956 19.7122276588703, -155.0644673313853 19.71216153726386, -155.0642899047764 19.71207762072753, -155.064121557784 19.71197671742344, -155.0639639116818 19.71185979910556, -155.0638184846877 19.71172799176121, -155.0636866773434 19.71158256476717, -155.0635697590255 19.71142491866488, -155.0634688557214 19.71125657167249, -155.0633849391851 19.71107914506357, -155.0633188175786 19.71089434755335, -155.0632711276893 19.71070395884287, -155.0632423287967 19.7105098124795, -155.0632326982501 19.71031377819884))",Minit Stop,POINT (-155.0646999 19.70962),147.8
7,19.71294564083444,-155.09058606487568,POINT (-155.0905860648757 19.71294564083444),"POLYGON ((-155.0885860648757 19.71294564083444, -155.0885956954223 19.71274960655378, -155.0886244943149 19.71255546019041, -155.0886721842042 19.71236507147993, -155.0887383058107 19.71218027396971, -155.088822222347 19.71200284736079, -155.0889231256511 19.7118345003684, -155.089040043969 19.71167685426611, -155.0891718513133 19.71153142727207, -155.0893172783074 19.71139961992771, -155.0894749244096 19.71128270160984, -155.089643271402 19.71118179830574, -155.089820698011 19.71109788176942, -155.0900054955212 19.71103176016298, -155.0901958842317 19.71098407027364, -155.090390030595 19.7109552713811, -155.0905860648757 19.71094564083444, -155.0907820991563 19.7109552713811, -155.0909762455197 19.71098407027364, -155.0911666342302 19.71103176016298, -155.0913514317404 19.71109788176942, -155.0915288583493 19.71118179830574, -155.0916972053417 19.71128270160984, -155.091854851444 19.71139961992771, -155.0920002784381 19.71153142727207, -155.0921320857824 19.71167685426611, -155.0922490041003 19.7118345003684, -155.0923499074044 19.71200284736079, -155.0924338239407 19.71218027396971, -155.0924999455471 19.71236507147993, -155.0925476354365 19.71255546019041, -155.092576434329 19.71274960655378, -155.0925860648757 19.71294564083444, -155.092576434329 19.7131416751151, -155.0925476354365 19.71333582147847, -155.0924999455471 19.71352621018895, -155.0924338239407 19.71371100769917, -155.0923499074044 19.71388843430809, -155.0922490041003 19.71405678130048, -155.0921320857824 19.71421442740277, -155.0920002784381 19.71435985439681, -155.091854851444 19.71449166174117, -155.0916972053417 19.71460858005905, -155.0915288583493 19.71470948336314, -155.0913514317404 19.71479339989946, -155.0911666342302 19.7148595215059, -155.0909762455197 19.71490721139525, -155.0907820991563 19.71493601028779, -155.0905860648757 19.71494564083444, -155.090390030595 19.71493601028779, -155.0901958842317 19.71490721139525, -155.0900054955212 19.7148595215059, -155.089820698011 19.71479339989946, -155.089643271402 19.71470948336314, -155.0894749244096 19.71460858005905, -155.0893172783074 19.71449166174117, -155.0891718513133 19.71435985439681, -155.089040043969 19.71421442740277, -155.0889231256511 19.71405678130048, -155.088822222347 19.71388843430809, -155.0887383058107 19.71371100769917, -155.0886721842042 19.71352621018895, -155.0886244943149 19.71333582147847, -155.0885956954223 19.7131416751151, -155.0885860648757 19.71294564083444))",Hale Kawehi Guesthouse,POINT (-155.0914199 19.7120317),139.1
8,19.697305551713445,-155.07470589178865,POINT (-155.0747058917887 19.69730555171344),"POLYGON ((-155.0727058917886 19.69730555171344, -155.0727155223353 19.69710951743279, -155.0727443212278 19.69691537106941, -155.0727920111172 19.69672498235894, -155.0728581327236 19.69654018484871, -155.07294204926 19.69636275823979, -155.073042952564 19.6961944112474, -155.0731598708819 19.69603676514512, -155.0732916782263 19.69589133815107, -155.0734371052203 19.69575953080672, -155.0735947513226 19.69564261248884, -155.073763098315 19.69554170918475, -155.0739405249239 19.69545779264842, -155.0741253224342 19.69539167104198, -155.0743157111446 19.69534398115264, -155.074509857508 19.6953151822601, -155.0747058917887 19.69530555171345, -155.0749019260693 19.6953151822601, -155.0750960724327 19.69534398115264, -155.0752864611432 19.69539167104198, -155.0754712586534 19.69545779264842, -155.0756486852623 19.69554170918475, -155.0758170322547 19.69564261248884, -155.075974678357 19.69575953080672, -155.076120105351 19.69589133815107, -155.0762519126954 19.69603676514512, -155.0763688310133 19.6961944112474, -155.0764697343174 19.69636275823979, -155.0765536508537 19.69654018484871, -155.0766197724601 19.69672498235894, -155.0766674623495 19.69691537106941, -155.076696261242 19.69710951743279, -155.0767058917887 19.69730555171344, -155.076696261242 19.6975015859941, -155.0766674623495 19.69769573235748, -155.0766197724601 19.69788612106795, -155.0765536508537 19.69807091857817, -155.0764697343174 19.6982483451871, -155.0763688310133 19.69841669217949, -155.0762519126954 19.69857433828177, -155.076120105351 19.69871976527582, -155.075974678357 19.69885157262017, -155.0758170322547 19.69896849093805, -155.0756486852623 19.69906939424214, -155.0754712586534 19.69915331077847, -155.0752864611432 19.69921943238491, -155.0750960724327 19.69926712227425, -155.0749019260693 19.69929592116679, -155.0747058917887 19.69930555171344, -155.074509857508 19.69929592116679, -155.0743157111446 19.69926712227425, -155.0741253224342 19.69921943238491, -155.0739405249239 19.69915331077847, -155.073763098315 19.69906939424214, -155.0735947513226 19.69896849093805, -155.0734371052203 19.69885157262017, -155.0732916782263 19.69871976527582, -155.0731598708819 19.69857433828177, -155.073042952564 19.69841669217949, -155.07294204926 19.6982483451871, -155.0728581327236 19.69807091857817, -155.0727920111172 19.69788612106795, -155.0727443212278 19.69769573235748, -155.0727155223353 19.6975015859941, -155.0727058917886 19.69730555171344))",Ken Yamase Memorial Stadium,POINT (-155.0746875 19.6984375),51.8
9,19.727357710439247,-155.06301141208124,POINT (-155.0630114120812 19.72735771043925),"POLYGON ((-155.0610114120812 19.72735771043925, -155.0610210426279 19.72716167615859, -155.0610498415204 19.72696752979521, -155.0610975314098 19.72677714108474, -155.0611636530162 19.72659234357452, -155.0612475695525 19.7264149169656, -155.0613484728566 19.72624656997321, -155.0614653911745 19.72608892387092, -155.0615971985189 19.72594349687687, -155.0617426255129 19.72581168953252, -155.0619002716152 19.72569477121464, -155.0620686186076 19.72559386791055, -155.0622460452165 19.72550995137422, -155.0624308427267 19.72544382976778, -155.0626212314372 19.72539613987844, -155.0628153778006 19.7253673409859, -155.0630114120812 19.72535771043925, -155.0632074463619 19.7253673409859, -155.0634015927253 19.72539613987844, -155.0635919814357 19.72544382976778, -155.063776778946 19.72550995137422, -155.0639542055549 19.72559386791055, -155.0641225525473 19.72569477121464, -155.0642801986496 19.72581168953252, -155.0644256256436 19.72594349687687, -155.064557432988 19.72608892387092, -155.0646743513059 19.72624656997321, -155.0647752546099 19.7264149169656, -155.0648591711463 19.72659234357452, -155.0649252927527 19.72677714108474, -155.064972982642 19.72696752979521, -155.0650017815346 19.72716167615859, -155.0650114120812 19.72735771043925, -155.0650017815346 19.72755374471991, -155.064972982642 19.72774789108328, -155.0649252927527 19.72793827979375, -155.0648591711463 19.72812307730398, -155.0647752546099 19.7283005039129, -155.0646743513059 19.72846885090529, -155.064557432988 19.72862649700757, -155.0644256256436 19.72877192400162, -155.0642801986496 19.72890373134597, -155.0641225525473 19.72902064966385, -155.0639542055549 19.72912155296794, -155.063776778946 19.72920546950427, -155.0635919814357 19.72927159111071, -155.0634015927253 19.72931928100005, -155.0632074463619 19.72934807989259, -155.0630114120812 19.72935771043925, -155.0628153778006 19.72934807989259, -155.0626212314372 19.72931928100005, -155.0624308427267 19.72927159111071, -155.0622460452165 19.72920546950427, -155.0620686186076 19.72912155296794, -155.0619002716152 19.72902064966385, -155.0617426255129 19.72890373134597, -155.0615971985189 19.72877192400162, -155.0614653911745 19.72862649700757, -155.0613484728566 19.72846885090529, -155.0612475695525 19.7283005039129, -155.0611636530162 19.72812307730398, -155.0610975314098 19.72793827979375, -155.0610498415204 19.72774789108328, -155.0610210426279 19.72755374471991, -155.0610114120812 19.72735771043925))",Hilo Reeds Bay Hotel,POINT (-155.0629156 19.727729),152.3
