0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
209.0,4741.7,5182.2,4482.7,2910.8,2863.4,2064.6,1737.1,1674.9,1640.2,192.4,0.0,1926.3,2926.2,2846.6,3150.0,974.4,1185.4,1896.9,2409.9,3343.4,3695.7,3702.4,3793.2,3907.2,4130.8,8108.3,3811.1,3992.8,4949.4,5155.0,5001.0,5271.6,9498.6,9524.9,9571.9,9427.9,9420.7,9504.8,9381.6,9262.1,9218.1,9218.8,9401.2,9359.7,9365.7,9312.2,9275.4,9281.8,9246.4,9262.8,9278.5,9279.2,9302.9,9183.7,8915.5,8912.9,8940.9,8940.6,9467.0,9558.8,9725.1,9721.8,5276.8,4889.0,5307.8,4653.7,4086.9,4429.3,4271.8,4040.1,3977.3,2076.9,4871.8,4842.3,4880.9,4741.7,4741.7,5182.2,4482.7,2863.4,2064.6,1737.1,1674.9,0.0,1926.3,2846.6,1185.4,1896.9,2409.9,3343.4,3695.7,3702.4,3793.2,3907.2,4130.8,8108.3,3811.1,3992.8,4949.4,5155.0,5001.0,5271.6,9498.6,9524.9,9571.9,9427.9,9420.7,9504.8,9381.6,9262.1,9218.8,9359.7,9312.2,9275.4,9281.8,9246.4,9262.8,9278.5,9279.2,9183.7,8915.5,8912.9,8940.9,8940.6,9467.0,9558.8,9725.1,9721.8,4653.7,4086.9,4271.8,4040.1,3977.3,2076.9,4871.8,4842.3
17.0,7728.1,8168.6,7469.1,5897.2,5849.8,5051.0,4723.5,4661.3,4626.6,3734.4,3614.6,0.0,1154.8,1075.3,1378.7,3953.2,4164.2,4875.7,5388.7,6322.2,6674.5,6681.2,6771.9,6885.9,7109.5,6336.9,6789.9,6971.6,7786.6,7929.2,7838.7,7895.6,7727.2,7753.5,7800.5,7656.5,7649.3,7733.4,7610.2,7490.8,7446.7,7447.4,7629.8,7588.3,7594.3,7540.8,7504.0,7510.4,7475.0,7491.4,7507.1,7507.8,7531.5,7412.3,7144.1,7141.5,7169.5,7169.3,7695.6,7787.4,7953.7,7950.5,7889.7,7725.9,8286.5,7632.4,7274.5,7408.0,7467.1,7101.5,7120.4,5063.3,7858.2,7828.7,7867.3,7728.1,7728.1,8168.6,7469.1,5849.8,5051.0,4723.5,4661.3,3614.6,0.0,1075.3,4164.2,4875.7,5388.7,6322.2,6674.5,6681.2,6771.9,6885.9,7109.5,6336.9,6789.9,6971.6,7786.6,7929.2,7838.7,7895.6,7727.2,7753.5,7800.5,7656.5,7649.3,7733.4,7610.2,7490.8,7447.4,7588.3,7540.8,7504.0,7510.4,7475.0,7491.4,7507.1,7507.8,7412.3,7144.1,7141.5,7169.5,7169.3,7695.6,7787.4,7953.7,7950.5,7632.4,7274.5,7467.1,7101.5,7120.4,5063.3,7858.2,7828.7
18.0,7421.0,7861.5,7162.0,5590.1,5542.7,4743.9,4416.4,4354.2,4319.5,3427.3,3307.6,2554.8,0.0,252.8,1071.6,3646.1,3857.1,4924.6,5437.6,6371.1,6723.4,6730.1,6820.9,6934.9,7222.9,6142.6,6903.3,7085.3,7592.3,7734.9,7644.4,7701.3,7532.9,7559.3,7606.2,7462.3,7455.0,7539.1,7415.9,7296.5,7252.5,7253.1,7435.6,7394.0,7400.1,7346.5,7309.8,7316.1,7280.8,7297.2,7312.9,7313.5,7337.3,7218.0,6949.9,6947.2,6975.3,6975.0,7501.4,7593.1,7759.4,7756.2,7695.5,7531.6,8401.1,7746.1,7324.1,7457.7,7516.8,7151.2,7166.0,4756.2,7551.1,7521.6,7560.2,7421.0,7421.0,7861.5,7162.0,5542.7,4743.9,4416.4,4354.2,3307.6,2554.8,252.8,3857.1,4924.6,5437.6,6371.1,6723.4,6730.1,6820.9,6934.9,7222.9,6142.6,6903.3,7085.3,7592.3,7734.9,7644.4,7701.3,7532.9,7559.3,7606.2,7462.3,7455.0,7539.1,7415.9,7296.5,7253.1,7394.0,7346.5,7309.8,7316.1,7280.8,7297.2,7312.9,7313.5,7218.0,6949.9,6947.2,6975.3,6975.0,7501.4,7593.1,7759.4,7756.2,7746.1,7324.1,7516.8,7151.2,7166.0,4756.2,7551.1,7521.6
188.0,7341.5,7782.0,7082.5,5510.5,5463.2,4664.4,4336.8,4274.7,4240.0,3347.7,3228.0,2475.2,252.8,0.0,992.0,3566.5,3777.6,4489.0,5002.1,5935.6,6287.8,6294.5,6385.3,6499.3,7350.3,6269.9,7030.6,7212.6,7719.6,7862.2,7771.7,7828.6,7660.2,7686.6,7733.5,7589.6,7582.3,7666.4,7543.2,7423.8,7379.8,7380.5,7562.9,7521.3,7527.4,7473.9,7437.1,7443.4,7408.1,7424.5,7440.2,7440.8,7464.6,7345.3,7077.2,7074.5,7102.6,7102.3,7628.7,7720.5,7886.7,7883.5,7822.8,7658.9,8528.4,7873.4,6887.8,7021.4,7080.4,6714.9,7293.3,4676.7,7471.5,7442.0,7480.6,7341.5,7341.5,7782.0,7082.5,5463.2,4664.4,4336.8,4274.7,3228.0,2475.2,0.0,3777.6,4489.0,5002.1,5935.6,6287.8,6294.5,6385.3,6499.3,7350.3,6269.9,7030.6,7212.6,7719.6,7862.2,7771.7,7828.6,7660.2,7686.6,7733.5,7589.6,7582.3,7666.4,7543.2,7423.8,7380.5,7521.3,7473.9,7437.1,7443.4,7408.1,7424.5,7440.2,7440.8,7345.3,7077.2,7074.5,7102.6,7102.3,7628.7,7720.5,7886.7,7883.5,7873.4,6887.8,7080.4,6714.9,7293.3,4676.7,7471.5,7442.0
123.0,6538.3,6978.8,6279.3,4707.3,4660.0,3861.2,3533.6,3471.5,3436.7,2544.5,2424.8,1672.0,2671.9,2592.4,0.0,2763.3,2974.3,3685.8,4198.8,5132.3,5484.6,5491.3,5582.1,5696.1,5919.7,5453.2,5600.1,5781.7,6738.3,6943.9,6789.9,7060.5,7142.7,7281.9,7384.5,7760.1,7752.9,7837.0,7713.8,7594.3,7550.3,7551.0,7733.4,7691.9,7697.9,7644.4,7607.6,7614.0,7578.6,7595.0,7610.7,7611.4,7635.1,7515.9,7247.7,7245.1,7273.1,7272.8,7111.1,7168.6,7280.8,7277.6,7065.7,6677.9,7096.7,6442.6,6084.6,6218.2,6277.2,5911.7,5930.6,3873.4,6668.3,6638.8,6677.4,6538.3,6538.3,6978.8,6279.3,4660.0,3861.2,3533.6,3471.5,2424.8,1672.0,2592.4,2974.3,3685.8,4198.8,5132.3,5484.6,5491.3,5582.1,5696.1,5919.7,5453.2,5600.1,5781.7,6738.3,6943.9,6789.9,7060.5,7142.7,7281.9,7384.5,7760.1,7752.9,7837.0,7713.8,7594.3,7551.0,7691.9,7644.4,7607.6,7614.0,7578.6,7595.0,7610.7,7611.4,7515.9,7247.7,7245.1,7273.1,7272.8,7111.1,7168.6,7280.8,7277.6,6442.6,6084.6,6277.2,5911.7,5930.6,3873.4,6668.3,6638.8
190.0,5127.2,5567.7,4868.2,3296.2,3248.9,2450.1,2122.6,2060.4,2155.5,949.0,893.5,2493.0,3492.9,3413.4,3716.8,0.0,380.7,1308.6,1821.6,2755.1,3107.4,3114.1,3204.8,3318.8,3542.4,3359.0,3222.8,3404.5,4361.0,4566.7,4412.7,4683.2,4765.4,5339.9,5386.9,5242.9,5235.7,5319.8,5196.6,5077.1,5033.1,5033.8,5216.2,5174.7,5180.7,5127.2,5090.4,5096.8,5061.4,5077.8,5093.5,5094.2,5117.9,4998.7,4730.5,4727.9,4755.9,4755.6,4733.9,5373.8,4903.5,4900.3,4688.5,4300.6,4719.4,4065.3,3707.4,3840.9,3900.0,3534.4,3553.3,2462.4,5257.2,5227.8,5266.4,5127.2,5127.2,5567.7,4868.2,3248.9,2450.1,2122.6,2060.4,893.5,2493.0,3413.4,380.7,1308.6,1821.6,2755.1,3107.4,3114.1,3204.8,3318.8,3542.4,3359.0,3222.8,3404.5,4361.0,4566.7,4412.7,4683.2,4765.4,5339.9,5386.9,5242.9,5235.7,5319.8,5196.6,5077.1,5033.8,5174.7,5127.2,5090.4,5096.8,5061.4,5077.8,5093.5,5094.2,4998.7,4730.5,4727.9,4755.9,4755.6,4733.9,5373.8,4903.5,4900.3,4065.3,3707.4,3900.0,3534.4,3553.3,2462.4,5257.2,5227.8
181.0,5325.4,5765.9,5066.4,3494.5,3447.1,2648.3,2320.8,2258.6,2353.7,1147.3,1091.7,2691.2,3691.2,3611.6,3915.0,333.3,0.0,1311.5,1824.5,2758.0,3110.3,3116.9,3207.7,3321.7,3545.3,3080.5,3225.7,3407.4,4363.9,5237.1,4415.6,5203.5,5035.1,5061.5,5108.4,4964.5,4957.2,5041.3,4918.1,4798.7,4754.7,4755.3,4937.8,4896.2,4902.3,4848.7,4812.0,4818.3,4783.0,4799.3,4815.1,4815.7,4839.5,4720.2,4452.1,4449.4,4477.5,4477.2,5003.6,5095.3,5261.6,5258.4,4691.3,4481.8,4722.3,4068.2,3732.8,3866.4,3925.4,3559.9,3578.8,2660.6,5455.5,5426.0,5464.6,5325.4,5325.4,5765.9,5066.4,3447.1,2648.3,2320.8,2258.6,1091.7,2691.2,3611.6,0.0,1311.5,1824.5,2758.0,3110.3,3116.9,3207.7,3321.7,3545.3,3080.5,3225.7,3407.4,4363.9,5237.1,4415.6,5203.5,5035.1,5061.5,5108.4,4964.5,4957.2,5041.3,4918.1,4798.7,4755.3,4896.2,4848.7,4812.0,4818.3,4783.0,4799.3,4815.1,4815.7,4720.2,4452.1,4449.4,4477.5,4477.2,5003.6,5095.3,5261.6,5258.4,4068.2,3732.8,3925.4,3559.9,3578.8,2660.6,5455.5,5426.0
108.0,6085.1,6525.6,5826.1,4371.2,4297.1,3380.2,3109.0,3587.6,2929.3,2055.4,1999.9,3599.4,4599.3,4519.8,4823.2,1385.2,1466.7,0.0,513.0,1446.5,1798.8,1805.5,1896.2,2010.3,2233.9,1767.4,1914.2,2095.9,3052.5,3258.1,3104.1,3374.7,3456.9,3596.1,3698.7,4541.5,4534.2,3767.5,3752.2,4375.7,4331.7,4332.3,4514.8,4473.2,4479.3,4425.7,4389.0,4395.3,4360.0,4376.3,4392.1,4392.7,4416.5,3747.0,3216.4,3213.8,3147.8,3215.5,3425.3,3482.8,3595.0,3591.7,3379.9,2992.1,3410.9,2756.8,2397.5,2531.1,2486.9,2225.7,2311.1,3240.3,6215.2,6185.7,6224.3,6085.1,6085.1,6525.6,5826.1,4297.1,3380.2,3109.0,3587.6,1999.9,3599.4,4519.8,1466.7,0.0,513.0,1446.5,1798.8,1805.5,1896.2,2010.3,2233.9,1767.4,1914.2,2095.9,3052.5,3258.1,3104.1,3374.7,3456.9,3596.1,3698.7,4541.5,4534.2,3767.5,3752.2,4375.7,4332.3,4473.2,4425.7,4389.0,4395.3,4360.0,4376.3,4392.1,4392.7,3747.0,3216.4,3213.8,3147.8,3215.5,3425.3,3482.8,3595.0,3591.7,2756.8,2397.5,2486.9,2225.7,2311.1,3240.3,6215.2,6185.7
162.0,6266.3,6706.8,6007.3,4552.4,4599.5,3561.4,3634.4,3768.8,3110.8,2463.4,2407.9,4007.4,5007.3,4927.8,5231.2,1793.2,1874.7,688.5,0.0,933.5,1285.8,1292.5,1383.2,1497.2,1720.8,1254.4,1401.2,1582.9,2539.4,2745.1,2591.1,2861.6,2943.8,3083.1,3185.7,3331.9,3340.9,3254.5,3239.2,3266.0,3309.8,3309.2,3358.3,3399.8,3395.9,3500.8,3464.0,3344.5,3309.1,3325.5,3249.7,3249.0,3365.6,3234.0,2703.4,2700.8,2634.8,2702.4,2912.3,2969.8,3081.9,3078.7,2866.9,2478.7,2897.8,2243.7,1884.5,2018.1,1973.9,1713.2,1798.1,3421.5,6396.3,6366.9,6405.5,6266.3,6266.3,6706.8,6007.3,4599.5,3561.4,3634.4,3768.8,2407.9,4007.4,4927.8,1874.7,688.5,0.0,933.5,1285.8,1292.5,1383.2,1497.2,1720.8,1254.4,1401.2,1582.9,2539.4,2745.1,2591.1,2861.6,2943.8,3083.1,3185.7,3331.9,3340.9,3254.5,3239.2,3266.0,3309.2,3399.8,3500.8,3464.0,3344.5,3309.1,3325.5,3249.7,3249.0,3234.0,2703.4,2700.8,2634.8,2702.4,2912.3,2969.8,3081.9,3078.7,2243.7,1884.5,1973.9,1713.2,1798.1,3421.5,6396.3,6366.9
97.0,6722.7,7163.2,6463.7,5008.8,5055.9,4017.8,4090.8,4225.2,3567.2,3358.4,3302.8,4902.4,5902.3,5822.7,6126.1,2688.2,2769.7,1583.4,1122.9,0.0,352.3,359.0,449.7,563.7,787.8,757.0,902.2,1083.9,2040.4,2246.1,2092.1,2362.6,2444.8,2584.1,2686.6,2832.9,2841.9,2755.4,2740.2,2767.0,2810.7,2810.2,2859.2,2900.8,2896.9,3003.5,2966.7,2845.5,2810.1,2826.5,2750.7,2750.0,2866.6,2735.0,2204.4,2201.7,2135.8,2203.4,2413.3,2470.8,2582.9,2579.7,2367.8,1980.6,2398.8,1744.7,951.0,1084.6,1143.6,1241.3,1789.3,3877.9,6852.7,6823.3,6861.9,6722.7,6722.7,7163.2,6463.7,5055.9,4017.8,4090.8,4225.2,3302.8,4902.4,5822.7,2769.7,1583.4,1122.9,0.0,352.3,359.0,449.7,563.7,787.8,757.0,902.2,1083.9,2040.4,2246.1,2092.1,2362.6,2444.8,2584.1,2686.6,2832.9,2841.9,2755.4,2740.2,2767.0,2810.2,2900.8,3003.5,2966.7,2845.5,2810.1,2826.5,2750.7,2750.0,2735.0,2204.4,2201.7,2135.8,2203.4,2413.3,2470.8,2582.9,2579.7,1744.7,951.0,1143.6,1241.3,1789.3,3877.9,6852.7,6823.3
41.0,6404.0,6844.5,6145.0,4690.1,4737.2,3699.0,3772.1,3906.5,3248.4,3709.6,3654.0,5253.6,6253.5,6173.9,6477.3,3039.4,3120.9,1934.6,1474.1,351.2,0.0,6.7,131.0,245.0,568.5,1108.2,1253.4,1435.1,2391.6,2597.3,2443.3,2713.8,2796.0,2935.2,3037.8,3184.1,3193.1,3106.6,3091.4,3118.2,3161.9,3161.4,3210.4,3252.0,3248.1,3354.6,3317.9,3196.7,3161.3,3177.7,3101.9,3101.2,3217.8,3086.1,2555.6,2552.9,2487.0,2554.6,2764.5,2822.0,2934.1,2930.9,2719.0,2331.8,2750.0,1090.8,632.2,765.8,824.9,922.5,1470.6,3559.2,6534.0,6504.6,6543.1,6404.0,6404.0,6844.5,6145.0,4737.2,3699.0,3772.1,3906.5,3654.0,5253.6,6173.9,3120.9,1934.6,1474.1,351.2,0.0,6.7,131.0,245.0,568.5,1108.2,1253.4,1435.1,2391.6,2597.3,2443.3,2713.8,2796.0,2935.2,3037.8,3184.1,3193.1,3106.6,3091.4,3118.2,3161.4,3252.0,3354.6,3317.9,3196.7,3161.3,3177.7,3101.9,3101.2,3086.1,2555.6,2552.9,2487.0,2554.6,2764.5,2822.0,2934.1,2930.9,1090.8,632.2,824.9,922.5,1470.6,3559.2,6534.0,6504.6
3.0,6410.6,6851.2,6151.6,4696.8,4743.8,3705.7,3778.8,3913.2,3255.1,3716.2,3660.7,5260.2,6260.2,6180.6,6484.0,3046.1,3127.6,1941.3,1480.8,357.9,6.7,0.0,137.7,251.7,575.2,1114.9,1260.1,1441.7,2398.3,2604.0,2450.0,2720.5,2802.7,2941.9,3044.5,3190.7,3199.7,3113.3,3098.0,3124.8,3168.6,3168.1,3217.1,3258.7,3254.8,3361.3,3324.6,3203.3,3168.0,3184.4,3108.5,3107.9,3224.5,3092.8,2562.3,2559.6,2493.6,2561.3,2771.1,2828.6,2940.8,2937.6,2725.7,2338.5,2756.7,1097.5,638.9,772.5,831.5,929.2,1477.3,3565.9,6540.7,6511.2,6549.8,6410.6,6410.6,6851.2,6151.6,4743.8,3705.7,3778.8,3913.2,3660.7,5260.2,6180.6,3127.6,1941.3,1480.8,357.9,6.7,0.0,137.7,251.7,575.2,1114.9,1260.1,1441.7,2398.3,2604.0,2450.0,2720.5,2802.7,2941.9,3044.5,3190.7,3199.7,3113.3,3098.0,3124.8,3168.1,3258.7,3361.3,3324.6,3203.3,3168.0,3184.4,3108.5,3107.9,3092.8,2562.3,2559.6,2493.6,2561.3,2771.1,2828.6,2940.8,2937.6,1097.5,638.9,831.5,929.2,1477.3,3565.9,6540.7,6511.2
42.0,6301.1,6741.7,6042.1,4587.3,4634.3,3596.2,3669.3,3803.7,3145.6,3807.0,3751.5,5351.0,6350.9,6271.4,6574.8,3136.8,3218.3,2320.6,2139.1,448.6,131.0,137.7,0.0,142.2,466.9,1205.6,1350.8,1532.5,2489.1,2694.7,2540.7,2811.2,2893.4,3032.7,3135.3,3281.5,3290.5,3204.1,3188.8,3215.6,3259.4,3258.8,3307.9,3349.4,3345.5,3452.1,3415.3,3294.1,3258.7,3275.1,3199.3,3198.6,3315.2,3183.6,2653.0,2650.4,2584.4,2652.1,2861.9,2919.4,3031.6,3028.3,2816.5,2429.2,1944.8,989.3,529.4,663.0,722.0,819.7,1367.8,3456.4,6431.2,6401.7,6440.3,6301.1,6301.1,6741.7,6042.1,4634.3,3596.2,3669.3,3803.7,3751.5,5351.0,6271.4,3218.3,2320.6,2139.1,448.6,131.0,137.7,0.0,142.2,466.9,1205.6,1350.8,1532.5,2489.1,2694.7,2540.7,2811.2,2893.4,3032.7,3135.3,3281.5,3290.5,3204.1,3188.8,3215.6,3258.8,3349.4,3452.1,3415.3,3294.1,3258.7,3275.1,3199.3,3198.6,3183.6,2653.0,2650.4,2584.4,2652.1,2861.9,2919.4,3031.6,3028.3,989.3,529.4,722.0,819.7,1367.8,3456.4,6431.2,6401.7
98.0,6216.6,6657.1,5957.6,4502.7,4549.8,3511.6,3584.7,3719.1,3104.9,3868.8,3813.3,5412.8,6412.7,7010.3,6636.6,3198.7,3280.2,2279.9,2098.4,562.7,245.0,251.7,142.2,0.0,241.9,1497.8,1464.9,1646.5,2603.1,2808.7,2834.1,3104.7,3007.5,3146.7,3249.3,3395.5,3404.5,3318.1,3302.8,3329.6,3650.1,3650.8,3421.9,3791.7,3797.7,3744.2,3707.4,3408.1,3678.4,3694.8,3710.5,3711.2,3734.9,3297.6,2943.0,2940.4,2698.4,2766.1,2975.9,3033.4,3145.6,3142.4,2930.5,2721.3,1857.3,1002.7,442.0,575.6,634.6,674.4,1280.3,3371.8,6346.6,6317.2,6355.7,6216.6,6216.6,6657.1,5957.6,4549.8,3511.6,3584.7,3719.1,3813.3,5412.8,7010.3,3280.2,2279.9,2098.4,562.7,245.0,251.7,142.2,0.0,241.9,1497.8,1464.9,1646.5,2603.1,2808.7,2834.1,3104.7,3007.5,3146.7,3249.3,3395.5,3404.5,3318.1,3302.8,3329.6,3650.8,3791.7,3744.2,3707.4,3408.1,3678.4,3694.8,3710.5,3711.2,3297.6,2943.0,2940.4,2698.4,2766.1,2975.9,3033.4,3145.6,3142.4,1002.7,442.0,634.6,674.4,1280.3,3371.8,6346.6,6317.2
44.0,6536.9,6977.4,6277.9,4823.0,4870.1,3831.9,3905.0,4039.4,3381.3,4145.2,4089.7,5689.2,6689.1,7286.7,6913.0,3475.1,3556.6,2556.3,2374.8,784.2,466.6,473.3,363.8,241.9,0.0,1079.6,1426.8,1608.5,2565.1,2770.7,2718.4,2989.0,3071.9,3108.7,3211.3,3445.0,3437.8,3280.1,3264.8,3291.6,3235.3,3235.9,3383.9,3376.8,3382.9,3329.3,3292.6,3370.1,3263.6,3279.9,3295.7,3296.3,3320.1,3259.6,2527.2,2524.5,2660.4,2728.1,2937.9,2995.4,3107.6,3104.3,2892.5,2303.7,1615.0,860.7,663.9,797.7,854.6,951.4,1501.1,3692.1,6666.9,6637.5,6676.0,6536.9,6536.9,6977.4,6277.9,4870.1,3831.9,3905.0,4039.4,4089.7,5689.2,7286.7,3556.6,2556.3,2374.8,784.2,466.6,473.3,363.8,241.9,0.0,1079.6,1426.8,1608.5,2565.1,2770.7,2718.4,2989.0,3071.9,3108.7,3211.3,3445.0,3437.8,3280.1,3264.8,3291.6,3235.9,3376.8,3329.3,3292.6,3370.1,3263.6,3279.9,3295.7,3296.3,3259.6,2527.2,2524.5,2660.4,2728.1,2937.9,2995.4,3107.6,3104.3,860.7,663.9,854.6,951.4,1501.1,3692.1,6666.9,6637.5
94.0,7812.1,8252.6,7553.1,5981.1,5933.8,4521.3,4807.5,4728.7,4331.1,3633.9,3578.4,5177.9,6143.3,6270.6,6401.7,2963.7,3045.2,1859.0,1444.8,756.1,1108.4,1115.0,1205.8,1319.8,1080.3,0.0,760.7,942.4,1450.4,1656.0,1502.5,1773.0,1856.0,2459.2,1933.2,2362.2,2354.9,2439.0,2315.8,2196.4,2152.4,2153.0,2335.5,2293.9,2300.0,2246.4,2209.7,2216.0,2180.7,2197.0,2212.8,2213.4,2237.2,2117.9,1450.5,1447.8,1379.4,1447.1,1658.7,1716.2,1993.9,1990.7,1778.4,1389.7,2257.3,1603.2,1707.0,1840.6,1899.7,1995.9,2545.7,4635.4,7942.1,7912.7,7951.2,7812.1,7812.1,8252.6,7553.1,5933.8,4521.3,4807.5,4728.7,3578.4,5177.9,6270.6,3045.2,1859.0,1444.8,756.1,1108.4,1115.0,1205.8,1319.8,1080.3,0.0,760.7,942.4,1450.4,1656.0,1502.5,1773.0,1856.0,2459.2,1933.2,2362.2,2354.9,2439.0,2315.8,2196.4,2153.0,2293.9,2246.4,2209.7,2216.0,2180.7,2197.0,2212.8,2213.4,2117.9,1450.5,1447.8,1379.4,1447.1,1658.7,1716.2,1993.9,1990.7,1603.2,1707.0,1899.7,1995.9,2545.7,4635.4,7942.1,7912.7
90.0,7726.2,8166.7,7467.2,6012.3,6059.4,5021.3,5094.3,5228.7,4570.6,3923.7,3868.2,5467.7,7001.7,7129.0,6691.5,3253.5,3335.0,2148.8,1733.6,999.5,1655.9,1662.6,1553.1,1567.2,1325.3,859.4,0.0,258.5,1215.0,1420.7,1266.7,1537.2,1619.4,1758.6,1861.2,2007.5,2016.5,1930.0,1914.8,1941.6,1985.3,1984.8,2033.8,2075.4,2071.5,2179.1,2142.4,2020.1,1984.7,2001.1,1925.3,1924.6,2041.2,1909.5,1379.0,1376.3,1310.4,1378.0,1587.9,1645.4,1757.5,1754.3,1542.4,1154.3,1573.4,919.3,1952.3,2085.9,2143.2,2244.8,2792.6,4881.4,7856.2,7826.8,7865.4,7726.2,7726.2,8166.7,7467.2,6059.4,5021.3,5094.3,5228.7,3868.2,5467.7,7129.0,3335.0,2148.8,1733.6,999.5,1655.9,1662.6,1553.1,1567.2,1325.3,859.4,0.0,258.5,1215.0,1420.7,1266.7,1537.2,1619.4,1758.6,1861.2,2007.5,2016.5,1930.0,1914.8,1941.6,1984.8,2075.4,2179.1,2142.4,2020.1,1984.7,2001.1,1925.3,1924.6,1909.5,1379.0,1376.3,1310.4,1378.0,1587.9,1645.4,1757.5,1754.3,919.3,1952.3,2143.2,2244.8,2792.6,4881.4,7856.2,7826.8
82.0,8139.1,8579.6,7880.1,6308.1,6260.8,4848.3,5134.4,5055.7,4658.1,3960.9,3905.3,5504.9,6504.8,7166.2,6728.6,3290.7,3372.2,2185.9,1770.8,1083.0,1435.3,1442.0,1532.8,1646.8,1409.7,896.5,390.7,0.0,1067.8,1273.5,1303.5,1574.0,1472.2,1611.5,1714.1,2332.0,1869.3,1782.9,1767.6,1794.4,2122.2,2122.9,1886.7,2263.8,2269.8,2216.3,2179.6,1872.9,2150.5,2166.9,2182.6,2183.3,2207.0,1762.4,1414.2,1411.5,1163.2,1230.8,1440.7,1498.2,1610.3,1607.1,1395.3,1190.7,1426.2,1003.8,2036.8,2167.6,2227.6,2329.2,2872.7,4962.4,8269.1,8239.6,8278.2,8139.1,8139.1,8579.6,7880.1,6260.8,4848.3,5134.4,5055.7,3905.3,5504.9,7166.2,3372.2,2185.9,1770.8,1083.0,1435.3,1442.0,1532.8,1646.8,1409.7,896.5,390.7,0.0,1067.8,1273.5,1303.5,1574.0,1472.2,1611.5,1714.1,2332.0,1869.3,1782.9,1767.6,1794.4,2122.9,2263.8,2216.3,2179.6,1872.9,2150.5,2166.9,2182.6,2183.3,1762.4,1414.2,1411.5,1163.2,1230.8,1440.7,1498.2,1610.3,1607.1,1003.8,2036.8,2227.6,2329.2,2872.7,4962.4,8269.1,8239.6
76.0,9096.4,9536.9,8837.4,7265.5,7218.2,5805.6,6091.8,6013.1,5615.5,4918.3,4862.7,6462.3,7592.3,7719.6,7686.0,4248.1,4329.6,3143.3,2728.2,2040.4,2392.7,2399.4,2490.1,2604.1,2363.3,1449.7,1348.0,1022.2,0.0,43.4,235.9,406.9,489.3,726.5,732.2,932.0,883.7,800.2,784.9,811.7,855.5,855.0,903.8,945.3,938.8,1025.3,1029.1,890.0,827.2,810.8,795.1,794.4,795.4,779.4,543.6,586.4,644.0,711.7,457.7,515.2,725.8,722.6,661.6,123.1,1222.6,1961.7,2994.7,3125.0,3185.6,3282.8,3830.0,5919.8,9226.5,9197.0,9235.6,9096.4,9096.4,9536.9,8837.4,7218.2,5805.6,6091.8,6013.1,4862.7,6462.3,7719.6,4329.6,3143.3,2728.2,2040.4,2392.7,2399.4,2490.1,2604.1,2363.3,1449.7,1348.0,1022.2,0.0,43.4,235.9,406.9,489.3,726.5,732.2,932.0,883.7,800.2,784.9,811.7,855.0,945.3,1025.3,1029.1,890.0,827.2,810.8,795.1,794.4,779.4,543.6,586.4,644.0,711.7,457.7,515.2,725.8,722.6,1961.7,2994.7,3185.6,3282.8,3830.0,5919.8,9226.5,9197.0
169.0,8864.7,9305.2,8605.7,7150.8,7197.9,6159.7,6188.5,6367.2,5709.1,5015.0,4959.4,6559.0,7693.7,7821.0,7782.8,4344.8,4426.3,3240.1,2824.9,2137.2,2794.4,2801.1,2586.9,2705.7,2463.8,1551.1,1444.8,1118.9,43.4,0.0,106.5,377.0,460.0,598.6,932.6,847.4,856.8,1000.5,985.2,781.5,825.3,824.7,873.8,915.4,911.9,998.4,1002.1,860.0,798.5,782.1,766.4,765.7,766.7,750.7,743.9,907.0,841.1,908.7,658.0,715.5,597.9,594.7,382.4,161.6,1323.1,2057.8,3090.8,3226.5,3281.7,3383.3,3931.1,6019.9,8994.7,8965.3,9003.8,8864.7,8864.7,9305.2,8605.7,7197.9,6159.7,6188.5,6367.2,4959.4,6559.0,7821.0,4426.3,3240.1,2824.9,2137.2,2794.4,2801.1,2586.9,2705.7,2463.8,1551.1,1444.8,1118.9,43.4,0.0,106.5,377.0,460.0,598.6,932.6,847.4,856.8,1000.5,985.2,781.5,824.7,915.4,998.4,1002.1,860.0,798.5,782.1,766.4,765.7,750.7,743.9,907.0,841.1,908.7,658.0,715.5,597.9,594.7,2057.8,3090.8,3281.7,3383.3,3931.1,6019.9,8994.7,8965.3
