0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
5816.5,3065.4,3169.1,3120.7,3115.4,3131.7,3145.4,2087.4,1406.2,417.3,0.0,671.5,1074.7,1222.4,1228.0,1367.4,1465.0,1488.5,1485.3,1734.3,2233.0,1812.5,1783.5,1940.2,2297.3,2979.0,2407.2,2492.6,2800.6,2910.6,3062.9,3563.5,3044.5,3181.2,3238.1,3238.1,3119.5,3320.8,3591.4,3674.3,4090.3,4192.8,4626.5,4619.2,4261.6,4246.4,4460.7,4416.7,4417.3,4365.4,4558.2,4564.3,4510.7,4474.0,4351.7,4445.0,4461.4,4477.1,4477.7,4501.5,3965.0,3708.6,3705.9,3642.0,3709.6,3919.5,3977.0,4089.1,4085.9,3874.0,3752.3,3546.6,3485.2,2494.2,1639.6,848.5,779.8,633.6,894.1,880.3,2971.8,4102.6,5946.6,5917.1,5955.7,3065.4,3169.1,3115.4,3131.7,0.0,671.5,1074.7,1222.4,1367.4,1465.0,1488.5,2233.0,1812.5,1783.5,2297.3,2979.0,2492.6,2800.6,3062.9,3563.5,3181.2,3238.1,3238.1,3119.5,3320.8,3591.4,3674.3,4090.3,4192.8,4626.5,4619.2,4261.6,4246.4,4460.7,4416.7,4365.4,4564.3,4474.0,4351.7,4445.0,4461.4,4477.1,4477.7,4501.5,3708.6,3705.9,3642.0,3709.6,3919.5,3977.0,4089.1,4085.9,3874.0,3752.3,3546.6,848.5,779.8,894.1,880.3,2971.8,4102.6,5946.6,5917.1,5955.7
5912.9,3161.8,3265.5,3217.1,3211.8,3734.3,3753.3,2588.4,2123.7,1134.8,672.2,0.0,403.2,759.3,764.8,808.6,841.1,1066.0,1022.2,1271.2,1961.3,2120.6,1320.3,1477.0,2062.3,2285.3,1944.1,2029.5,2337.4,2447.5,2599.8,3889.9,2627.5,2764.3,2821.2,2821.2,2702.5,2904.2,3174.7,3257.7,3396.5,3499.1,3932.7,3925.5,3567.9,3552.6,3767.0,3723.0,3723.6,3671.7,3864.5,3870.6,3817.0,3780.3,3657.9,3751.2,3767.6,3783.3,3784.0,3807.7,3547.4,3014.9,3012.2,2948.2,3015.9,3225.7,3283.2,3395.4,3392.2,3180.3,3058.6,2852.9,2791.4,1800.5,945.9,945.6,876.2,731.9,992.8,976.7,3068.1,4199.0,6043.0,6013.5,6052.1,3161.8,3265.5,3211.8,3734.3,672.2,0.0,403.2,759.3,808.6,841.1,1066.0,1961.3,2120.6,1320.3,2062.3,2285.3,2029.5,2337.4,2599.8,3889.9,2764.3,2821.2,2821.2,2702.5,2904.2,3174.7,3257.7,3396.5,3499.1,3932.7,3925.5,3567.9,3552.6,3767.0,3723.0,3671.7,3870.6,3780.3,3657.9,3751.2,3767.6,3783.3,3784.0,3807.7,3014.9,3012.2,2948.2,3015.9,3225.7,3283.2,3395.4,3392.2,3180.3,3058.6,2852.9,945.6,876.2,992.8,976.7,3068.1,4199.0,6043.0,6013.5,6052.1
6315.8,3564.7,3668.5,3620.1,3614.7,3929.1,4091.4,2884.9,2114.4,1125.5,1396.3,402.9,0.0,327.2,263.9,406.5,439.0,663.3,521.2,770.2,1156.9,1316.2,819.4,976.1,1660.4,1883.4,1443.1,1528.5,1836.5,1946.5,2098.8,3485.5,2225.6,2362.4,2419.3,2419.3,2300.6,2502.0,2772.5,2855.5,2992.1,3094.7,3240.9,3249.9,3163.5,3148.2,3175.0,3696.2,3696.9,3267.3,3837.7,3843.8,3790.3,3753.5,3253.5,3724.5,3740.9,3756.6,3757.3,3781.0,3143.0,2988.1,2985.5,2543.8,2611.5,2821.3,2878.8,2991.0,2987.8,2775.9,2654.2,2448.5,2764.7,1398.6,919.1,1349.4,1279.1,1137.7,1397.1,1379.6,3471.1,4602.0,6445.9,6416.4,6455.0,3564.7,3668.5,3614.7,3929.1,1396.3,402.9,0.0,327.2,406.5,439.0,663.3,1156.9,1316.2,819.4,1660.4,1883.4,1528.5,1836.5,2098.8,3485.5,2362.4,2419.3,2419.3,2300.6,2502.0,2772.5,2855.5,2992.1,3094.7,3240.9,3249.9,3163.5,3148.2,3175.0,3696.2,3267.3,3843.8,3753.5,3253.5,3724.5,3740.9,3756.6,3757.3,3781.0,2988.1,2985.5,2543.8,2611.5,2821.3,2878.8,2991.0,2987.8,2775.9,2654.2,2448.5,1349.4,1279.1,1397.1,1379.6,3471.1,4602.0,6445.9,6416.4,6455.0
7021.7,4270.6,4177.2,4098.3,4092.9,4036.7,4199.0,2992.5,2222.0,1233.1,1503.9,626.5,223.6,0.0,112.8,210.6,243.1,466.5,301.5,550.5,958.1,1117.4,599.6,756.3,1113.4,1683.5,1223.4,1308.7,1616.7,1726.8,1879.0,2379.7,1860.6,1997.4,2054.3,2054.3,1935.6,2137.0,2407.5,2490.5,2793.9,2896.5,3042.7,3051.7,2965.3,2950.0,2976.8,3159.6,3160.3,3069.1,3110.6,3307.2,3253.7,3216.9,3055.3,3187.9,3204.3,2796.9,2796.2,3244.4,2781.2,2414.0,2411.4,2345.6,2413.2,2623.1,2680.6,2792.8,2789.5,2577.7,2455.9,2250.2,2192.4,1198.7,1044.6,1474.9,1405.6,1259.4,1518.7,2085.5,4177.0,5307.9,7151.8,7122.3,7160.9,4270.6,4177.2,4092.9,4036.7,1503.9,626.5,223.6,0.0,210.6,243.1,466.5,958.1,1117.4,599.6,1113.4,1683.5,1308.7,1616.7,1879.0,2379.7,1997.4,2054.3,2054.3,1935.6,2137.0,2407.5,2490.5,2793.9,2896.5,3042.7,3051.7,2965.3,2950.0,2976.8,3159.6,3069.1,3307.2,3216.9,3055.3,3187.9,3204.3,2796.9,2796.2,3244.4,2414.0,2411.4,2345.6,2413.2,2623.1,2680.6,2792.8,2789.5,2577.7,2455.9,2250.2,1474.9,1405.6,1518.7,2085.5,4177.0,5307.9,7151.8,7122.3,7160.9
7027.2,4276.1,4182.7,4103.8,4098.4,4042.3,4204.5,2998.0,2227.6,1238.6,1509.4,632.0,229.1,112.8,0.0,139.4,237.0,260.6,257.3,506.3,887.0,584.5,555.5,712.2,1069.3,1474.3,1179.3,1264.6,1572.6,1682.7,1834.9,2335.5,1816.5,1953.2,2010.2,2010.2,1891.5,2092.9,2363.4,2446.4,2583.6,2686.2,2832.4,2837.7,2755.0,2739.7,2766.5,2810.3,2809.7,2858.8,2900.4,2892.7,3182.6,3145.9,2845.0,2809.7,2768.5,2752.8,2752.1,2753.1,2737.1,2343.0,2340.3,2274.5,2342.2,2414.8,2513.5,2581.9,2578.7,2367.4,2384.8,2179.2,2121.3,1062.6,1280.3,1710.6,1844.2,1364.3,2107.1,2091.0,4182.5,5313.4,7157.3,7127.8,7166.4,4276.1,4182.7,4098.4,4042.3,1509.4,632.0,229.1,112.8,139.4,237.0,260.6,887.0,584.5,555.5,1069.3,1474.3,1264.6,1572.6,1834.9,2335.5,1953.2,2010.2,2010.2,1891.5,2092.9,2363.4,2446.4,2583.6,2686.2,2832.4,2837.7,2755.0,2739.7,2766.5,2810.3,2858.8,2892.7,3145.9,2845.0,2809.7,2768.5,2752.8,2752.1,2753.1,2343.0,2340.3,2274.5,2342.2,2414.8,2513.5,2581.9,2578.7,2367.4,2384.8,2179.2,1710.6,1844.2,2107.1,2091.0,4182.5,5313.4,7157.3,7127.8,7166.4
6922.2,4171.0,4322.2,4243.2,4237.8,4181.7,4344.0,3137.4,2367.0,1378.1,1648.8,771.5,368.5,252.2,139.4,0.0,32.5,134.9,161.5,410.5,810.3,969.6,459.7,616.4,973.5,1535.7,1083.4,1168.8,1476.8,1586.8,1739.1,2239.7,1720.7,1857.4,1914.3,1914.3,1795.6,1997.0,2267.5,2350.5,2646.1,2748.7,2894.9,2903.9,2817.5,2802.2,2829.0,3011.9,3012.6,2921.3,2962.9,3159.5,3105.9,3069.2,2907.5,3040.2,3056.6,2656.9,2656.3,3096.7,2641.2,2266.3,2263.6,2197.8,2265.5,2475.3,2532.8,2645.0,2641.8,2429.9,2308.1,2102.5,2044.6,1050.9,1124.0,1553.2,1482.9,1340.1,1599.5,1985.9,4077.4,5208.3,7052.2,7022.8,7061.3,4171.0,4322.2,4237.8,4181.7,1648.8,771.5,368.5,252.2,0.0,32.5,134.9,810.3,969.6,459.7,973.5,1535.7,1168.8,1476.8,1739.1,2239.7,1857.4,1914.3,1914.3,1795.6,1997.0,2267.5,2350.5,2646.1,2748.7,2894.9,2903.9,2817.5,2802.2,2829.0,3011.9,2921.3,3159.5,3069.2,2907.5,3040.2,3056.6,2656.9,2656.3,3096.7,2266.3,2263.6,2197.8,2265.5,2475.3,2532.8,2645.0,2641.8,2429.9,2308.1,2102.5,1553.2,1482.9,1599.5,1985.9,4077.4,5208.3,7052.2,7022.8,7061.3
6954.7,4203.5,4419.8,4340.8,4335.5,4279.3,4441.6,3235.0,2464.6,1475.7,1746.4,869.1,466.1,349.8,237.0,32.5,0.0,132.2,129.0,378.0,842.8,456.1,427.1,583.9,941.0,1345.9,1050.9,1136.3,1444.3,1554.3,1706.6,2207.2,1688.2,1824.9,1881.8,1881.8,1763.1,1964.5,2235.0,2318.0,2455.3,2557.9,2704.1,2709.3,2626.7,2611.4,2638.2,2682.0,2681.4,2730.5,2772.0,2764.4,3138.5,3101.7,2716.7,2681.3,2640.1,2624.4,2623.8,2624.8,2608.7,2298.8,2296.1,2230.3,2298.0,2286.5,2385.1,2453.5,2450.3,2239.1,2340.6,2135.0,2077.1,934.2,1156.5,1585.7,1515.4,1372.6,1632.0,2018.4,4109.9,5240.8,7084.7,7055.3,7093.8,4203.5,4419.8,4335.5,4279.3,1746.4,869.1,466.1,349.8,32.5,0.0,132.2,842.8,456.1,427.1,941.0,1345.9,1136.3,1444.3,1706.6,2207.2,1824.9,1881.8,1881.8,1763.1,1964.5,2235.0,2318.0,2455.3,2557.9,2704.1,2709.3,2626.7,2611.4,2638.2,2682.0,2730.5,2764.4,3101.7,2716.7,2681.3,2640.1,2624.4,2623.8,2624.8,2298.8,2296.1,2230.3,2298.0,2286.5,2385.1,2453.5,2450.3,2239.1,2340.6,2135.0,1585.7,1515.4,1632.0,2018.4,4109.9,5240.8,7084.7,7055.3,7093.8
7287.8,4536.7,4443.3,4364.4,4359.0,4302.8,4465.1,3258.5,2488.1,1499.2,1770.0,892.6,489.7,373.3,260.6,164.7,132.2,0.0,152.5,401.5,635.2,794.5,450.7,607.4,964.5,1547.6,1074.4,1159.8,1467.8,1577.8,1730.1,2230.7,1711.7,1848.4,1905.4,1905.4,1786.7,1988.0,2258.6,2341.5,2658.0,2760.6,2906.8,2915.8,2829.4,2814.1,2840.9,3023.8,3024.4,2933.2,2974.8,3171.4,3117.8,3081.1,2919.4,3052.1,3068.4,2648.0,2647.3,3108.6,2632.2,2278.2,2275.5,2209.7,2277.4,2487.2,2544.7,2656.9,2653.7,2441.8,2320.0,2114.4,2056.5,877.8,1540.9,1565.1,1498.2,1352.0,1611.4,2351.6,4443.0,5573.9,7417.9,7388.4,7427.0,4536.7,4443.3,4359.0,4302.8,1770.0,892.6,489.7,373.3,164.7,132.2,0.0,635.2,794.5,450.7,964.5,1547.6,1159.8,1467.8,1730.1,2230.7,1848.4,1905.4,1905.4,1786.7,1988.0,2258.6,2341.5,2658.0,2760.6,2906.8,2915.8,2829.4,2814.1,2840.9,3023.8,2933.2,3171.4,3081.1,2919.4,3052.1,3068.4,2648.0,2647.3,3108.6,2278.2,2275.5,2209.7,2277.4,2487.2,2544.7,2656.9,2653.7,2441.8,2320.0,2114.4,1565.1,1498.2,1611.4,2351.6,4443.0,5573.9,7417.9,7388.4,7427.0
7544.0,4792.9,4896.7,4848.3,4842.9,4999.3,5161.6,3955.0,3184.6,2195.7,2303.0,1629.3,1226.6,1069.8,957.1,880.4,951.3,705.3,0.0,249.0,518.7,327.1,298.1,454.9,812.0,1216.9,921.9,1007.3,1315.3,1425.3,1577.6,2078.2,1559.2,1695.9,1752.8,1752.8,1634.1,1835.5,2106.0,2189.0,2326.3,2428.9,2575.1,2580.3,2497.6,2482.4,2509.2,2553.0,2552.4,2601.5,2643.0,2635.4,2721.9,2725.7,2587.7,2552.3,2511.1,2495.4,2494.8,2495.8,2479.7,2084.0,2248.9,2183.0,2250.6,2157.5,2256.1,2324.5,2321.3,2110.0,2062.5,1855.3,1796.4,805.2,1339.2,1769.5,1903.0,1962.1,2060.7,2607.8,4699.3,5830.2,7674.1,7644.6,7683.2,4792.9,4896.7,4842.9,4999.3,2303.0,1629.3,1226.6,1069.8,880.4,951.3,705.3,518.7,327.1,298.1,812.0,1216.9,1007.3,1315.3,1577.6,2078.2,1695.9,1752.8,1752.8,1634.1,1835.5,2106.0,2189.0,2326.3,2428.9,2575.1,2580.3,2497.6,2482.4,2509.2,2553.0,2601.5,2635.4,2725.7,2587.7,2552.3,2511.1,2495.4,2494.8,2495.8,2084.0,2248.9,2183.0,2250.6,2157.5,2256.1,2324.5,2321.3,2110.0,2062.5,1855.3,1769.5,1903.0,2060.7,2607.8,4699.3,5830.2,7674.1,7644.6,7683.2
7533.6,4782.4,4689.1,4610.1,4604.7,4548.6,4710.9,3504.3,2733.9,1745.0,2015.7,1138.4,735.4,619.1,506.3,410.5,378.0,401.5,510.4,0.0,269.7,101.9,49.1,205.9,563.0,967.9,672.9,758.3,1066.3,1176.3,1328.6,1829.2,1310.2,1446.9,1503.8,1503.8,1385.1,1586.5,1857.0,1940.0,2077.3,2179.9,2326.1,2331.3,2248.6,2233.4,2260.2,2304.0,2303.4,2352.5,2394.0,2386.4,2472.9,2476.7,2338.7,2303.3,2262.1,2246.4,2245.8,2246.8,2230.7,2250.0,2292.7,2347.4,2415.0,1908.5,2007.1,2075.5,2072.3,1861.1,1766.1,1791.2,1730.5,971.3,1786.7,2216.9,2350.5,1870.7,2613.5,2597.3,4688.8,5819.7,7663.6,7634.2,7672.7,4782.4,4689.1,4604.7,4548.6,2015.7,1138.4,735.4,619.1,410.5,378.0,401.5,269.7,101.9,49.1,563.0,967.9,758.3,1066.3,1328.6,1829.2,1446.9,1503.8,1503.8,1385.1,1586.5,1857.0,1940.0,2077.3,2179.9,2326.1,2331.3,2248.6,2233.4,2260.2,2304.0,2352.5,2386.4,2476.7,2338.7,2303.3,2262.1,2246.4,2245.8,2246.8,2250.0,2292.7,2347.4,2415.0,1908.5,2007.1,2075.5,2072.3,1861.1,1766.1,1791.2,2216.9,2350.5,2613.5,2597.3,4688.8,5819.7,7663.6,7634.2,7672.7
7744.3,4993.2,4899.8,4820.8,4815.5,4759.3,4921.6,3715.0,2944.6,1955.7,2226.4,1349.1,946.2,829.8,717.1,621.2,588.7,612.3,721.2,210.7,0.0,159.3,168.1,324.8,681.9,928.1,791.9,877.3,1185.2,1295.3,1447.6,2529.5,1270.3,1407.1,1464.0,1464.0,1345.3,1546.7,1817.2,1900.2,2037.4,2140.0,2286.3,2291.5,2208.8,2193.6,2220.4,2264.1,2263.6,2312.6,2354.2,2346.5,2433.1,2436.8,2298.9,2263.5,2222.3,2206.6,2205.9,2206.9,2190.9,2210.2,2252.9,2279.9,2347.5,1868.6,1967.3,2035.7,2032.5,1821.2,1726.2,1751.4,1690.7,902.1,1436.1,1866.3,1999.9,2081.4,2824.2,2808.1,4899.5,6030.4,7874.4,7844.9,7883.5,4993.2,4899.8,4815.5,4759.3,2226.4,1349.1,946.2,829.8,621.2,588.7,612.3,0.0,159.3,168.1,681.9,928.1,877.3,1185.2,1447.6,2529.5,1407.1,1464.0,1464.0,1345.3,1546.7,1817.2,1900.2,2037.4,2140.0,2286.3,2291.5,2208.8,2193.6,2220.4,2264.1,2312.6,2346.5,2436.8,2298.9,2263.5,2222.3,2206.6,2205.9,2206.9,2210.2,2252.9,2279.9,2347.5,1868.6,1967.3,2035.7,2032.5,1821.2,1726.2,1751.4,1866.3,1999.9,2824.2,2808.1,4899.5,6030.4,7874.4,7844.9,7883.5
7634.3,4883.2,4789.8,4710.8,4705.5,4649.3,4811.6,3605.0,2834.6,1845.7,2116.4,1239.1,836.2,719.8,607.1,511.2,478.7,502.2,611.1,100.7,278.7,0.0,58.1,214.8,571.9,976.9,681.9,767.3,1075.2,1185.3,1337.6,1838.2,1319.1,1455.9,1512.8,1512.8,1394.1,1595.5,1866.0,1949.0,2086.2,2188.8,2335.1,2340.3,2257.6,2242.3,2269.1,2312.9,2312.4,2361.4,2403.0,2395.3,2481.9,2485.6,2347.7,2312.3,2271.1,2255.4,2254.7,2255.7,2239.7,2259.0,2301.7,2356.4,2424.0,1917.4,2016.1,2084.5,2081.3,1870.0,1775.0,1800.2,1739.5,980.2,1887.4,2317.6,2451.2,1971.4,2714.2,2698.1,4789.5,5920.4,7764.3,7734.9,7773.5,4883.2,4789.8,4705.5,4649.3,2116.4,1239.1,836.2,719.8,511.2,478.7,502.2,278.7,0.0,58.1,571.9,976.9,767.3,1075.2,1337.6,1838.2,1455.9,1512.8,1512.8,1394.1,1595.5,1866.0,1949.0,2086.2,2188.8,2335.1,2340.3,2257.6,2242.3,2269.1,2312.9,2361.4,2395.3,2485.6,2347.7,2312.3,2271.1,2255.4,2254.7,2255.7,2259.0,2301.7,2356.4,2424.0,1917.4,2016.1,2084.5,2081.3,1870.0,1775.0,1800.2,2317.6,2451.2,2714.2,2698.1,4789.5,5920.4,7764.3,7734.9,7773.5
7583.2,4832.1,4738.7,4659.7,4654.4,4598.2,4760.5,3553.9,2783.5,1794.6,2065.3,1188.0,785.0,668.7,555.9,460.1,427.6,451.1,560.0,49.6,220.6,178.4,0.0,156.7,513.8,918.8,623.8,709.1,1017.1,1127.2,1279.4,1780.1,1261.0,1397.8,1454.7,1454.7,1336.0,1537.4,1807.9,1890.9,2028.1,2130.7,2276.9,2282.2,2199.5,2184.2,2211.0,2254.8,2254.3,2303.3,2344.9,2337.2,2423.7,2427.5,2289.5,2254.2,2213.0,2197.3,2196.6,2197.6,2181.6,2200.8,2243.6,2298.3,2365.9,1859.3,1958.0,2026.4,2023.2,1811.9,1716.9,1742.1,1681.4,922.1,1836.3,1885.2,2018.8,1920.3,2663.1,2646.9,4738.4,5869.3,7713.2,7683.8,7722.3,4832.1,4738.7,4654.4,4598.2,2065.3,1188.0,785.0,668.7,460.1,427.6,451.1,220.6,178.4,0.0,513.8,918.8,709.1,1017.1,1279.4,1780.1,1397.8,1454.7,1454.7,1336.0,1537.4,1807.9,1890.9,2028.1,2130.7,2276.9,2282.2,2199.5,2184.2,2211.0,2254.8,2303.3,2337.2,2427.5,2289.5,2254.2,2213.0,2197.3,2196.6,2197.6,2200.8,2243.6,2298.3,2365.9,1859.3,1958.0,2026.4,2023.2,1811.9,1716.9,1742.1,1885.2,2018.8,2663.1,2646.9,4738.4,5869.3,7713.2,7683.8,7722.3
7739.5,4988.4,4895.0,4816.0,4810.7,4754.5,4916.8,3710.2,2939.8,1950.9,2221.6,1344.3,941.3,825.0,712.2,616.4,583.9,607.4,716.3,205.9,351.9,309.7,156.3,0.0,357.1,680.7,467.1,552.4,860.4,970.5,1122.7,1623.3,1392.3,1529.0,1586.0,1586.0,1467.3,1668.7,1939.2,2022.2,2159.4,2262.0,2408.2,2413.5,2330.8,2315.5,2342.3,2386.1,2385.6,2434.6,2476.2,2468.5,2555.0,2558.8,2420.8,2385.5,2344.3,2328.6,2327.9,2328.9,2312.9,2332.1,2374.9,2429.5,2497.2,1990.6,2089.3,2157.7,2154.5,1943.2,1848.2,1873.4,1812.7,1053.4,1992.6,2016.5,2150.1,2076.6,2819.4,2803.2,4894.7,6025.6,7869.5,7840.1,7878.6,4988.4,4895.0,4810.7,4754.5,2221.6,1344.3,941.3,825.0,616.4,583.9,607.4,351.9,309.7,156.3,357.1,680.7,552.4,860.4,1122.7,1623.3,1529.0,1586.0,1586.0,1467.3,1668.7,1939.2,2022.2,2159.4,2262.0,2408.2,2413.5,2330.8,2315.5,2342.3,2386.1,2434.6,2468.5,2558.8,2420.8,2385.5,2344.3,2328.6,2327.9,2328.9,2332.1,2374.9,2429.5,2497.2,1990.6,2089.3,2157.7,2154.5,1943.2,1848.2,1873.4,2016.5,2150.1,2819.4,2803.2,4894.7,6025.6,7869.5,7840.1,7878.6
8376.6,5625.4,5251.5,5172.5,5167.2,5111.0,5273.3,4066.7,3296.3,2307.4,2578.1,1700.8,1297.9,1181.5,1068.8,972.9,940.4,964.0,1072.9,562.4,440.8,600.1,512.8,356.5,0.0,371.0,598.0,683.4,991.3,1101.4,1253.7,1769.7,641.0,705.6,1367.5,1367.5,1248.8,1450.2,1720.7,1803.7,1941.0,2043.6,2189.8,2199.0,2112.4,2097.1,2123.9,2167.7,2167.1,2216.2,2257.7,2254.0,2340.6,2344.3,2202.4,2167.0,2125.9,2110.1,2109.5,2110.5,2094.4,2113.7,2156.4,2211.1,2278.8,1772.2,1870.8,1940.1,1936.9,1724.8,1629.8,1654.9,1594.2,835.0,1569.7,2105.5,2239.1,2298.1,2895.2,3159.8,5531.8,6662.7,8506.6,8477.2,8515.7,5625.4,5251.5,5167.2,5111.0,2578.1,1700.8,1297.9,1181.5,972.9,940.4,964.0,440.8,600.1,512.8,0.0,371.0,683.4,991.3,1253.7,1769.7,705.6,1367.5,1367.5,1248.8,1450.2,1720.7,1803.7,1941.0,2043.6,2189.8,2199.0,2112.4,2097.1,2123.9,2167.7,2216.2,2254.0,2344.3,2202.4,2167.0,2125.9,2110.1,2109.5,2110.5,2113.7,2156.4,2211.1,2278.8,1772.2,1870.8,1940.1,1936.9,1724.8,1629.8,1654.9,2105.5,2239.1,2895.2,3159.8,5531.8,6662.7,8506.6,8477.2,8515.7
8934.5,6183.4,6287.1,6238.7,6233.4,5599.3,5761.6,4555.1,3784.6,2795.7,3066.5,2189.1,1786.2,1669.8,1557.1,1461.3,1428.7,1452.3,1561.2,1050.8,1065.5,1224.8,1001.1,844.8,671.8,0.0,378.4,467.1,454.2,564.3,716.6,1398.8,1269.4,1263.0,1464.3,1464.3,1525.4,2007.1,2277.6,2360.6,2272.5,2185.9,2341.3,2293.1,2443.9,2428.6,2455.4,2499.2,2498.7,2547.7,2379.4,2348.1,2434.6,2438.4,2533.9,2498.6,2515.0,2530.7,2531.3,2555.1,2651.3,2673.2,2716.0,2770.2,2837.9,2260.2,2202.4,2034.1,2030.9,2056.3,2186.6,2214.4,2153.7,1392.9,2127.6,3160.6,3296.4,3351.5,3453.1,4000.9,6089.8,7220.7,9064.6,9035.1,9073.7,6183.4,6287.1,6233.4,5599.3,3066.5,2189.1,1786.2,1669.8,1461.3,1428.7,1452.3,1065.5,1224.8,1001.1,671.8,0.0,467.1,454.2,716.6,1398.8,1263.0,1464.3,1464.3,1525.4,2007.1,2277.6,2360.6,2272.5,2185.9,2341.3,2293.1,2443.9,2428.6,2455.4,2499.2,2547.7,2348.1,2438.4,2533.9,2498.6,2515.0,2530.7,2531.3,2555.1,2673.2,2716.0,2770.2,2837.9,2260.2,2202.4,2034.1,2030.9,2056.3,2186.6,2214.4,3160.6,3296.4,3453.1,4000.9,6089.8,7220.7,9064.6,9035.1,9073.7
8206.0,5454.8,5361.4,5282.5,5277.1,5221.0,5383.3,4176.7,3406.3,2417.3,2688.1,1810.7,1407.8,1291.5,1178.7,1082.9,1050.4,1073.9,1182.8,672.4,818.3,776.1,622.8,466.5,598.0,321.9,0.0,88.7,393.3,503.4,655.7,1156.3,1314.0,1307.5,1508.9,1508.9,1570.0,2051.6,2322.1,2405.1,2317.1,2230.5,2385.9,2337.6,2488.5,2473.2,2500.0,2543.8,2543.2,2592.3,2423.9,2392.7,2479.2,2483.0,2578.5,2543.1,2559.5,2575.2,2575.9,2599.6,2695.8,2717.8,2760.5,2814.8,2882.5,2304.8,2246.9,2078.7,2075.5,2100.9,2231.2,2259.0,2198.3,1437.5,2172.2,2483.0,2616.6,2543.1,3285.8,3269.7,5361.2,6492.1,8336.0,8306.5,8345.1,5454.8,5361.4,5277.1,5221.0,2688.1,1810.7,1407.8,1291.5,1082.9,1050.4,1073.9,818.3,776.1,622.8,598.0,321.9,88.7,393.3,655.7,1156.3,1307.5,1508.9,1508.9,1570.0,2051.6,2322.1,2405.1,2317.1,2230.5,2385.9,2337.6,2488.5,2473.2,2500.0,2543.8,2592.3,2392.7,2483.0,2578.5,2543.1,2559.5,2575.2,2575.9,2599.6,2717.8,2760.5,2814.8,2882.5,2304.8,2246.9,2078.7,2075.5,2100.9,2231.2,2259.0,2483.0,2616.6,3285.8,3269.7,5361.2,6492.1,8336.0,8306.5,8345.1
8291.3,5540.2,5446.8,5367.9,5362.5,5306.4,5468.6,4262.1,3491.6,2502.7,2773.5,1896.1,1493.2,1376.9,1264.1,1168.3,1135.8,1159.3,1268.2,757.8,903.7,861.5,708.1,551.8,683.4,293.8,88.7,0.0,482.0,592.1,744.4,1245.0,1097.6,1091.1,1234.8,1234.8,1352.6,1835.8,2106.4,2189.3,2101.3,2319.2,2170.1,2121.9,2272.7,2257.4,2284.2,2328.0,2327.4,2376.5,2206.5,2176.9,2263.4,2267.2,2362.7,2327.4,2343.7,2359.5,2360.1,2383.9,2480.0,2502.0,2544.7,2599.0,2666.7,2089.0,2031.2,1862.9,1859.7,1885.1,2015.4,2043.2,1982.5,1219.9,1954.6,2568.4,2701.9,2628.4,3371.2,3355.1,5446.6,6577.5,8421.4,8391.9,8430.5,5540.2,5446.8,5362.5,5306.4,2773.5,1896.1,1493.2,1376.9,1168.3,1135.8,1159.3,903.7,861.5,708.1,683.4,293.8,0.0,482.0,744.4,1245.0,1091.1,1234.8,1234.8,1352.6,1835.8,2106.4,2189.3,2101.3,2319.2,2170.1,2121.9,2272.7,2257.4,2284.2,2328.0,2376.5,2176.9,2267.2,2362.7,2327.4,2343.7,2359.5,2360.1,2383.9,2502.0,2544.7,2599.0,2666.7,2089.0,2031.2,1862.9,1859.7,1885.1,2015.4,2043.2,2568.4,2701.9,3371.2,3355.1,5446.6,6577.5,8421.4,8391.9,8430.5
