0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
6410.6,6151.6,3550.4,3705.7,3778.8,3913.2,1941.3,1480.8,357.9,6.7,0.0,137.7,251.7,575.2,1114.9,1260.1,1441.7,2525.8,2632.0,3011.5,3213.2,3232.8,3263.3,3266.4,3275.7,3110.8,3129.2,3165.1,3169.0,3172.9,3216.9,3249.2,3400.3,3586.8,3641.0,3659.2,3766.2,3803.2,5394.1,5119.1,5828.8,6332.2,6362.5,7127.3,5195.7,5071.6,4659.1,4637.5,4687.7,4816.3,6316.8,7492.4,7399.9,8053.9,8655.8,10010.5,9509.0,5166.5,5158.3,4613.8,4963.4,4640.0,4407.5,4625.0,4674.6,3706.1,3526.7,3824.0,3828.7,3982.6,4095.4,3596.7,3701.5,3838.0,3490.6,3369.2,3494.8,3458.9,3489.9,3587.1,3457.0,3789.8,3220.0,3162.8,5232.6,9615.2,5968.7,2364.4,3127.6,3046.1,3716.2,3660.7,5260.2,6180.6,6260.2,6484.0,3255.1,4743.8,6138.6,6151.6,3705.7,3778.8,3913.2,1941.3,1480.8,357.9,6.7,0.0,137.7,251.7,575.2,1114.9,1260.1,1441.7,3213.2,3232.8,3263.3,3266.4,3275.7,3110.8,3129.2,3165.1,3169.0,3172.9,3216.9,3249.2,3400.3,3659.2,3766.2,3803.2,5119.1,5828.8,6332.2,5195.7,4659.1,4637.5,7399.9,4963.4,4407.5,4674.6,3824.0,3828.7,3982.6,4095.4,3596.7,3701.5,3838.0,3490.6,3369.2,3458.9,3587.1,3457.0,5232.6,5968.7,5260.2,6260.2,6484.0,3255.1,6138.6
6301.1,6042.1,3440.9,3596.2,3669.3,3803.7,2320.6,2139.1,448.6,131.0,137.7,0.0,142.2,466.9,1205.6,1350.8,1532.5,2616.5,2722.8,3102.2,3304.0,3323.6,3354.0,3357.2,3366.5,3201.6,3220.0,3255.9,3259.8,3263.7,3307.6,3340.0,3491.1,3677.6,3731.7,3750.0,3857.0,3894.0,5484.9,5209.8,5919.6,6422.9,6453.2,7218.0,5286.5,5162.3,4749.9,4728.2,4778.5,4907.1,6407.5,7583.2,7490.7,8144.6,8746.6,10101.3,9599.8,5257.2,5249.0,4704.5,5054.2,4730.8,4498.3,4715.7,4765.4,3796.9,3617.5,3914.8,3919.5,4073.3,4186.1,3687.5,3792.3,3928.8,3581.4,3460.0,3585.5,3549.7,3580.7,3677.9,3547.8,3880.6,3310.8,3253.5,5425.2,9807.8,6161.4,2557.1,3218.3,3136.8,3807.0,3751.5,5351.0,6271.4,6350.9,6574.8,3145.6,4634.3,6029.1,6042.1,3596.2,3669.3,3803.7,2320.6,2139.1,448.6,131.0,137.7,0.0,142.2,466.9,1205.6,1350.8,1532.5,3304.0,3323.6,3354.0,3357.2,3366.5,3201.6,3220.0,3255.9,3259.8,3263.7,3307.6,3340.0,3491.1,3750.0,3857.0,3894.0,5209.8,5919.6,6422.9,5286.5,4749.9,4728.2,7490.7,5054.2,4498.3,4765.4,3914.8,3919.5,4073.3,4186.1,3687.5,3792.3,3928.8,3581.4,3460.0,3549.7,3677.9,3547.8,5425.2,6161.4,5351.0,6350.9,6574.8,3145.6,6029.1
6216.6,5957.6,3356.3,3511.6,3584.7,3719.1,2279.9,2098.4,562.7,245.0,251.7,142.2,0.0,241.9,1497.8,1464.9,1646.5,2730.6,2836.8,3216.3,3418.0,3437.6,3468.1,3471.2,3480.5,3315.6,3334.0,3369.9,3373.8,3377.7,3421.7,3454.0,3605.1,3791.6,3845.8,4090.4,4149.1,4008.0,5598.9,5323.9,6033.6,6537.0,6567.3,7332.1,5400.5,5276.4,4863.9,4842.3,4892.5,5021.1,6521.6,7697.2,7604.7,8258.6,8860.6,10215.3,9713.8,5371.3,5363.1,4818.6,5168.2,4844.8,4612.3,3464.3,3415.3,3910.9,3731.5,4028.8,4033.5,4187.4,4300.1,3801.5,3906.3,4042.8,3695.4,3574.0,3877.6,3663.7,3694.7,3970.0,3839.9,4172.7,3424.8,3545.6,5384.5,9767.1,6120.7,2516.4,3280.2,3198.7,3868.8,3813.3,5412.8,7010.3,6412.7,6636.6,3104.9,4549.8,5944.6,5957.6,3511.6,3584.7,3719.1,2279.9,2098.4,562.7,245.0,251.7,142.2,0.0,241.9,1497.8,1464.9,1646.5,3418.0,3437.6,3468.1,3471.2,3480.5,3315.6,3334.0,3369.9,3373.8,3377.7,3421.7,3454.0,3605.1,4090.4,4149.1,4008.0,5323.9,6033.6,6537.0,5400.5,4863.9,4842.3,7604.7,5168.2,4612.3,3415.3,4028.8,4033.5,4187.4,4300.1,3801.5,3906.3,4042.8,3695.4,3574.0,3663.7,3970.0,3839.9,5384.5,6120.7,5412.8,6412.7,6636.6,3104.9,5944.6
6536.9,6277.9,3676.6,3831.9,3905.0,4039.4,2556.3,2374.8,784.2,466.6,473.3,363.8,241.9,0.0,1079.6,1426.8,1608.5,2692.5,2798.8,3178.2,3380.0,3399.6,3430.0,3433.2,3442.5,3277.6,3296.0,3331.9,3335.8,3339.7,3383.6,3416.0,3567.1,3753.6,3693.7,3675.5,3734.2,3970.0,5283.7,5008.7,5995.6,6498.9,6529.2,7294.0,5362.4,5238.3,4825.9,4804.2,4854.5,4983.1,6483.5,7659.2,7566.7,8220.6,8822.6,10177.3,9675.8,5333.2,5325.0,4780.5,5130.2,4064.6,4574.3,3222.0,3173.0,3872.9,3693.5,3990.8,3995.5,4149.3,4262.1,3763.5,3868.3,4004.8,3657.4,3536.0,3462.8,3637.2,3608.1,3555.1,3425.1,3757.8,3186.9,3127.5,5660.9,10043.5,6397.1,2792.8,3556.6,3475.1,4145.2,4089.7,5689.2,7286.7,6689.1,6913.0,3381.3,4870.1,6264.9,6277.9,3831.9,3905.0,4039.4,2556.3,2374.8,784.2,466.6,473.3,363.8,241.9,0.0,1079.6,1426.8,1608.5,3380.0,3399.6,3430.0,3433.2,3442.5,3277.6,3296.0,3331.9,3335.8,3339.7,3383.6,3416.0,3567.1,3675.5,3734.2,3970.0,5008.7,5995.6,6498.9,5362.4,4825.9,4804.2,7566.7,5130.2,4574.3,3173.0,3990.8,3995.5,4149.3,4262.1,3763.5,3868.3,4004.8,3657.4,3536.0,3637.2,3555.1,3425.1,5660.9,6397.1,5689.2,6689.1,6913.0,3381.3,6264.9
7812.1,7553.1,4619.9,4521.3,4807.5,4728.7,1859.0,1444.8,756.1,1108.4,1115.0,1205.8,1319.8,1080.3,0.0,760.7,942.4,1679.7,1784.3,2066.0,2265.9,2285.5,2316.0,2319.1,2164.5,1999.4,2017.7,2053.6,2057.5,2061.4,2104.5,2136.9,2288.0,2362.3,2610.9,2592.6,2651.3,2678.2,4200.8,3925.8,4497.8,5181.3,5211.6,6140.0,4858.6,4572.2,4181.5,4138.1,4188.3,4317.0,5817.4,6993.1,6900.6,7554.5,8156.5,9511.2,9009.7,4667.1,4658.9,4114.4,4464.1,4140.7,3908.2,4125.6,4175.2,3206.8,3027.3,3324.7,3329.3,3483.2,3544.2,2915.1,2779.9,2681.6,2603.9,2484.7,2379.9,2554.3,2525.2,2472.2,2342.2,2674.9,2110.1,2047.9,4644.8,9027.4,5381.0,2665.0,3045.2,2963.7,3633.9,3578.4,5177.9,6270.6,6143.3,6401.7,4331.1,5933.8,7540.1,7553.1,4521.3,4807.5,4728.7,1859.0,1444.8,756.1,1108.4,1115.0,1205.8,1319.8,1080.3,0.0,760.7,942.4,2265.9,2285.5,2316.0,2319.1,2164.5,1999.4,2017.7,2053.6,2057.5,2061.4,2104.5,2136.9,2288.0,2592.6,2651.3,2678.2,3925.8,4497.8,5181.3,4858.6,4181.5,4138.1,6900.6,4464.1,3908.2,4175.2,3324.7,3329.3,3483.2,3544.2,2915.1,2779.9,2681.6,2603.9,2484.7,2554.3,2472.2,2342.2,4644.8,5381.0,5177.9,6143.3,6401.7,4331.1,7540.1
7726.2,7467.2,4866.0,5021.3,5094.3,5228.7,2148.8,1733.6,999.5,1655.9,1662.6,1553.1,1567.2,1325.3,859.4,0.0,258.5,1342.5,1448.8,1828.2,2029.9,2049.6,2080.0,2083.2,2092.5,1927.6,1945.9,1981.8,1985.7,1989.6,2033.6,2065.9,2217.0,2403.5,2457.7,2475.9,2584.0,2619.9,4210.8,3935.8,4645.5,5148.9,5179.2,5944.0,4012.4,3888.3,3475.8,3454.2,3504.4,3633.0,5133.5,6309.2,6216.6,6870.6,7472.6,8827.3,8325.7,3983.2,3975.0,3430.5,3780.2,3456.8,3224.3,3441.7,3491.3,2522.8,2343.4,2640.7,2645.4,2799.3,2912.1,2413.4,2518.2,2654.7,2307.3,2185.9,2312.6,2275.6,2306.6,2404.9,2274.9,2607.6,2036.7,2903.7,5503.2,9885.8,6239.4,2571.9,3335.0,3253.5,3923.7,3868.2,5467.7,7129.0,7001.7,6691.5,4570.6,6059.4,7454.2,7467.2,5021.3,5094.3,5228.7,2148.8,1733.6,999.5,1655.9,1662.6,1553.1,1567.2,1325.3,859.4,0.0,258.5,2029.9,2049.6,2080.0,2083.2,2092.5,1927.6,1945.9,1981.8,1985.7,1989.6,2033.6,2065.9,2217.0,2475.9,2584.0,2619.9,3935.8,4645.5,5148.9,4012.4,3475.8,3454.2,6216.6,3780.2,3224.3,3491.3,2640.7,2645.4,2799.3,2912.1,2413.4,2518.2,2654.7,2307.3,2185.9,2275.6,2404.9,2274.9,5503.2,6239.4,5467.7,7001.7,6691.5,4570.6,7454.2
8139.1,7880.1,4946.9,4848.3,5134.4,5055.7,2185.9,1770.8,1083.0,1435.3,1442.0,1532.8,1646.8,1409.7,896.5,390.7,0.0,1195.3,1301.6,1681.0,1882.7,1902.4,1932.8,1936.0,1945.3,1780.4,1798.8,1834.7,1838.6,1842.5,1886.4,1918.8,2069.9,2256.4,2580.7,2562.5,2621.2,2472.7,4170.7,3895.7,4498.4,5001.7,5032.0,5796.8,3865.2,3741.1,3328.7,3307.0,3357.2,3485.9,4986.3,6162.0,6069.5,6723.4,7325.4,8680.1,8178.6,3836.0,3827.8,3283.3,3633.0,3309.6,3077.1,3294.5,3344.1,2375.7,2196.3,2493.6,2498.3,2652.1,2764.9,2266.3,2371.1,2507.6,2160.2,2038.8,2349.8,2524.2,2159.4,2442.1,2312.0,2644.8,2073.9,2940.9,5540.4,9923.0,6276.6,2609.1,3372.2,3290.7,3960.9,3905.3,5504.9,7166.2,6504.8,6728.6,4658.1,6260.8,7867.1,7880.1,4848.3,5134.4,5055.7,2185.9,1770.8,1083.0,1435.3,1442.0,1532.8,1646.8,1409.7,896.5,390.7,0.0,1882.7,1902.4,1932.8,1936.0,1945.3,1780.4,1798.8,1834.7,1838.6,1842.5,1886.4,1918.8,2069.9,2562.5,2621.2,2472.7,3895.7,4498.4,5001.7,3865.2,3328.7,3307.0,6069.5,3633.0,3077.1,3344.1,2493.6,2498.3,2652.1,2764.9,2266.3,2371.1,2507.6,2160.2,2038.8,2524.2,2442.1,2312.0,5540.4,6276.6,5504.9,6504.8,6728.6,4658.1,7867.1
8891.7,8632.7,6031.5,6186.8,6219.1,6394.2,3270.6,2855.5,2167.7,2520.0,2526.7,2617.4,2731.4,2490.8,1679.0,1475.3,1149.5,0.0,105.5,543.0,742.8,762.5,792.9,796.1,805.4,640.5,658.9,694.8,698.7,702.5,745.7,778.0,929.1,1003.2,1169.8,1188.0,1377.7,1379.8,2966.8,2691.8,3706.2,4209.6,4239.9,5004.7,3073.1,2949.0,2289.3,2514.9,2565.1,2693.7,4194.2,5369.8,5277.3,5931.2,6533.2,7887.9,7386.4,3043.9,3035.7,2491.2,2840.8,2517.4,2284.9,2502.4,2552.0,1583.5,1404.1,1701.4,1706.1,1860.0,1623.7,1173.3,1278.1,1161.0,1017.1,897.2,933.2,988.5,1016.4,1191.8,1064.0,1340.9,1806.5,3723.6,6323.1,10705.7,7059.3,3693.7,4456.9,4375.4,5045.5,4990.0,6589.5,7949.0,7821.7,7813.3,5742.8,7345.4,8619.7,8632.7,6186.8,6219.1,6394.2,3270.6,2855.5,2167.7,2520.0,2526.7,2617.4,2731.4,2490.8,1679.0,1475.3,1149.5,742.8,762.5,792.9,796.1,805.4,640.5,658.9,694.8,698.7,702.5,745.7,778.0,929.1,1188.0,1377.7,1379.8,2691.8,3706.2,4209.6,3073.1,2289.3,2514.9,5277.3,2840.8,2284.9,2552.0,1701.4,1706.1,1860.0,1623.7,1173.3,1278.1,1161.0,1017.1,897.2,988.5,1191.8,1064.0,6323.1,7059.3,6589.5,7821.7,7813.3,5742.8,8619.7
9330.5,9071.5,6138.4,6039.7,6325.9,6247.2,3377.4,2962.3,2274.5,2626.8,2633.5,2724.2,2838.2,2597.4,1783.7,1582.1,1256.3,105.6,0.0,410.5,610.3,630.0,660.4,663.6,677.0,510.9,529.3,565.2,569.1,573.0,616.1,648.4,799.5,874.9,1030.0,1048.2,1238.0,1303.8,2790.9,2515.9,3087.9,4078.0,4108.3,4873.1,2941.5,2817.4,2160.9,2383.3,2433.5,2562.1,4062.6,5238.2,5145.7,5799.7,6401.7,7756.4,7254.8,2912.3,2904.1,2359.6,2709.3,2385.9,2153.3,2370.8,2420.4,1451.9,1272.5,1221.3,1574.5,1728.4,1495.4,1097.4,1202.2,1070.2,887.7,767.6,803.3,858.6,887.0,1062.5,932.2,1265.0,1730.6,2023.3,6549.0,10931.6,7285.2,3800.6,4563.7,4482.2,5152.4,5096.8,6696.3,8174.8,8047.5,7920.1,5849.6,7452.2,9058.5,9071.5,6039.7,6325.9,6247.2,3377.4,2962.3,2274.5,2626.8,2633.5,2724.2,2838.2,2597.4,1783.7,1582.1,1256.3,610.3,630.0,660.4,663.6,677.0,510.9,529.3,565.2,569.1,573.0,616.1,648.4,799.5,1048.2,1238.0,1303.8,2515.9,3087.9,4078.0,2941.5,2160.9,2383.3,5145.7,2709.3,2153.3,2420.4,1221.3,1574.5,1728.4,1495.4,1097.4,1202.2,1070.2,887.7,767.6,858.6,1062.5,932.2,6549.0,7285.2,6696.3,8047.5,7920.1,5849.6,9058.5
9381.0,9122.0,6520.7,6676.0,6704.9,6883.5,3756.4,3341.3,2653.5,3005.8,3012.5,3103.3,3222.0,2980.1,2065.3,1961.2,1635.3,486.4,380.7,0.0,432.4,452.1,482.5,485.7,728.2,562.2,580.6,616.5,620.4,624.3,436.1,468.5,619.5,696.0,860.2,878.5,1068.2,991.2,2578.3,2303.3,2875.2,3558.8,3589.0,4561.1,2629.5,2505.4,1948.9,2071.3,2121.5,2250.1,3750.6,4926.2,4833.7,5487.7,6089.6,7444.3,6942.8,2600.3,2592.1,2047.6,2397.2,2073.8,1841.3,2058.8,2108.4,1099.3,874.3,1043.4,1016.4,1170.3,1283.4,784.8,889.6,891.7,709.9,820.0,856.0,764.3,709.1,884.6,986.0,1546.7,2012.2,2305.0,6709.4,11092.0,7445.6,4179.6,4942.7,4861.2,5531.4,5475.8,7075.4,8335.3,8208.0,8299.1,6228.6,7831.3,9109.0,9122.0,6676.0,6704.9,6883.5,3756.4,3341.3,2653.5,3005.8,3012.5,3103.3,3222.0,2980.1,2065.3,1961.2,1635.3,432.4,452.1,482.5,485.7,728.2,562.2,580.6,616.5,620.4,624.3,436.1,468.5,619.5,878.5,1068.2,991.2,2303.3,2875.2,3558.8,2629.5,1948.9,2071.3,4833.7,2397.2,1841.3,2108.4,1043.4,1016.4,1170.3,1283.4,784.8,889.6,891.7,709.9,820.0,764.3,884.6,986.0,6709.4,7445.6,7075.4,8208.0,8299.1,6228.6,9109.0
9580.8,9321.8,6720.6,6875.9,6906.3,7083.3,3957.8,3542.7,2855.0,3207.2,3213.9,3304.7,3421.8,3179.9,2265.2,2162.6,1836.7,1046.0,713.1,432.4,0.0,19.6,50.1,53.2,168.8,357.7,376.1,412.0,415.9,419.8,33.0,65.4,216.4,263.5,419.0,437.2,626.9,591.9,2180.8,1905.7,2477.7,3161.3,3191.5,4119.9,2172.8,1923.7,1549.6,2504.3,2554.5,2683.2,4183.6,5359.3,5266.8,5920.7,6522.7,7877.4,7375.9,3033.3,3025.1,2480.6,2830.3,2506.9,2274.4,2491.8,2541.4,1573.0,1479.6,1043.4,1176.5,1023.3,884.0,385.4,490.2,459.2,277.4,320.5,423.8,331.9,276.7,452.1,553.5,1118.1,1583.7,1876.5,6398.9,10781.5,7135.0,4419.0,5144.1,5062.6,5732.8,5677.2,7276.8,8024.7,7897.4,8500.6,6430.0,8032.7,9308.8,9321.8,6875.9,6906.3,7083.3,3957.8,3542.7,2855.0,3207.2,3213.9,3304.7,3421.8,3179.9,2265.2,2162.6,1836.7,0.0,19.6,50.1,53.2,168.8,357.7,376.1,412.0,415.9,419.8,33.0,65.4,216.4,437.2,626.9,591.9,1905.7,2477.7,3161.3,2172.8,1549.6,2504.3,5266.8,2830.3,2274.4,2541.4,1043.4,1176.5,1023.3,884.0,385.4,490.2,459.2,277.4,320.5,331.9,452.1,553.5,6398.9,7135.0,7276.8,7897.4,8500.6,6430.0,9308.8
9600.5,9341.5,6740.2,6895.5,6926.0,7103.0,3977.5,3562.4,2874.6,3226.9,3233.6,3324.3,3441.5,3199.5,2284.8,2182.2,1856.4,1065.7,732.7,452.1,19.6,0.0,30.4,33.6,149.2,377.4,395.8,431.7,435.5,439.4,52.7,85.0,236.1,243.9,399.3,417.6,607.3,572.2,2161.1,1886.1,2458.1,3141.6,3171.9,4100.2,2153.1,1904.1,1529.9,2010.3,2262.3,2499.8,4203.3,5378.9,5286.4,5940.3,6542.3,7897.0,7395.5,3053.0,3044.8,2500.3,2538.1,2526.5,2294.0,2511.5,2561.1,1592.6,1460.0,1063.0,1156.8,1003.7,864.4,365.7,470.5,439.6,257.8,300.8,404.2,312.2,257.0,432.5,533.9,1098.5,1564.1,1856.8,6379.2,10761.8,7115.4,4399.4,5163.8,5082.3,5752.5,5696.9,7296.4,8005.0,7877.7,8520.2,6449.7,8052.3,9328.5,9341.5,6895.5,6926.0,7103.0,3977.5,3562.4,2874.6,3226.9,3233.6,3324.3,3441.5,3199.5,2284.8,2182.2,1856.4,19.6,0.0,30.4,33.6,149.2,377.4,395.8,431.7,435.5,439.4,52.7,85.0,236.1,417.6,607.3,572.2,1886.1,2458.1,3141.6,2153.1,1529.9,2010.3,5286.4,2538.1,2294.0,2561.1,1063.0,1156.8,1003.7,864.4,365.7,470.5,439.6,257.8,300.8,312.2,432.5,533.9,6379.2,7115.4,7296.4,7877.7,8520.2,6449.7,9328.5
9630.9,9371.9,6770.6,6925.9,6956.4,7133.4,4007.9,3592.8,2905.0,3257.3,3264.0,3354.8,3471.9,3230.0,2315.2,2212.7,1886.8,1096.1,763.1,482.5,50.1,30.4,0.0,3.2,144.8,407.8,426.2,462.1,466.0,469.9,83.1,115.4,142.3,239.5,394.9,413.2,602.9,567.8,2156.7,1881.7,2453.7,3137.2,3167.5,4095.9,2148.7,1899.7,1525.5,2005.9,2257.9,2495.4,4233.7,5409.3,5316.8,5970.8,6572.8,7927.5,7425.9,3083.4,3075.2,2530.7,2533.7,2557.0,2324.4,2541.9,2591.5,1623.0,1455.6,1190.4,1152.4,999.3,860.0,361.3,466.1,435.2,253.4,296.4,399.8,307.9,252.7,428.1,529.5,1094.1,1559.7,1852.4,6374.8,10757.4,7111.0,4395.0,5194.2,5112.7,5782.9,5727.3,7326.9,8000.7,7873.3,8819.5,6480.1,8082.8,9358.9,9371.9,6925.9,6956.4,7133.4,4007.9,3592.8,2905.0,3257.3,3264.0,3354.8,3471.9,3230.0,2315.2,2212.7,1886.8,50.1,30.4,0.0,3.2,144.8,407.8,426.2,462.1,466.0,469.9,83.1,115.4,142.3,413.2,602.9,567.8,1881.7,2453.7,3137.2,2148.7,1525.5,2005.9,5316.8,2533.7,2324.4,2591.5,1190.4,1152.4,999.3,860.0,361.3,466.1,435.2,253.4,296.4,307.9,428.1,529.5,6374.8,7111.0,7326.9,7873.3,8819.5,6480.1,9358.9
9634.0,9375.1,6773.8,6929.1,6959.6,7136.6,4011.1,3596.0,2908.2,3260.5,3267.2,3357.9,3475.1,3233.1,2318.4,2215.8,1890.0,1099.3,766.3,485.7,53.2,33.6,3.2,0.0,147.9,411.0,429.3,465.3,469.1,473.0,86.3,118.6,139.2,242.7,398.1,416.3,606.1,571.0,2159.9,1884.9,2456.9,3140.4,3170.7,4099.0,2151.9,1902.9,1528.7,2009.1,2261.1,2498.6,4236.9,5412.5,5320.0,5973.9,6575.9,7930.6,7429.1,3086.5,3078.4,2533.9,2536.8,2560.1,2327.6,2545.1,2594.7,1626.2,1458.8,1193.6,1155.6,1002.5,863.2,364.5,469.3,438.3,256.5,299.6,403.0,311.0,255.8,431.3,532.6,1097.3,1562.8,1855.6,6378.0,10760.6,7114.2,4398.2,5197.4,5115.9,5786.0,5730.5,7330.0,8003.8,7876.5,8822.6,6483.3,8085.9,9362.1,9375.1,6929.1,6959.6,7136.6,4011.1,3596.0,2908.2,3260.5,3267.2,3357.9,3475.1,3233.1,2318.4,2215.8,1890.0,53.2,33.6,3.2,0.0,147.9,411.0,429.3,465.3,469.1,473.0,86.3,118.6,139.2,416.3,606.1,571.0,1884.9,2456.9,3140.4,2151.9,1528.7,2009.1,5320.0,2536.8,2327.6,2594.7,1193.6,1155.6,1002.5,863.2,364.5,469.3,438.3,256.5,299.6,311.0,431.3,532.6,6378.0,7114.2,7330.0,7876.5,8822.6,6483.3,9362.1
9749.6,9490.6,6889.4,6637.4,6923.6,6844.9,3975.1,3560.0,2872.2,3224.5,3231.2,3321.9,3435.9,3348.7,2328.3,2179.8,1854.0,753.0,597.5,601.3,168.8,149.2,144.8,147.9,0.0,176.7,195.1,231.0,234.9,238.8,201.8,234.2,385.3,256.9,423.1,441.4,631.1,585.2,2172.2,1897.2,2469.2,3205.8,3236.0,4164.4,2166.1,1917.1,1542.9,2023.2,2275.3,2512.8,4351.7,5527.3,5434.8,6088.8,6690.8,8045.5,7543.9,3201.4,3193.2,2648.7,2551.0,2674.9,2442.4,2470.4,2421.4,1698.7,1473.0,1207.7,1169.8,1016.6,877.3,378.7,483.5,414.4,270.7,316.9,352.8,408.1,270.0,445.5,484.2,1008.3,1473.9,1766.7,6288.3,10670.9,7024.5,4308.4,5161.4,5079.9,5750.0,5694.5,7294.0,7914.1,7786.8,8732.9,6447.3,8049.9,9477.6,9490.6,6637.4,6923.6,6844.9,3975.1,3560.0,2872.2,3224.5,3231.2,3321.9,3435.9,3348.7,2328.3,2179.8,1854.0,168.8,149.2,144.8,147.9,0.0,176.7,195.1,231.0,234.9,238.8,201.8,234.2,385.3,441.4,631.1,585.2,1897.2,2469.2,3205.8,2166.1,1542.9,2023.2,5434.8,2551.0,2442.4,2421.4,1207.7,1169.8,1016.6,877.3,378.7,483.5,414.4,270.7,316.9,408.1,445.5,484.2,6288.3,7024.5,7294.0,7786.8,8732.9,6447.3,9477.6
9653.0,9394.0,6792.7,6948.0,6978.5,7155.5,4030.0,3614.9,2927.1,3279.4,3286.1,3376.8,3494.0,3252.1,2337.3,2234.7,1908.9,1118.2,785.2,504.6,101.5,121.1,151.6,154.7,270.3,0.0,18.4,54.3,58.2,62.1,105.2,137.5,288.6,363.0,529.3,547.5,737.2,692.0,2279.0,2004.0,2576.0,3259.5,3289.8,4218.1,2269.9,2020.9,1646.7,1928.9,2626.7,2755.3,4255.8,5431.4,5338.9,5992.9,6594.8,7949.5,7448.0,3105.5,3097.3,2552.8,2902.4,2579.0,2346.5,2564.0,2613.6,1645.1,1380.3,1115.0,1077.1,923.9,981.1,485.5,590.3,520.5,378.9,422.0,525.3,433.4,378.2,553.7,655.0,1416.1,1881.7,2174.4,6500.4,10883.0,7236.5,4453.2,5216.3,5134.8,5805.0,5749.4,7349.0,8126.2,7998.9,8572.7,6502.2,8104.9,9381.0,9394.0,6948.0,6978.5,7155.5,4030.0,3614.9,2927.1,3279.4,3286.1,3376.8,3494.0,3252.1,2337.3,2234.7,1908.9,101.5,121.1,151.6,154.7,270.3,0.0,18.4,54.3,58.2,62.1,105.2,137.5,288.6,547.5,737.2,692.0,2004.0,2576.0,3259.5,2269.9,1646.7,1928.9,5338.9,2902.4,2346.5,2613.6,1115.0,1077.1,923.9,981.1,485.5,590.3,520.5,378.9,422.0,433.4,553.7,655.0,6500.4,7236.5,7349.0,7998.9,8572.7,6502.2,9381.0
9634.6,9375.6,6774.4,6929.7,6960.1,7137.1,4011.6,3596.5,2908.8,3261.0,3267.7,3358.5,3475.6,3233.7,2319.0,2216.4,1890.5,1099.8,766.9,486.2,83.1,102.8,133.2,136.4,251.9,411.5,0.0,35.9,39.8,43.7,86.8,119.1,270.2,344.6,510.9,529.1,718.9,673.6,2260.6,1985.6,2557.6,3241.1,3271.4,4199.8,2251.5,2002.5,1628.3,1910.6,2608.3,2737.0,4237.4,5413.1,5320.6,5974.5,6576.5,7931.2,7429.7,3087.1,3078.9,2534.4,2884.1,2560.7,2328.2,2545.6,2595.2,1626.8,1361.9,1096.7,1058.7,905.6,962.8,467.1,571.9,502.1,360.5,403.6,507.0,415.0,359.8,535.3,636.6,1397.7,1863.3,2156.1,6482.0,10864.6,7218.2,4434.8,5197.9,5116.4,5786.6,5731.0,7330.6,8107.8,7980.5,8554.3,6483.8,8086.5,9362.6,9375.6,6929.7,6960.1,7137.1,4011.6,3596.5,2908.8,3261.0,3267.7,3358.5,3475.6,3233.7,2319.0,2216.4,1890.5,83.1,102.8,133.2,136.4,251.9,411.5,0.0,35.9,39.8,43.7,86.8,119.1,270.2,529.1,718.9,673.6,1985.6,2557.6,3241.1,2251.5,1628.3,1910.6,5320.6,2884.1,2328.2,2595.2,1096.7,1058.7,905.6,962.8,467.1,571.9,502.1,360.5,403.6,415.0,535.3,636.6,6482.0,7218.2,7330.6,7980.5,8554.3,6483.8,9362.6
9598.7,9339.7,6738.5,6893.8,6924.2,7101.2,3975.7,3560.6,2872.9,3225.1,3231.8,3322.6,3439.7,3197.8,2283.1,2180.5,1854.6,1063.9,731.0,450.3,47.2,66.9,97.3,100.5,216.0,375.6,394.0,0.0,3.9,7.8,50.9,83.2,234.3,308.7,475.0,493.2,683.0,637.7,2224.7,1949.7,2521.7,3205.2,3235.5,4163.9,2215.6,1966.6,1592.4,1874.7,2572.4,2701.1,4201.5,5377.2,5284.7,5938.6,6540.6,7895.3,7393.8,3051.2,3043.0,2498.5,2848.2,2524.8,2292.3,2509.7,2559.3,1590.9,1326.0,1060.8,1022.8,869.7,926.9,431.2,536.0,466.2,324.6,367.7,471.1,379.1,323.9,499.4,600.7,1361.8,1827.4,2120.2,6446.1,10828.7,7182.3,4398.9,5162.0,5080.5,5750.7,5695.1,7294.7,8071.9,7944.6,8518.4,6447.9,8050.6,9326.7,9339.7,6893.8,6924.2,7101.2,3975.7,3560.6,2872.9,3225.1,3231.8,3322.6,3439.7,3197.8,2283.1,2180.5,1854.6,47.2,66.9,97.3,100.5,216.0,375.6,394.0,0.0,3.9,7.8,50.9,83.2,234.3,493.2,683.0,637.7,1949.7,2521.7,3205.2,2215.6,1592.4,1874.7,5284.7,2848.2,2292.3,2559.3,1060.8,1022.8,869.7,926.9,431.2,536.0,466.2,324.6,367.7,379.1,499.4,600.7,6446.1,7182.3,7294.7,7944.6,8518.4,6447.9,9326.7
