,Name,place_id,Address,Coordinates,business_status,types
253,Pig Pen,ChIJ9317Zl5-P4YRTPn6ILBunjQ,"5309, Interstate 45, La Marque","{'lat': 29.39081729999999, 'lng': -95.0225938}",OPERATIONAL,"['night_club', 'bar', 'point_of_interest', 'establishment']"
254,Arts Cafe Art & Poetry Lounge,ChIJb0OI2Ht_P4YRhXzpdQdlsT0,"10000 Emmett F Lowry Expressway, Texas City","{'lat': 29.40609089999999, 'lng': -95.0256021}",OPERATIONAL,"['cafe', 'bar', 'night_club', 'food', 'point_of_interest', 'establishment']"
255,"Moody Gardens Hotel, Spa and Convention Center",ChIJxYErN1acP4YRF-NdttN9Dt0,"7 Hope Boulevard, Galveston","{'lat': 29.2732558, 'lng': -94.8491468}",OPERATIONAL,"['lodging', 'spa', 'restaurant', 'food', 'point_of_interest', 'establishment']"
256,LuLu's The Salon & Spa,ChIJ-8Xs6S-cP4YR_6kzSQiJNBM,"5205 Avenue U, Galveston","{'lat': 29.2742473, 'lng': -94.81987319999999}",OPERATIONAL,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']"
257,"Total Balance Health & Wellness By Tonie Wingate, LMT",ChIJyVgHpEicP4YRNWLcHF5pLNg,"2829 North Sonny Lane, Galveston","{'lat': 29.2372637, 'lng': -94.9055355}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
258,"Kristin White, LMT",ChIJ_3MfBiacP4YRRUo0eue5VjQ,"1015 26th Street, Galveston","{'lat': 29.2985115, 'lng': -94.79550619999999}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
259,La Moda Salon & Day Spa,ChIJEa-l-2ueP4YRINFXxtrhvKY,"523 24th Street #201, Galveston","{'lat': 29.3036319, 'lng': -94.7945357}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
260,Atmosphere the salon and beyond,ChIJKZ2QdWieP4YRgAl1xjpdoFc,"1221 23rd Street, Galveston","{'lat': 29.2976693, 'lng': -94.79133449999999}",OPERATIONAL,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']"
261,Therapeutic Health Works,ChIJg6OFwmmeP4YRFrxTZSGG62Y,"2114 Sealy Avenue, Galveston","{'lat': 29.3016945, 'lng': -94.790623}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
262,Mind-Bodyworkers,ChIJRWj8ByacP4YRnL4XJiYw_OU,"4920 Seawall Boulevard, Galveston","{'lat': 29.2732011, 'lng': -94.81599849999999}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
263,Tantalize Tanning Spa,ChIJpSgyJzacP4YRURHj7Wra27U,"2218 61st Street, Galveston","{'lat': 29.27681369999999, 'lng': -94.83145739999999}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
264,Galveston Holistic Wellness,ChIJsY6aimOdP4YREdFMuVRr4bY,"3622 85th Street Suite 101, Galveston","{'lat': 29.2553335, 'lng': -94.84937750000002}",OPERATIONAL,"['gym', 'spa', 'health', 'point_of_interest', 'establishment']"
265,Premiere Discreet Aesthetics,ChIJyQUB0l2dP4YRp54Qw1KOBx0,"7820 Seawall Boulevard, Galveston","{'lat': 29.2579455, 'lng': -94.84344730000001}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
266,Touch of Thai,ChIJBdX0v0icP4YRyoizqhPb-Fo,"6618 Stewart Road, Galveston","{'lat': 29.2736189, 'lng': -94.8367796}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
267,Galveston Massage,ChIJ_Y1j60mcP4YR_eR9yOfYEdU,"2115 61st Street #107, Galveston","{'lat': 29.2772877, 'lng': -94.8325366}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
268,Studio 3 Salon and Spa,ChIJyyhNs7adP4YRa_ix4Z8phtI,"1021 61st Street Suite 200A, Galveston","{'lat': 29.28702989999999, 'lng': -94.8376015}",OPERATIONAL,"['beauty_salon', 'gym', 'spa', 'health', 'point_of_interest', 'establishment']"
269,So Vein IV Therapy,ChIJJ7_UeXydP4YRRxM1CavJDGQ,"2910 53rd Street, Galveston","{'lat': 29.2741647, 'lng': -94.8201903}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
270,Spa San Luis at The San Luis Resort,ChIJOfwPEcCdP4YRKzGHknrW1cw,"The San Luis Resort, 5222 Seawall Boulevard, Galveston","{'lat': 29.272587, 'lng': -94.818406}",OPERATIONAL,"['spa', 'gym', 'beauty_salon', 'health', 'point_of_interest', 'establishment']"
271,Mind-Body Wellness co-op,ChIJxZDmDLudP4YRdY5UUCQE53I,"4920 D Seawall Boulevard, Galveston","{'lat': 29.2732011, 'lng': -94.81599849999999}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
272,loonol MASSAGE,ChIJZ8aMxiicP4YROraejOvnZ88,"4631 Fort Crockett Boulevard, Galveston","{'lat': 29.2762274, 'lng': -94.81318309999999}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
273,Heavenly Touch Beauty and Wellness Spa,ChIJMXrKtjedP4YReDmYZgMvCMI,"2002 45th Street, Galveston","{'lat': 29.2845508, 'lng': -94.8139963}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
274,Gymaica Fitness,ChIJh-aRAuGFP4YR6SZsfWTI3J0,"16708 Termini-San Luis Pass Road ste i, Jamaica Beach","{'lat': 29.181682, 'lng': -94.976451}",OPERATIONAL,"['gym', 'spa', 'health', 'point_of_interest', 'establishment']"
275,"Billy Davis, LMT",ChIJgWJNEeGdP4YRMDfAxpomfIc,"1721 23rd Street, Galveston","{'lat': 29.2931761, 'lng': -94.7898235}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
276,Island Body Works @ Atmosphere,ChIJmUMnbZGfP4YROIqchPeyfzY,"1221 23rd Street, Galveston","{'lat': 29.2975132, 'lng': -94.7913694}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
277,Footy Rooty Galveston,ChIJ_77k-BWfP4YRxYXsIQHxekc,"2417 Market Street, Galveston","{'lat': 29.304727, 'lng': -94.79555889999999}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
278,Wellness Spa Massage Galveston,ChIJzbSZ_GKfP4YRHAMT0Mdh5ds,"2417 Market Street, Galveston","{'lat': 29.304727, 'lng': -94.79555889999999}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
279,Refresh Medispa,ChIJVXmumBqfP4YR1PauLYV0XBQ,"2424 Mechanic Street, Galveston","{'lat': 29.305864, 'lng': -94.7961083}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
280,Serenity Dermatology,ChIJgcmxYc6dP4YRlHjbHTLdLMY,"1917 Broadway Avenue J, Galveston","{'lat': 29.300783, 'lng': -94.7879086}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'doctor', 'health', 'point_of_interest', 'establishment']"
281,Amy Lane,ChIJfVgNwfefP4YRFYMP6tYd5lw,"2029 The Strand, Galveston","{'lat': 29.3076743, 'lng': -94.7919144}",OPERATIONAL,"['spa', 'clothing_store', 'home_goods_store', 'jewelry_store', 'store', 'point_of_interest', 'establishment']"
282,Luna Lea Day Spa,ChIJly-rvJ6fP4YRpE0yBBxP_YY,"1802 Broadway Avenue J Suite 226, Galveston","{'lat': 29.3019038, 'lng': -94.7866785}",OPERATIONAL,"['spa', 'beauty_salon', 'point_of_interest', 'establishment']"
283,Island Drip Spa,ChIJ_dznN3afP4YR8pNboZTwZjk,"2002 Avenue B Suite 102, Galveston","{'lat': 29.308193, 'lng': -94.7913787}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']"
284,Q's Massage,ChIJRVPJ_YOfP4YRv3itDsyZG6Q,"500 Seawall Boulevard Suite 200, Galveston","{'lat': 29.3060574, 'lng': -94.77218529999999}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']"
285,The Rustic Parlour,ChIJiwNcdxt5P4YRcDM-mlaOJ4o,"2327 Palmer Highway, Texas City","{'lat': 29.39368589999999, 'lng': -94.9287361}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'clothing_store', 'health', 'store', 'point_of_interest', 'establishment']"
286,Zel's Massage & Fitness Zone,ChIJPejzp2V5P4YRD5hiRImVBJM,"2501 Palmer Highway Suite 212A, Texas City","{'lat': 29.3945611, 'lng': -94.9311085}",OPERATIONAL,"['beauty_salon', 'spa', 'doctor', 'health', 'store', 'food', 'point_of_interest', 'establishment']"
287,"Feel Free With CBD, CBD oil in Texas City, Texas",ChIJC-a-9kx5P4YRd0lB1dgbvKU,"2717 Westbury Lane, Texas City","{'lat': 29.40383659999999, 'lng': -94.93478859999999}",OPERATIONAL,"['spa', 'health', 'store', 'point_of_interest', 'establishment']"
288,Beauty Exposed,ChIJC1HfaCJ_P4YR0FriHTQuAj0,"9300 Emmett F Lowry Expressway # 152, Texas City","{'lat': 29.4034039, 'lng': -95.0151777}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'point_of_interest', 'establishment']"
289,Skin by Ciana,ChIJdTBMDFp_P4YRiMj4-mh1prQ,"10000 Emmett F Lowry Expressway 401b Suite 37, Texas City","{'lat': 29.4064568, 'lng': -95.02697549999999}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'point_of_interest', 'establishment']"
290,La Belle Nails & Spa,ChIJzR4w-m1-P4YR8kTASbsuyGU,"6408 Interstate 45 J, La Marque","{'lat': 29.403802, 'lng': -95.03573259999999}",OPERATIONAL,"['beauty_salon', 'spa', 'point_of_interest', 'establishment']"
291,Dawn Beach Condominiums,ChIJgZMCw0GcP4YRhGCD0Uo5hl8,"7000 Seawall Boulevard, Galveston","{'lat': 29.2621921, 'lng': -94.83519609999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
292,Galveston Visitor Center,ChIJ3_3w_WieP4YR0VQJDmQvVfs,"Chamber of Commerce, 2228 Mechanic Street, First Floor Lobby Inside the, Galveston","{'lat': 29.3064903, 'lng': -94.79389719999999}",OPERATIONAL,"['travel_agency', 'point_of_interest', 'establishment']"
293,3 Palms Ocean View Condo,ChIJaVJ2yj6cP4YR1dPH_MW7oeE,"6102 Seawall Boulevard, Galveston","{'lat': 29.266918, 'lng': -94.827446}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
294,"AB Sea Sales and Rentals, Inc.",ChIJ8yzhNp-cP4YR7kF188APiic,"10811 Termini-San Luis Pass Road, Galveston","{'lat': 29.2421779, 'lng': -94.87158040000001}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
295,Sand 'N Sea | Galveston Vacation Rentals,ChIJTa98qV-EP4YRpNmgA1JCkFc,"13706 Farm to Market Road 3005, Galveston","{'lat': 29.20846969999999, 'lng': -94.93753509999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']"
296,Galveston Island Tours LLC,ChIJAU2Dd2qeP4YRqWOU6-S82BE,"502 20th Street, Galveston","{'lat': 29.3052893, 'lng': -94.78966009999999}",CLOSED_TEMPORARILY,"['travel_agency', 'point_of_interest', 'establishment']"
297,GalvestonCruises.com,ChIJEa-l-2ueP4YRHY41bWv-8rs,"523 24th Street, Galveston","{'lat': 29.3035899, 'lng': -94.7945907}",OPERATIONAL,"['travel_agency', 'point_of_interest', 'establishment']"
298,Galveston Historic Seaport - Home of the 1877 Tall Ship ELISSA,ChIJgbYQ1RSeP4YRZKEdJgqACmg,"Pier 22 Suite, 8, Galveston","{'lat': 29.3090547, 'lng': -94.7933003}",OPERATIONAL,"['museum', 'tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']"
299,Texas Coastal Realty,ChIJD86kKcSfP4YRcdIxDBCrCy4,"801 East Beach Drive, Galveston","{'lat': 29.3158765, 'lng': -94.75466589999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'general_contractor', 'point_of_interest', 'establishment']"
300,Wolverton & Associates Realty,ChIJF2qYU2WGP4YR7ylIbHQcveo,"16602 Termini-San Luis Pass Road, Galveston","{'lat': 29.18322819999999, 'lng': -94.97295919999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']"
301,"Travel Counselors, Inc.",ChIJ30iOyG6eP4YRwZUwFL7S88U,"2528 Avenue H, Galveston","{'lat': 29.3013921, 'lng': -94.7959297}",OPERATIONAL,"['travel_agency', 'point_of_interest', 'establishment']"
302,Historic Harbor Tours and Dolphin Watch,ChIJmYNHzBSeP4YRbA6G5r4Qyqo,"Pier 22 Suite #8, Galveston","{'lat': 29.30905160000001, 'lng': -94.79316480000001}",OPERATIONAL,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']"
303,Galveston Home Buyers,ChIJ95BNilueP4YRqoXagZw2kOs,"1810 19th Street #1, Galveston","{'lat': 29.293992, 'lng': -94.78475600000002}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'finance', 'point_of_interest', 'establishment']"
304,A Bygone Era Historic Vacation Rental,ChIJU0HQG0OeP4YRuQAHHbgLiqE,"1903 Avenue L, Galveston","{'lat': 29.299207, 'lng': -94.78693679999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']"
305,"Galveston top realtor, Lynn Beardslee-JPAR Sears Group",ChIJBxlROGKcP4YRYEHCrS34EU0,"6025 Heards Lane, Galveston","{'lat': 29.2786722, 'lng': -94.8322185}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']"
306,Galveston Real Estate Natalie Clarke,ChIJ7aNfB5mcP4YR-SV6o_H68ck,"3433 Cove View Boulevard, Galveston","{'lat': 29.2458381, 'lng': -94.86967349999999}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']"
307,The Castle Galveston,ChIJndUu_GCeP4YR28RnitDEKME,"2111 26th Street, Galveston","{'lat': 29.2890845, 'lng': -94.7922995}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
308,Era Helicopters LLC,ChIJ4f06mmCEP4YRA0JRzUTUVM8,"13803 Stewart Road, Galveston","{'lat': 29.21106589999999, 'lng': -94.9385935}",OPERATIONAL,"['travel_agency', 'point_of_interest', 'establishment']"
309,Galveston Beach Condos,ChIJ9212f4-cP4YRxfwF7Ld7Hlc,"9520 Seawall Boulevard, Galveston","{'lat': 29.2487872, 'lng': -94.8597841}",CLOSED_TEMPORARILY,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
310,Artist Boat,ChIJaU6CC6HJXRQRnSfHW-JD7YY,"13330 Settegast Road, Galveston","{'lat': 29.2226456, 'lng': -94.93227879999999}",OPERATIONAL,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']"
311,Mamady's Primitive Art From,ChIJg37VFGueP4YR6fdJF1ue33c,"2211 The Strand, Galveston","{'lat': 29.307213, 'lng': -94.7937577}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
312,Bogan Gallery,ChIJ_____xueP4YRNB441Lq7RHc,"2217 Postoffice St, Galveston","{'lat': 29.3044721, 'lng': -94.79293539999999}",CLOSED_TEMPORARILY,"['art_gallery', 'point_of_interest', 'establishment']"
313,Affaire d'Art Fine Art Gallery,ChIJkfdtYmueP4YR1PRZD3AHIXI,"2227 Postoffice St, Galveston","{'lat': 29.304436, 'lng': -94.793165}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
314,The Proletariat Gallery & Public House,ChIJJ98no2ueP4YR-eQcpeWIIeg,"2221 Market Street #100, Galveston","{'lat': 29.3053353, 'lng': -94.7935713}",OPERATIONAL,"['bar', 'art_gallery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
315,Gallery Évasion,ChIJq07NcWueP4YRVpwZWyy3aRk,"217 23rd Street, Galveston","{'lat': 29.3065075, 'lng': -94.79442279999999}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
316,VACATION ON CANVAS GALLERY,ChIJQXyhR2qeP4YRHxzrQ52uvDE,"2204 Postoffice Street, Galveston","{'lat': 29.3050017, 'lng': -94.7924939}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
317,The Old Galveston Trading Company,ChIJT1YJSGqeP4YRAvTwCO1WknE,"2115 Postoffice Street, Galveston","{'lat': 29.304724, 'lng': -94.791834}",OPERATIONAL,"['art_gallery', 'store', 'point_of_interest', 'establishment']"
318,René Wiley Gallery,ChIJ8VAiSWqeP4YRAr1JSr1J8UA,"2128 Postoffice St, Galveston","{'lat': 29.3050828, 'lng': -94.79228859999999}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
319,The Tattoo Shop,ChIJuZ1ywTacP4YRiHeYMNVnr0g,"5702 Stewart Road, Galveston","{'lat': 29.2773944, 'lng': -94.82735559999999}",OPERATIONAL,"['art_gallery', 'store', 'point_of_interest', 'establishment']"
320,Art League,ChIJ1wLYQ2qeP4YRFoZS_c5YSN8,"2117a Postoffice Street, Galveston","{'lat': 29.304719, 'lng': -94.7918334}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
321,Fishing is Fabulous on Tiki Island at Our Door,ChIJEVnXUuiCP4YRwWCesfLgamM,"1323 Hawaii Drive, Tiki Island","{'lat': 29.2956823, 'lng': -94.9164498}",CLOSED_TEMPORARILY,"['art_gallery', 'real_estate_agency', 'point_of_interest', 'establishment']"
322,Galveston Arts Center,ChIJB1GfrGueP4YRpKVirArMnfk,"2127 The Strand, Galveston","{'lat': 29.307351, 'lng': -94.79304119999999}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
323,QQ ArtSpace,ChIJ7UWoizydP4YRLgxZMeXQRZc,"3622 85th Street, Galveston","{'lat': 29.2553328, 'lng': -94.8493768}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
324,Maebemy Gallery,ChIJ0U7Xe_SdP4YRbzcgS-5QHD0,"2828 61st Street UNIT 1303, Galveston","{'lat': 29.2690695, 'lng': -94.8270884}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
325,ANNE LANE GALLERY,ChIJ8Sk9RT-fP4YR36RXs6pwsQc,"3818 Avenue S, Galveston","{'lat': 29.282381, 'lng': -94.80553169999999}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
326,J. A. Soukup Fine Art,ChIJ6ytNmHiGP4YRSFQ0AZKZlWo,"2208 Post Office Street, Galveston","{'lat': 29.178961, 'lng': -94.9771686}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
327,J Bangle Galleries,ChIJST4jrGeeP4YRJWrHbzJuQIk,"1124 25th Street, Galveston","{'lat': 29.2978274, 'lng': -94.7935114}",OPERATIONAL,"['art_gallery', 'store', 'point_of_interest', 'establishment']"
328,The Studio Experience Gallery and Fine Art Printers,ChIJJ29sszafP4YRAJ8GyBzJtZY,"2327 Winnie Street, Galveston","{'lat': 29.3024723, 'lng': -94.79383310000001}",OPERATIONAL,"['art_gallery', 'store', 'point_of_interest', 'establishment']"
329,Water's Edge Studio Gallery,ChIJwyAfykKeP4YREt7YM_yZ8XE,"1302 21st Street, Galveston","{'lat': 29.2978754, 'lng': -94.78850729999999}",CLOSED_TEMPORARILY,"['art_gallery', 'point_of_interest', 'establishment']"
330,Arts on Mechanic,ChIJmd1JeGueP4YR7jePxf40Vio,"2309 Mechanic Street, Galveston","{'lat': 29.3060921, 'lng': -94.7944691}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
331,Upstairs Art Studio,ChIJicE_aGqfP4YRE7u7onbYVDY,"2328 The Strand, Galveston","{'lat': 29.30720219999999, 'lng': -94.7953363}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
332,Mock & More Gallery,ChIJ3_Ku3hKfP4YRtU0-jQrAS-Q,"2215-B Postoffice St, Galveston","{'lat': 29.3044633, 'lng': -94.792807}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
333,Alia Benavides,ChIJmwyTK-efP4YRPJKb9gUZm_M,"2201 Postoffice St, Galveston","{'lat': 29.30466909999999, 'lng': -94.79264189999999}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
334,The Artist's Studio & Gallery,ChIJZTxtyFyeP4YRwzwilCDZ-T0,"1447 19th Street, Galveston","{'lat': 29.2969473, 'lng': -94.7860735}",CLOSED_TEMPORARILY,"['art_gallery', 'point_of_interest', 'establishment']"
335,G.Lee Gallery,ChIJX_LyyWueP4YRM6L0EOxyB9E,"2217 The Strand, Galveston","{'lat': 29.3070697, 'lng': -94.7941638}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
336,From the HeART Gallery,ChIJravyw2ueP4YR4xKziirK50k,"2111 Postoffice Street, Galveston","{'lat': 29.3047615, 'lng': -94.7915907}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
337,DARKE gallery,ChIJz61BocafP4YRn7bIa0ib59M,"801 East Beach Drive BC 0612, Galveston","{'lat': 29.3158378, 'lng': -94.75467110000001}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
338,Collectors Niche,ChIJraXhaqB5P4YRUfsR2Uwprt4,"2709 Palmer Highway, Texas City","{'lat': 29.3949639, 'lng': -94.9339485}",CLOSED_TEMPORARILY,"['art_gallery', 'point_of_interest', 'establishment']"
339,Fish With Attitude by Mike Quinn,ChIJTXNacUWAQIYRh39DYGRw8Us,"6213 Avenue M, Santa Fe","{'lat': 29.3550326, 'lng': -95.0888871}",OPERATIONAL,"['art_gallery', 'point_of_interest', 'establishment']"
340,Galveston RV Resort and Marina,ChIJvYAdXUmcP4YRWejOGTrTLTw,"6310 Heards Lane, Galveston","{'lat': 29.2787925, 'lng': -94.8350109}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
341,Stella Mare RV Resort,ChIJJ9nsR6acP4YRxhVxoPJEOJI,"3418 Stella Mare Lane Lot 98, Galveston","{'lat': 29.2405186, 'lng': -94.8816109}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
342,Tiki Tom's RV Park,ChIJv2ONzseCP4YR8r1MAs0S-uw,"333 Jones Lake Road, Galveston","{'lat': 29.3031502, 'lng': -94.90392170000001}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
343,Jamaica Beach RV Park,ChIJqywrxXuGP4YRfI0sAOX6We8,"17200 Termini-San Luis Pass Road, Galveston","{'lat': 29.1789996, 'lng': -94.9817956}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
344,Texas Campgrounds Club,ChIJB-CrtniGP4YRhdMq1S4ruwE,"18100 Termini-San Luis Pass Road, Galveston","{'lat': 29.1713063, 'lng': -94.9915121}",OPERATIONAL,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
345,Sunset Harbor RV & Mobile Home Park,ChIJC87ohDl5P4YRFezttE8RSoI,"634 North Pine Road, Texas City","{'lat': 29.3902119, 'lng': -94.96421099999999}",OPERATIONAL,"['rv_park', 'real_estate_agency', 'campground', 'travel_agency', 'lodging', 'park', 'point_of_interest', 'establishment']"
346,Galveston Island KOA Holiday,ChIJ0e-k-6Z3QIYRkgdSgURUxmQ,"23700 Termini-San Luis Pass Road, Galveston","{'lat': 29.1220283, 'lng': -95.07344959999999}",OPERATIONAL,"['campground', 'rv_park', 'lodging', 'park', 'point_of_interest', 'establishment']"
347,Lazy D RV Resort,ChIJT6HZtqd_P4YRuRaBRiFyDEY,"6202 Delany Road, Hitchcock","{'lat': 29.3569126, 'lng': -95.0226058}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
348,Little Thicket RV Park,ChIJk97jtuJ-P4YRM3b9xEnHHdU,"408 Volney Street, La Marque","{'lat': 29.3718581, 'lng': -95.0069245}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
349,Bay Side Campsite,ChIJO6_B12uFP4YRTvQWHVICRvU,Galveston,"{'lat': 29.2106105, 'lng': -94.9553701}",OPERATIONAL,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
350,Galveston,ChIJh6WYMzudP4YR4-E8Q8xkZOc,"6702 Seawall Boulevard, Galveston","{'lat': 29.2651551, 'lng': -94.83295439999999}",OPERATIONAL,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
351,Tiki Island Park,ChIJ_x4L6UuDP4YRicq_lbR_MHE,"Tiki Drive, Tiki Island","{'lat': 29.2970476, 'lng': -94.9145461}",OPERATIONAL,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
352,Bayside Mobile Home Park,ChIJGzIdDs54P4YRmqrDYN2qZzA,"1818 Main Street, La Marque","{'lat': 29.3593559, 'lng': -94.97107690000001}",OPERATIONAL,"['rv_park', 'real_estate_agency', 'campground', 'travel_agency', 'lodging', 'park', 'point_of_interest', 'establishment']"
353,Highland Village Mobile Home Park,ChIJe9vJb7N_P4YRCRDHjwqfO1U,"5500 Farm to Market 2004, Hitchcock","{'lat': 29.367576, 'lng': -95.033064}",OPERATIONAL,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
354,USA RV park,ChIJrT3ID49_P4YRNH7BigU7BfI,"4314 Farm to Market 2004, Texas City","{'lat': 29.384034, 'lng': -95.01388490000001}",OPERATIONAL,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']"
355,Enterprise Rent-A-Car,ChIJcajIOLSdP4YRat29hIStj68,"5919 Broadway Avenue J, Galveston","{'lat': 29.2881934, 'lng': -94.8350507}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
356,Alans Errands,ChIJe_TEebd_P4YRMD2JEXvOQTA,"206 North Bayou Drive, Hitchcock","{'lat': 29.3586824, 'lng': -95.0357397}",OPERATIONAL,"['car_rental', 'food', 'point_of_interest', 'establishment']"
357,Avis Car Rental,ChIJgzxoeXB-P4YR3wW2mdpS40Q,"Gulfway Plaza Shopping Center, 14031 Delany Road, La Marque","{'lat': 29.386089, 'lng': -95.018153}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
358,Enterprise Rent-A-Car,ChIJdUhuPQt5P4YRSqRqam690XU,"2925 Palmer Highway Ste A, Texas City","{'lat': 29.3949636, 'lng': -94.9383938}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
359,Cars and Carts Galveston,ChIJl7Vj-eefP4YRbmiP_tQ8ccQ,"2402 Seawall Boulevard, Galveston","{'lat': 29.2890817, 'lng': -94.7897034}",OPERATIONAL,"['car_rental', 'car_dealer', 'store', 'point_of_interest', 'establishment']"
360,Galveston Convertible Rentals,ChIJ4WdE8jSfP4YRHOkbmey8h8g,"2121 Market Street # 211, Galveston","{'lat': 29.3055877, 'lng': -94.7921841}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
361,Budget Truck Rental,ChIJ6aWKDFp_P4YR38g2BWW1u8s,"14031 Delany Road, La Marque","{'lat': 29.386107, 'lng': -95.01813399999999}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
362,Budget Car Rental,ChIJ68k4GAx_P4YRRiwQwFl2mBs,"14031 Delany Road, La Marque","{'lat': 29.386127, 'lng': -95.01810499999999}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']"
