id,name,categories,longitude,latitude,display_address
vghn0ZO2QTpVuQRVKvo5pQ,White Guava Cafe,"Burgers, Cafes, Hawaiian",-155.0663731117025,19.694386979481635,"54 E Puainako St, Hilo, HI 96720"
lPd1Q9gGWIGDuB7C8U14dg,Dolphin Bay Hotel,Hotels,-155.090270996094,19.7291030883789,"333 Iliahi St, Hilo, HI 96720"
lxqYUz7VFL5s2Pc-xybwxg,Kaleo's Bar and Grill,"Hawaiian, Bars, Breakfast & Brunch",-154.99309960441687,19.560196947365977,"16-110 Orchid Land Dr, Keaau, HI 96749"
MeYsBjSc4CTMasdkxMc_4w,Bangkok Villa Hilo,"Thai, Noodles, Soup",-155.0871003,19.7253971,"59 Kalakaua St, Hilo, HI 96720"
O59G5OCQ5y3BbzpTPvM7Gg,Izakaya Miyo,"Izakaya, Cocktail Bars, Tapas Bars",-155.06892,19.71304,"564 Hinano St, Hilo, HI 96720"
E2XOkS3lYY6-FnVhC-Pi4w,Lehua Restaurant,Hawaiian,-155.088612657496,19.701044991383387,"600 Imiloa Pl, Imiloa Astronomy Center, Hilo, HI 96720"
BAF2AA2cTWSU23R-VkMIZQ,Miyo's Restaurant,"Japanese, Seafood",-155.0687349,19.713009,"564 Hinano St, Hilo, HI 96720"
UOGzckX_5HvLfOYKjcrvQw,Big Island Birria Boss,"Food Stands, Mexican",-155.113983,19.87026,"28 1692 Old Mamalahoa Hwy 3, Honomu, HI 96728"
lnOxop2IS-P6fbVa2UdRSQ,Kitchen Umeko,"Sushi Bars, Japanese",-155.07554,19.70705,"14 W Lanikaula St, Ste 104, Hilo, HI 96720"
rOm1WE4UTP8qlni1R5VHIw,Hilo Lunch Shop,"Japanese, Delis, Hawaiian",-155.06652,19.7201,"421 Kalanikoa St, Hilo, HI 96720"
HGWnSu51KrTpMFh7IEZkww,KTA Super Stores - Puainako,Grocery,-155.0666781,19.693748,"50 E Puainako St, Hilo, HI 96720"
xONN8qTO6mZ3mpoyTsoEuA,Nector Cafe,"Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt",-155.086181,19.724783,"216 Kamehameha Ave, Hilo, HI 96720"
P5uuvNqgGjLRCBa1UQXQXA,Loved by the Sun,"Juice Bars & Smoothies, Vegetarian, Vegan",-155.085634599574,19.7240496317265,"12 Furneaux Ln, Hilo, HI 96720"
PhsC3C66mRdZdQpovbgdxw,Sushi Ebisuya,"Japanese, Sushi Bars",-155.08532,19.72237,"179 Kilauea Ave, Hilo, HI 96720"
h3OVnnr_e4HRFI4hD7DmGQ,Coffee Girl,"Coffee & Tea, Cafes",-155.0669396716724,19.692103686736772,"2100 Kanoelehua Ave, Ste A6, Hilo, HI 96720"
wVQOlBtlz1IW8-s0sEIOsg,Peppercorn Spice House,"Noodles, Asian Fusion",-155.039419,19.621399,"16-569 Old Volcano Rd, Keaau, HI 96749"
u59x-vfjEJ2NCANL7JKhSw,Countryside Cafe,"Breakfast & Brunch, Caterers, Dinner Theater",-155.0409898,19.621841761624392,"16-586 Old Volcano Rd, Keaau, HI 96749"
vFOEU8j3XfecprJG4YGWIQ,Saucy Dogs,Hot Dogs,-155.08564987254,19.7240907147264,"14 Furneaux Ln, Hilo, HI 96720"
V2WIWMY4nFMehVS6yN4STQ,Hula Hulas,"Breakfast & Brunch, New American, Burgers",-155.064893,19.729616,"93 Banyan Dr, Hilo, HI 96720"
g2lsKtBuGcvDt78TUzRtdA,Cham Cham Korean BBQ,Korean,-155.06544,19.71672,"421 Kalanikoa St, Ste 102, Hilo, HI 96720"
iOaMSB9Y4hvK-xXerV3KGQ,Ma'ona Lunch Counter,"Burgers, Hawaiian",-155.044449860711,19.6378098609769,"16-203 Wiliama Pl, Keaau, HI 96749"
ct2aY3Hkj5bwK5m-rhXttQ,Coconut Grill,"American, Salad, Burgers",-155.06265429250664,19.723620934733695,"136 Banyan Way, Hilo Seaside Hotel, Hilo, HI 96720"
CowXyOudqFhWxR3Bm9-Flw,Kaumana Caves,Parks,-155.130405187617,19.6868513668558,"Hilo, HI 96720"
DT0F-ofsVUfA4pWt8JVTAQ,Tenkatori Hilo,"Japanese, Chicken Wings",-155.066761,19.706804301034374,"811 Laukapu St, Hilo, HI 96720"
XdwYUAlxR9iSuTc9hCuMkQ,Carlsmith Beach Park,Parks,-155.027970678621,19.7330791088927,"1827 Kalanianaole Ave, Hilo, HI 96720"
UuYOiTi6tfvH7NT78Ox5xw,Hale Hookah,"Hookah Bars, Head Shops",-155.0876187,19.7262907,"60 Waianuenue Ave, Hilo, HI 96720"
tgdg4b-HGulOToi7zCtJNA,Short n Sweet Bakery & Cafe,"Bakeries, Desserts, Cafes",-155.0759721,19.71024574328779,"1263 Kilauea Ave, Hilo, HI 96720"
cjDbxDEPed0lxh-FjcTJ-Q,Kuhio Grille,"Hawaiian, Sandwiches, Burgers",-155.079563,19.720328,"80 Pauahi St, Hilo, HI 96720"
e_sNwvFeuWJ9OEvSuXe31A,Cajun Hideaway,Cajun/Creole,-154.9451761,19.49407865251213,"15-2945 Pahoa Village Rd, Pahoa, HI 96778"
fg-VrIbi3uaYMOaM43I4sg,Island Naturals Market & Deli,"Grocery, Health Markets, Delis",-155.07591361372147,19.710908711970063,"1221 Kilauea Ave, Hilo, HI 96720"
