0,191,124,122,127,126,159,170,216,33,143,218,135,217,255,45,131,219,151,60,220,254,145,253,252,251,246,214,39,1,128,215,31,168,22,152,146,114,189,209,108,162,94,178,72,110,26,68,89,59,150,11,10,65,12,183,153,187,62,142,173,184,148,9,102,104,105,7,48,101,199,49,147,64,67,154,70,155,69,172,14,23,24,77,71,66,27,165,13,247,204,99,19,202,16,133,35
0.0,869.8,3030.0,3104.0,3124.7,3134.2,4850.2,4875.8,4833.0,5797.3,12724.8,12749.5,12697.7,14111.8,14999.4,18621.5,25188.0,26159.7,26171.8,26171.8,35114.8,15070.8,14114.0,11893.4,8261.5,6031.2,5572.7,5692.8,5285.3,5143.2,3007.0,3043.1,2489.4,2704.9,2976.7,3049.8,3184.2,3386.8,4782.5,4726.9,5761.6,6274.6,7529.0,8753.7,8865.7,9136.3,9218.5,9357.7,9460.3,9835.9,9828.6,9912.8,9789.6,9670.1,9626.1,9626.8,9809.2,9767.7,9773.7,9683.4,9720.2,9853.6,9958.5,9691.5,9679.1,9682.2,9648.6,9632.7,9665.0,9816.1,10002.6,10155.4,10028.0,9689.8,9654.4,9670.8,9686.5,9687.2,9710.9,9591.7,9323.5,9320.9,9348.9,9348.6,9186.9,9244.4,9356.6,9353.4,9141.5,7771.3,6812.5,5833.5,5784.9,5536.0,5437.0,4889.3,2989.0
938.2,0.0,2554.9,2657.1,2677.8,2687.3,4403.3,4428.9,4386.1,5350.4,12277.9,12302.6,12250.8,13664.9,14552.5,18174.6,24741.1,25712.8,25724.9,25724.9,34667.9,14623.9,13667.1,11446.5,7814.6,5584.3,5125.8,5217.7,4810.2,4668.1,2531.9,2567.9,2457.1,2739.3,3011.1,3084.2,3218.6,3421.3,4816.9,4761.3,5796.0,6309.1,7563.4,8788.1,8900.2,9170.7,9252.9,9392.1,9494.7,9870.3,9863.1,9947.2,9824.0,9704.6,9660.6,9661.2,9843.7,9802.1,9808.1,9717.9,9754.6,9888.1,9992.9,9726.0,9713.5,9716.7,9683.1,9667.1,9699.4,9850.5,10037.0,10189.8,10062.5,9724.2,9688.8,9705.2,9720.9,9721.6,9745.3,9626.1,9357.9,9355.3,9383.3,9383.1,9221.4,9278.9,9391.0,9387.8,9175.9,7805.7,6847.0,5867.9,5819.3,5570.4,5471.4,4923.8,3023.4
3195.1,2534.7,0.0,331.7,352.4,361.9,2077.9,2103.5,2060.7,3024.9,9952.5,9977.2,9925.4,11339.5,12227.1,15849.2,22415.7,23387.4,23399.5,23399.5,32342.5,12298.4,11341.7,9121.1,5489.2,3258.9,2800.4,3081.1,2673.6,2531.5,395.3,431.3,1611.7,3868.5,4140.3,4213.4,4347.8,4631.2,6026.8,5971.3,7006.0,7519.0,8773.3,9998.0,10110.1,10380.6,10462.8,10602.1,10704.6,11080.3,11073.0,11157.1,11033.9,10914.5,10870.5,10871.1,11053.6,11012.0,11018.1,10927.8,10964.5,11098.0,11202.8,10935.9,10923.4,10926.6,10893.0,10877.0,10909.4,11060.4,11247.0,11399.7,11272.4,10934.1,10898.8,10915.1,10930.9,10931.5,10955.3,10836.0,10567.9,10565.2,10593.3,10593.0,10431.3,10488.8,10600.9,10597.7,10385.8,8258.0,7403.4,6877.7,6948.5,6699.6,6600.6,6053.0,4152.6
3269.1,2636.9,331.7,0.0,133.4,142.9,1859.0,1884.5,1841.8,2806.0,9733.5,9758.3,9706.5,11120.5,12008.1,15630.2,22196.7,23168.5,23180.5,23180.5,32123.6,12079.5,11122.7,8902.1,5270.3,3039.9,2581.4,3280.7,2873.2,2731.1,595.0,631.0,1618.0,3859.0,4130.9,4204.0,4338.3,4621.7,6017.4,5961.8,6996.5,7509.5,8763.9,9061.9,8897.6,9168.1,9251.1,9667.0,9769.6,11070.8,11063.5,11147.7,11024.4,10905.0,10861.0,10861.7,11044.1,11002.6,11008.6,10918.3,10955.1,11088.5,11193.4,10000.8,9988.4,9991.5,9957.9,9942.0,9974.3,10125.4,9784.8,11390.2,11262.9,10924.7,10889.3,10905.7,10921.4,10922.1,10945.8,10826.5,9285.4,9282.7,10583.8,10583.5,9496.2,9553.7,9665.9,9662.7,9450.8,8071.0,7216.4,6417.2,6401.9,6225.4,6126.4,6043.5,4143.2
3289.8,2657.6,352.4,133.4,0.0,9.5,1725.5,1751.1,1708.3,2672.6,9600.1,9624.8,9573.0,10987.1,11874.7,15496.8,22063.3,23035.0,23047.1,23047.1,31990.1,11946.1,10989.3,8768.7,5136.8,2906.5,2448.0,3301.4,2893.9,2751.9,615.7,651.7,1638.8,3879.8,4151.6,4224.7,4359.1,4642.4,6038.1,5982.5,7017.2,7530.3,8784.6,9082.6,8918.3,9188.8,9271.8,9687.7,9790.3,11091.5,11084.3,11168.4,11045.2,10925.8,10881.7,10882.4,11064.9,11023.3,11029.3,10939.0,10975.8,11109.3,11214.1,10021.6,10009.1,10012.3,9978.7,9962.7,9995.0,10146.1,9805.6,11411.0,11283.7,10945.4,10910.0,10926.4,10942.1,10942.8,10966.5,10847.3,9306.1,9303.4,10604.5,10604.3,9517.0,9574.5,9686.6,9683.4,9471.5,8091.7,7237.1,6437.9,6422.6,6246.1,6147.1,6064.2,4163.9
3299.3,2667.1,361.9,142.9,9.5,0.0,1716.0,1741.6,1698.9,2663.1,9590.6,9615.3,9563.6,10977.6,11865.2,15487.3,22053.8,23025.6,23037.6,23037.6,31980.7,11936.6,10979.8,8759.2,5127.3,2897.0,2438.5,3310.9,2903.4,2761.3,625.2,661.2,1648.2,3889.2,4161.1,4234.2,4368.5,4651.9,6047.6,5992.0,7026.7,7539.7,8794.1,9092.1,8927.8,9198.3,9281.3,9697.2,9799.8,11101.0,11093.7,11177.9,11054.7,10935.2,10891.2,10891.9,11074.3,11032.8,11038.8,10948.5,10985.3,11118.7,11223.6,10031.0,10018.6,10021.7,9988.1,9972.2,10004.5,10155.6,9815.1,11420.5,11293.1,10954.9,10919.5,10935.9,10951.6,10952.3,10976.0,10856.8,9315.6,9312.9,10614.0,10613.7,9526.4,9583.9,9696.1,9692.9,9481.0,8101.2,7246.6,6447.4,6432.1,6255.6,6156.6,6073.7,4173.4
5689.9,5029.5,2913.1,1907.6,1774.1,1764.7,0.0,25.5,139.0,1167.8,8095.3,8120.0,8068.2,9482.3,10369.9,13992.0,20558.5,21530.2,21542.3,21542.3,30485.3,10441.3,9484.5,7263.9,3632.0,1401.7,943.2,3279.4,2871.9,2729.8,2566.0,2602.0,4106.5,6363.3,6635.2,6708.3,6842.6,7126.0,8521.6,8466.1,9500.8,10013.8,11268.2,10856.8,10692.5,10963.0,11046.0,13096.9,13199.5,13575.1,13567.8,13652.0,13528.7,13409.3,13365.3,13366.0,13548.4,13506.8,13512.9,13422.6,13459.4,13592.8,13697.7,13430.7,13418.2,13421.4,13387.8,13371.8,13404.2,13555.3,11579.7,13894.5,13767.2,13429.0,13393.6,13410.0,13425.7,13426.4,13450.1,13330.8,11080.2,11077.6,13088.1,13087.8,12926.1,12983.6,13095.8,13092.5,12880.7,9865.8,9011.2,8212.0,8196.8,8020.3,7921.3,8547.8,6647.4
5715.5,5055.0,2938.7,1933.1,1799.7,1790.2,25.5,0.0,164.5,1142.2,8069.8,8094.5,8042.7,9456.7,10344.4,13966.4,20533.0,21504.7,21516.7,21516.7,30459.8,10415.7,9459.0,7238.3,3606.5,1376.2,917.6,3305.0,2897.5,2755.4,2591.6,2627.6,4132.0,6388.9,6660.7,6733.8,6868.2,7151.6,8547.2,8491.6,9526.3,10039.4,11293.7,10882.3,10718.0,10988.5,11071.5,13122.4,13225.0,13600.6,13593.4,13677.5,13554.3,13434.9,13390.9,13391.5,13574.0,13532.4,13538.5,13448.2,13484.9,13618.4,13723.2,13456.3,13443.8,13447.0,13413.4,13397.4,13429.7,13580.8,11605.3,13920.1,13792.8,13454.5,13419.1,13435.5,13451.2,13451.9,13475.6,13356.4,11105.8,11103.1,13113.6,13113.4,12951.7,13009.2,13121.3,13118.1,12906.2,9891.4,9036.8,8237.6,8222.3,8045.8,7946.8,8573.3,6673.0
4961.3,4329.1,2023.9,1805.0,1671.5,1662.1,109.2,134.7,0.0,1056.2,7983.7,8008.5,7956.7,9370.7,10258.3,13880.4,20447.0,21418.7,21430.7,21430.7,30373.8,10329.7,9372.9,7152.3,3520.5,1290.2,831.6,3318.9,2911.4,2769.3,2287.2,2323.2,3310.3,5551.3,5823.1,5896.2,6030.6,6314.0,7709.6,7654.1,8688.8,9201.8,10456.1,10754.2,10589.9,10860.4,10943.4,11359.3,11461.9,12763.1,12755.8,12839.9,12716.7,12597.3,12553.3,12553.9,12736.4,12694.8,12700.9,12610.6,12647.3,12780.8,12885.6,11693.1,11680.6,11683.8,11650.2,11634.2,11666.6,11817.7,11477.1,13082.5,12955.2,12616.9,12581.6,12598.0,12613.7,12614.3,12638.1,12518.8,10977.6,10975.0,12276.1,12275.8,11188.5,11246.0,11358.2,11354.9,11143.1,9763.2,8908.6,8109.4,8094.2,7917.7,7818.7,7735.8,5835.4
