0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
682.6,707.0,599.3,219.1,234.3,84.5,498.6,3995.1,3838.4,719.3,564.5,754.2,586.5,508.7,579.4,266.4,574.1,204.2,119.3,99.6,56.5,0.0,24.4,807.0,2199.2,3455.1,4498.4,924.7,2084.0,686.2,9639.0,7040.9,374.8,636.1,6864.9,133.0,40.1,2628.6,125.6,255.1,781.2,773.4,754.1,1140.4,84.0,319.5,430.1,546.2,174.6,2282.2,797.2,3893.5
658.2,682.6,574.9,194.7,209.9,60.1,474.2,3994.8,3838.0,694.9,540.1,729.8,562.1,484.3,555.0,242.0,426.5,179.8,94.9,75.2,32.1,24.4,0.0,782.6,2198.9,3454.8,4498.1,900.3,2059.6,661.8,9638.7,7040.6,350.4,611.7,6864.6,108.6,15.7,2628.3,125.3,230.7,756.8,773.1,729.7,1116.0,59.6,295.1,405.7,521.8,150.2,2257.8,772.8,3893.2
1251.9,764.1,827.4,649.7,665.0,720.1,276.2,3504.3,3347.6,1428.7,1210.1,1401.8,1222.0,1039.1,1222.7,901.9,1092.7,839.7,754.8,735.2,692.0,660.2,659.9,0.0,1708.4,2963.9,3710.5,951.2,2311.3,817.4,9086.3,6488.3,1010.4,662.6,6309.6,768.6,675.6,2137.9,644.2,996.9,1425.4,282.7,279.1,665.4,719.5,955.1,1065.6,1191.9,810.1,1807.2,1025.2,3402.7
2597.4,2356.2,2420.1,2242.3,2257.6,2312.9,1870.0,2714.2,2451.2,2699.1,2776.2,2974.8,2733.9,2633.6,2808.3,2335.1,2688.2,2395.3,2347.7,2269.1,2312.3,2255.7,2255.4,1595.5,0.0,1008.1,2051.4,2517.8,3073.0,2409.4,7734.9,5136.8,2603.2,2255.2,5002.4,2361.4,2271.1,478.7,2239.7,2481.9,3008.0,1739.5,1670.1,2157.6,2312.4,2550.4,2632.9,2757.9,2403.0,2347.6,2482.7,1971.4
3495.8,3559.4,3621.9,3444.2,3459.5,3614.5,3071.9,1846.4,1197.5,3597.5,4054.8,4113.5,3632.3,3836.8,3934.4,3824.3,3804.3,3762.1,3549.5,3658.6,3642.8,3699.3,3674.9,2493.8,985.5,0.0,1183.6,3746.5,3971.4,3612.6,6334.8,3736.7,4016.5,3457.0,3602.3,3563.3,3659.2,638.0,3439.0,3708.6,4137.1,2683.0,2872.0,3357.7,3615.2,3842.1,3987.3,4073.0,3756.1,3246.0,3381.1,1056.0
4541.0,4579.7,4642.3,4464.6,4479.8,4634.9,4092.2,767.8,1043.3,4642.7,5075.1,5133.8,4677.5,4857.1,4954.7,4844.7,4824.7,4782.5,4569.9,4678.9,4663.2,4719.7,4695.3,3539.0,2030.7,1185.4,0.0,4766.8,5016.5,4633.0,5809.7,3211.6,5036.8,4477.4,3077.3,4583.6,4679.5,1683.2,4183.2,4728.9,5157.4,3703.3,3892.3,4378.0,4635.5,4862.4,5007.7,4701.5,4776.4,4291.1,4426.3,866.8
301.8,229.9,223.3,545.3,530.0,707.7,714.1,4549.3,4392.6,403.4,258.9,448.6,231.9,270.0,499.5,553.1,602.9,559.9,635.1,664.0,697.8,754.3,729.9,1646.2,2753.4,4008.9,4499.2,0.0,1360.4,209.1,10131.3,7533.2,379.2,806.4,7355.8,621.3,714.2,2926.6,863.5,646.4,1172.6,1792.8,1495.5,850.2,707.2,471.1,331.1,240.7,579.7,1516.2,74.4,4447.7
1399.8,1676.2,1542.9,1864.9,1849.6,2027.4,1935.5,5545.4,5387.6,1501.5,1578.5,1778.0,1537.6,1651.5,1830.9,1872.7,1932.2,1879.5,1964.7,1983.6,2027.5,2084.0,2059.6,2644.8,3749.7,3970.8,5014.2,1630.1,0.0,1729.4,11459.6,8275.7,1708.9,1805.8,8354.4,1951.0,2043.9,3441.5,2183.1,1966.0,2492.2,2791.5,2494.1,2050.6,2026.8,1800.8,1650.8,1560.3,1909.4,1123.8,1285.1,5448.2
469.3,53.2,147.9,469.9,454.7,632.4,540.6,4152.6,3995.9,571.0,416.3,606.1,438.3,256.5,431.3,477.8,532.6,484.6,566.9,588.6,629.7,686.2,661.8,849.0,2356.5,3614.6,4493.2,139.2,1528.7,0.0,9734.6,7136.6,311.0,411.0,6959.6,553.1,646.0,2614.6,788.2,571.1,1097.3,928.9,1099.3,485.7,631.9,403.0,255.8,398.1,511.6,1626.2,242.7,4053.4
10725.0,10100.3,10162.8,10260.9,10384.1,10097.4,9612.8,5908.3,6256.2,10623.3,10537.7,10596.4,10626.7,10548.9,10417.3,10307.2,10287.2,10245.0,10161.1,10141.5,10125.7,10182.2,10157.8,9337.1,8562.7,6659.9,6111.9,10287.4,11546.2,10153.5,0.0,3655.5,10499.4,9998.0,3521.1,10280.5,10142.1,7179.1,10063.0,10191.5,10620.0,9225.0,9412.9,9898.6,10098.1,10325.0,10470.2,10555.9,10239.0,10593.2,10473.9,6007.3
7160.2,6535.6,6598.1,6696.1,6819.3,6532.7,6048.1,2693.3,2998.9,7058.5,6972.9,7031.6,7061.9,6984.2,6852.5,6742.5,6722.5,6680.3,6596.3,6576.7,6561.0,6617.5,6593.1,5772.3,4997.9,3940.5,3392.4,6722.7,7981.5,6588.8,3538.8,0.0,6934.6,6433.2,757.8,6715.8,6577.4,4723.5,6498.2,6626.7,7055.2,5660.2,5848.1,6333.8,6533.4,6760.2,6905.5,6991.2,6674.2,7028.5,6909.2,2925.0
307.7,332.2,325.5,360.9,345.6,319.3,816.4,4431.6,4274.8,344.5,189.6,379.3,211.6,133.9,204.6,268.8,223.3,206.6,255.9,334.4,318.6,375.1,350.7,1127.9,2635.4,3893.5,4772.2,548.6,1709.2,311.3,9992.0,7393.9,0.0,407.8,7217.9,242.1,335.0,3274.1,476.0,257.5,783.6,1207.9,934.8,764.6,318.7,91.9,55.2,171.4,200.5,1864.2,533.8,4332.3
590.3,101.5,270.3,788.8,773.5,951.3,559.6,4171.5,4014.8,692.0,547.5,737.2,520.5,378.9,553.7,796.6,655.0,803.4,689.3,907.6,752.0,808.5,784.1,867.9,2375.4,3633.5,4512.1,288.6,1646.7,154.7,9753.6,7155.5,433.4,0.0,6978.5,675.5,768.4,2633.5,1107.6,889.9,1416.1,947.8,1118.2,504.6,950.8,525.3,378.2,529.3,633.9,1645.1,363.0,4072.3
7253.9,6629.2,6691.7,6789.8,6913.0,6626.3,6141.7,2786.9,3092.6,7152.2,7066.6,7125.3,7155.6,7077.8,6946.2,6836.1,6816.1,6773.9,6690.0,6670.4,6654.6,6711.1,6686.7,5866.0,5091.6,3524.8,2976.7,6816.3,8075.1,6682.4,3199.9,201.0,7028.3,6526.8,0.0,6809.4,6671.0,4817.1,6591.9,6720.4,7148.9,5753.9,5941.8,6427.5,6627.0,6853.9,6999.1,7084.8,6767.9,7122.1,7002.8,2872.2
549.5,574.0,466.8,225.5,210.2,77.2,491.3,4103.4,4052.8,586.3,431.4,621.1,453.4,375.7,446.4,133.3,317.8,71.2,13.8,92.3,76.6,133.0,108.6,908.9,2307.5,3674.7,4606.8,791.7,1951.0,553.1,9747.3,7149.2,241.8,503.1,6973.2,0.0,92.9,2736.9,233.9,122.0,648.2,988.8,799.4,1005.1,76.6,186.5,297.0,413.2,41.6,2106.0,664.7,4113.5
642.5,666.9,559.2,178.9,194.2,44.4,458.5,4010.5,3853.8,679.2,524.4,714.1,546.4,468.6,539.3,226.3,410.8,164.1,79.2,59.5,16.4,40.1,15.7,766.9,2214.6,3470.5,4513.8,884.6,2043.9,646.0,9654.4,7056.3,334.7,596.0,6880.3,92.9,0.0,2644.0,141.0,215.0,741.1,846.9,714.0,1100.3,43.9,279.4,389.9,506.1,134.5,2242.1,757.1,3971.5
2966.5,2725.2,2789.1,2611.4,2626.7,2682.0,2239.1,1632.0,1515.4,3068.2,3145.2,3343.9,3103.0,3002.6,3364.2,2704.1,3234.2,2764.4,2716.7,2638.2,2681.3,2624.8,2624.4,1964.5,456.1,638.0,1681.4,2886.8,3442.0,2778.5,7055.3,4457.2,2972.3,2624.2,4322.8,2730.5,2640.1,0.0,2608.7,3138.5,3566.9,2077.1,2039.1,2526.7,2681.4,3271.9,3001.9,3127.0,2772.0,2716.6,2851.8,1372.6
910.4,932.6,826.1,446.3,569.5,282.9,725.9,4055.9,3899.2,808.7,723.1,781.8,812.1,734.4,602.7,492.6,472.7,430.5,346.5,326.9,311.2,367.7,343.3,1034.3,2201.8,3353.7,4397.0,1151.0,2312.0,911.8,9537.6,6939.5,684.8,862.4,6763.5,466.0,327.5,2908.5,0.0,376.9,805.4,776.0,981.4,1364.4,283.5,510.4,655.7,741.3,424.4,2467.0,1136.5,3912.6
564.9,592.0,482.2,240.8,225.6,199.2,611.7,4285.9,4129.1,562.4,446.8,535.6,468.8,391.0,356.5,148.7,226.4,86.5,135.8,214.3,198.6,255.1,230.7,924.2,2430.0,3583.6,4627.0,807.0,1966.0,571.1,9767.5,7169.4,257.2,518.4,6993.4,122.0,215.0,3138.5,356.0,0.0,559.2,1004.2,814.8,1020.5,198.7,201.9,312.4,428.5,80.5,2161.1,680.0,4128.8
1796.8,1819.1,1712.5,1332.7,1455.9,1169.3,1612.3,4059.9,3903.1,1695.1,1609.5,1668.2,1698.5,1620.8,1489.1,1379.1,1359.1,1316.9,1232.9,1213.3,1197.6,1254.1,1229.7,1705.8,3183.8,3441.3,4401.0,2037.4,3198.4,1798.2,9541.5,6943.4,1571.2,1748.8,6767.4,1352.4,1213.9,2912.5,1134.8,1263.3,0.0,1593.0,1867.8,2269.3,1169.9,1396.8,1542.1,1627.8,1310.8,3412.4,2022.9,3880.0
1365.7,876.2,1002.2,823.6,838.9,831.6,388.7,3223.8,3065.0,1467.4,1384.6,1574.3,1357.5,1153.6,1328.3,853.7,1266.6,918.2,928.7,787.8,865.9,834.2,833.8,112.8,1593.7,2683.5,3702.0,1125.7,2486.1,929.4,8805.8,6207.7,1124.5,837.1,6031.6,942.5,849.5,2023.1,818.1,1004.7,1530.9,0.0,290.0,676.3,831.1,1130.0,1152.9,1366.3,984.0,1818.1,1200.0,3122.3
1278.1,742.8,805.4,627.7,642.9,698.3,255.3,3410.3,3252.3,1379.8,1188.0,1377.7,1161.0,1017.1,1191.8,720.4,1064.0,728.3,733.0,654.5,697.6,754.1,729.7,208.8,1614.4,2874.1,3752.7,929.1,2289.3,796.1,8992.3,6394.2,988.5,640.5,6219.1,746.8,714.0,2043.8,854.0,814.8,1340.9,289.5,0.0,543.0,697.7,933.2,1016.4,1169.8,788.3,1583.5,1003.2,3312.9
889.6,432.4,728.2,1014.0,904.1,1084.6,641.7,3899.5,3742.8,991.2,878.5,1068.2,891.7,709.9,884.6,927.2,986.0,934.0,1119.3,1040.8,1083.9,1140.4,1116.0,595.9,2101.6,3359.9,4238.6,619.5,1948.9,485.7,9481.5,6883.5,764.3,562.2,6704.9,1005.1,1100.3,2531.0,1240.1,1020.5,1546.7,675.8,486.4,0.0,1084.0,856.0,709.1,860.2,963.6,1099.3,696.0,3798.7
626.3,652.9,543.0,162.8,178.0,0.6,442.3,4052.7,3894.7,702.3,508.2,675.5,530.2,452.4,496.3,154.5,366.3,147.9,63.0,43.3,27.6,84.1,59.7,750.7,2256.8,3516.5,4533.7,867.7,2026.9,632.0,9674.2,7076.1,318.6,579.1,6900.1,76.8,44.0,2686.2,185.0,270.6,699.0,830.7,697.8,1084.1,0.0,263.3,373.8,489.9,118.3,2225.9,740.9,3955.3
399.5,423.9,315.2,305.7,290.4,263.8,677.8,4290.1,4132.3,467.4,281.4,471.1,303.4,225.6,261.4,213.3,131.3,151.1,200.4,278.9,263.2,319.7,295.3,988.3,2495.9,3754.1,4632.8,640.9,1799.1,403.1,9901.1,7303.0,91.8,352.3,7127.0,186.6,279.5,2991.6,420.5,202.0,728.1,1068.2,880.9,856.1,263.2,0.0,147.0,263.1,145.0,1956.0,513.1,4192.9
278.6,277.0,270.3,390.1,374.9,374.5,761.2,4376.4,4219.6,381.4,160.5,350.2,182.5,78.7,175.5,324.0,276.8,261.8,311.1,389.6,373.8,430.3,405.9,1072.7,2580.2,3838.3,4716.9,493.4,1651.1,256.1,10046.5,7448.5,55.2,634.7,7272.5,297.3,390.2,2838.3,531.2,312.7,838.2,1152.7,1323.0,709.4,373.9,147.1,0.0,142.3,255.7,1835.1,365.0,4277.1
168.9,419.0,415.5,524.5,509.2,490.4,906.3,4764.2,4607.5,234.8,18.2,208.0,72.8,133.2,291.3,439.9,362.2,377.7,426.9,505.5,489.7,546.2,521.8,1861.1,2968.3,4223.8,4714.1,536.8,1575.3,398.1,10131.9,7533.8,171.1,580.8,7357.8,413.2,506.1,3141.5,647.1,428.5,954.7,1294.7,1710.4,1065.1,489.8,263.0,142.0,0.0,371.6,1731.1,289.3,4662.6
508.0,532.4,425.2,183.9,168.6,118.8,532.8,4169.1,4011.3,544.7,389.9,579.6,411.9,334.1,404.8,91.8,276.3,29.6,55.3,133.8,118.1,174.6,150.2,867.3,2349.1,3633.1,4511.7,750.1,1909.4,511.6,9815.0,7216.9,200.2,461.5,7040.9,41.6,134.5,2870.6,275.5,80.5,606.6,947.3,757.8,963.6,118.2,144.9,255.4,371.6,0.0,2064.4,623.1,4071.9
1384.9,1359.9,1655.8,1942.6,1957.8,2013.1,1570.2,4421.6,4263.8,1486.6,1563.7,1762.3,1521.4,1579.8,1812.0,1855.2,1916.5,1862.0,2047.9,1969.4,2012.5,2069.0,2044.6,1521.0,2625.9,3885.6,4764.2,1305.3,1286.0,1413.1,10335.8,7151.9,1692.8,1489.9,7230.6,2061.6,2028.9,2590.7,2165.2,1948.5,2474.7,1667.7,1370.3,926.8,2012.6,1783.6,1636.6,1545.4,1891.6,0.0,1270.2,4324.4
226.6,264.5,257.8,579.8,564.5,742.3,748.7,4474.9,4318.2,328.3,293.4,483.2,266.4,366.4,541.1,587.7,642.5,594.4,679.4,698.5,741.6,798.1,773.7,1571.8,2679.0,3934.5,4424.8,247.5,1286.0,243.6,10056.9,7458.8,413.7,732.0,7281.4,665.6,758.0,2852.2,898.1,681.0,1207.1,1718.5,1421.1,775.8,741.7,513.9,365.7,275.2,624.0,1441.8,0.0,4373.3
4487.0,3998.7,4061.2,3883.5,3898.8,4053.8,3511.2,259.4,249.0,4588.7,4494.1,4552.8,4623.5,4276.1,4373.7,4263.6,4243.6,4201.4,3988.8,4097.8,4082.1,4138.6,4114.2,3235.1,2451.4,1056.5,895.8,4185.8,5444.6,4051.9,5682.6,3084.6,4455.7,3896.3,2950.2,4002.6,4098.5,1373.1,3878.3,4147.9,4576.4,3122.3,3311.2,3796.9,4054.5,4281.3,4426.6,4512.3,4195.4,4491.6,4372.3,0.0
