,name,place_id,address,coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,category,Name,business_hours,business_hours_text
41,School of Nursing,ChIJiakuVSNLUnkRt8Rp9S8rJkk,"200 West Kawili Street Room 243, Hilo","{'lat': 19.6996198, 'lng': -155.0815133}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,School of Nursing,"[{'close': {'day': 1, 'time': '1645'}, 'open': {'day': 1, 'time': '0745'}}, {'close': {'day': 2, 'time': '1645'}, 'open': {'day': 2, 'time': '0745'}}, {'close': {'day': 3, 'time': '1645'}, 'open': {'day': 3, 'time': '0745'}}, {'close': {'day': 4, 'time': '1645'}, 'open': {'day': 4, 'time': '0745'}}, {'close': {'day': 5, 'time': '1645'}, 'open': {'day': 5, 'time': '0745'}}]","['Monday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Tuesday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Wednesday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Thursday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Friday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
42,Classroom Building,ChIJ4ZLPxb9LUnkRm25PRpUSQyM,Hilo,"{'lat': 19.6996674, 'lng': -155.0812375}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,Classroom Building,,
43,School of Education,ChIJKXnb-SVLUnkRR_EWDAY78qs,"UCB, 200 West Kawili Street Room 313, Hilo","{'lat': 19.6999834, 'lng': -155.0813294}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,School of Education,"[{'close': {'day': 1, 'time': '1645'}, 'open': {'day': 1, 'time': '0745'}}, {'close': {'day': 2, 'time': '1645'}, 'open': {'day': 2, 'time': '0745'}}, {'close': {'day': 3, 'time': '1645'}, 'open': {'day': 3, 'time': '0745'}}, {'close': {'day': 4, 'time': '1645'}, 'open': {'day': 4, 'time': '0745'}}, {'close': {'day': 5, 'time': '1645'}, 'open': {'day': 5, 'time': '0745'}}]","['Monday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Tuesday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Wednesday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Thursday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Friday: 7:45\u202fAM\u2009–\u20094:45\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
44,"UH Hilo College Of Agriculture, Forestry, And Natural Resource Management",ChIJbZfjNjhLUnkRIJMGp2I9R2g,"113 Nowelo Street, Hilo","{'lat': 19.7002051, 'lng': -155.0826752}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,university,"UH Hilo College Of Agriculture, Forestry, And Natural Resource Management",,
45,Campus Center,ChIJi0Zac3xLUnkRQOdQopdWYZs,Hilo,"{'lat': 19.70032119999999, 'lng': -155.0807044}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,Campus Center,,
46,UH Hilo Cashier’s Office,ChIJbfVmOwRLUnkRyVkn0N6XR1U,"200 West Kawili Street Room W-101, Hilo","{'lat': 19.70070519999999, 'lng': -155.0799887}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,UH Hilo Cashier’s Office,"[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
47,College of Business and Economics (CoBE),ChIJDZyo1gNLUnkRdLf00jmbfu0,"Student Services Building 338, Hilo","{'lat': 19.7011738, 'lng': -155.0801149}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,College of Business and Economics (CoBE),"[{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
48,Daniel K. Inouye College of Pharmacy,ChIJVTRUUTFLUnkR5lgnWA6b-Yk,"722 South Aohoku Place, Hilo","{'lat': 19.69923379999999, 'lng': -155.0903547}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,university,Daniel K. Inouye College of Pharmacy,,
49,Hawaii Community College Learning Center,ChIJQ_D4jphLUnkR43hoMGT5Dxo,"200 W Kawili St., Mookini Library (LIB), Room 126A, Hilo","{'lat': 19.7014408, 'lng': -155.0806014}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,university,Hawaii Community College Learning Center,"[{'close': {'day': 1, 'time': '1615'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1615'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1615'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1615'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1615'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20094:15\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:15\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:15\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:15\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:15\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
50,Panaewa Rainforest Zoo and Gardens,ChIJ9xnaS75KUnkRYnwatW_VJ3s,"800 Stainback Highway, Hilo","{'lat': 19.6552065, 'lng': -155.0749077}",OPERATIONAL,"['zoo', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.6,2076.0,,,,,,,,zoo,Panaewa Rainforest Zoo and Gardens,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
51,Palace Theater,ChIJgx__0VdLUnkRRBvvzJ-LZ_A,"38 Haili Street, Hilo","{'lat': 19.7243998, 'lng': -155.0864394}",OPERATIONAL,"['movie_theater', 'point_of_interest', 'establishment']",,,,,4.7,216.0,,,,,,,,movie_theater,Palace Theater,"[{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
52,Regal Prince Kuhio,ChIJO-d0KqhMUnkR2TSS9Wh93js,"111 East Puainako Street, Hilo","{'lat': 19.697813, 'lng': -155.06349}",OPERATIONAL,"['movie_theater', 'point_of_interest', 'establishment']",,,,,4.1,636.0,,,,,,,,movie_theater,Regal Prince Kuhio,"[{'close': {'day': 0, 'time': '2330'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2330'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2330'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2330'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2330'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:30\u202fPM']"
53,Ernest Bowen de Silva Elementary School,ChIJIWFI2760U3kRyq16uplMdd8,"278 Ainako Avenue, Hilo","{'lat': 19.71058859999999, 'lng': -155.1146087}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,4.4,7.0,,,,,,,,primary_school,Ernest Bowen de Silva Elementary School,,
54,Kamehameha Elementary School,ChIJ9zsVsAw1UnkRZSD_A_0QYdg,"16-714 Volcano Road, Keaau","{'lat': 19.6089443, 'lng': -155.0551348}",OPERATIONAL,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,primary_school,Kamehameha Elementary School,,
55,Hilo Union School,ChIJZSNFWVVLUnkRluOepRpn2qg,"506 Waianuenue Avenue, Hilo","{'lat': 19.723041, 'lng': -155.0916366}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.3,4.0,,,,,,,,primary_school,Hilo Union School,,
56,Waiākeawaena Elementary School,ChIJe2ImzR5LUnkRM6dBpGgoQ18,"2420 Kilauea Avenue, Hilo","{'lat': 19.68317559999999, 'lng': -155.0681748}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.8,4.0,,,,,,,,primary_school,Waiākeawaena Elementary School,"[{'close': {'day': 1, 'time': '1415'}, 'open': {'day': 1, 'time': '0715'}}, {'close': {'day': 2, 'time': '1415'}, 'open': {'day': 2, 'time': '0715'}}, {'close': {'day': 3, 'time': '1315'}, 'open': {'day': 3, 'time': '0715'}}, {'close': {'day': 4, 'time': '1415'}, 'open': {'day': 4, 'time': '0715'}}, {'close': {'day': 5, 'time': '1415'}, 'open': {'day': 5, 'time': '0715'}}]","['Monday: 7:15\u202fAM\u2009–\u20092:15\u202fPM', 'Tuesday: 7:15\u202fAM\u2009–\u20092:15\u202fPM', 'Wednesday: 7:15\u202fAM\u2009–\u20091:15\u202fPM', 'Thursday: 7:15\u202fAM\u2009–\u20092:15\u202fPM', 'Friday: 7:15\u202fAM\u2009–\u20092:15\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
57,St. Joseph Elementary School,ChIJDWXQUUVLUnkR9hcVwEgJug8,"999 Ululani Street, Hilo","{'lat': 19.7147358, 'lng': -155.0835238}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,4.5,2.0,,,,,,,,primary_school,St. Joseph Elementary School,,
58,Kamehameha Schools Hawaiʻi Campus,ChIJ9zsVsAw1UnkR-gERoSV_TRk,"16-714 Volcano Road, Keaau","{'lat': 19.6091887, 'lng': -155.0547051}",OPERATIONAL,"['secondary_school', 'primary_school', 'school', 'point_of_interest', 'establishment']",,,,,4.7,23.0,,,,,,,,secondary_school,Kamehameha Schools Hawaiʻi Campus,,
59,Kaumana Elementary School,ChIJ34vYQgK1U3kRteCWQPBn9JE,"1710 Kaumana Drive, Hilo","{'lat': 19.6865574, 'lng': -155.1351105}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,primary_school,Kaumana Elementary School,,
60,Connections Public Charter School,ChIJO-d0KqhMUnkRVEW4GQWy1Ss,"174 Kamehameha Avenue, Hilo","{'lat': 19.7253763, 'lng': -155.0862744}",OPERATIONAL,"['secondary_school', 'primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,secondary_school,Connections Public Charter School,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0815'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0815'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0815'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0815'}}, {'close': {'day': 5, 'time': '1330'}, 'open': {'day': 5, 'time': '0815'}}]","['Monday: 8:15\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 8:15\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 8:15\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 8:15\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 8:15\u202fAM\u2009–\u20091:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
61,Waiakea Elementary School,ChIJt3LudzxLUnkRLHN5GGvR-Ck,"180 West Puainako Street, Hilo","{'lat': 19.69493869999999, 'lng': -155.0746393}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.1,7.0,,,,,,,,primary_school,Waiakea Elementary School,,
62,Keaukaha Elementary School,ChIJQ5KD5HxMUnkRQlBfjhe8UCY,"240 Desha Avenue, Hilo","{'lat': 19.7284252, 'lng': -155.0450368}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,5.0,,,,,,,,primary_school,Keaukaha Elementary School,,
63,Chiefess Kapiʻolani Elementary School,ChIJd_KDUFpLUnkREFhv0JFXT9k,"966 Kilauea Avenue, Hilo","{'lat': 19.7138994, 'lng': -155.0783015}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,4.2,6.0,,,,,,,,primary_school,Chiefess Kapiʻolani Elementary School,,
64,E'Makaala School,ChIJZb3NvEdLUnkR-fE3MwoH29Y,"440 West Lanikaula Street, Hilo","{'lat': 19.7037609, 'lng': -155.0813035}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,primary_school,E'Makaala School,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
65,Maunaloa Elementary School,ChIJm6FlRVRLUnkRgfJxed5iV9E,Hilo,"{'lat': 19.7224911, 'lng': -155.0919325}",CLOSED_TEMPORARILY,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,primary_school,Maunaloa Elementary School,,
66,Haʻaheo Elementary School,ChIJox_HWbRMUnkRXK7kHsTKtjY,"121 Haaheo Road, Hilo","{'lat': 19.7444527, 'lng': -155.0931197}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.0,2.0,,,,,,,,primary_school,Haʻaheo Elementary School,,
67,Waiakea High School,ChIJX-4S7z5LUnkRsjRUNB7HtBw,"155 West Kawili Street, Hilo","{'lat': 19.6984361, 'lng': -155.0771012}",OPERATIONAL,"['secondary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.9,9.0,,,,,,,,secondary_school,Waiakea High School,,
68,Hilo High School,ChIJqQAur6y0U3kRgFPxaUq1sfU,"556 Waianuenue Avenue, Hilo","{'lat': 19.7214234, 'lng': -155.0964414}",OPERATIONAL,"['secondary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.9,10.0,,,,,,,,secondary_school,Hilo High School,"[{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0745'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0745'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0745'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0745'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0745'}}]","['Monday: 7:45\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 7:45\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 7:45\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 7:45\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 7:45\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
69,Hilo Intermediate School,ChIJfbessqy0U3kRlbZqGL_Jn5E,"587 Waianuenue Avenue, Hilo","{'lat': 19.7201922, 'lng': -155.0958402}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,school,Hilo Intermediate School,,
70,Pahoa Preschool,ChIJza4uGFxLUnkR8nh67daQHcM,"101 Aupuni Street # 227, Hilo","{'lat': 19.7174753, 'lng': -155.0765877}",CLOSED_TEMPORARILY,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,Pahoa Preschool,,
71,JUMPSTART PRESCHOOL,ChIJCY_F5qtMUnkRHFYKGiLi58I,"317 Lehua Street, Hilo","{'lat': 19.7301202, 'lng': -155.0903387}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,school,JUMPSTART PRESCHOOL,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
72,Guitar Lesson With The Creative Guitar,ChIJswGhhldLUnkRmkHZDcPm0gI,"56 Ponahawai Street, Hilo","{'lat': 19.72259799999999, 'lng': -155.0842948}",OPERATIONAL,"['electronics_store', 'school', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,electronics_store,Guitar Lesson With The Creative Guitar,"[{'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
73,Kua O Ka Lā,ChIJHTaVVuIwUnkR4siCP_RuthI,"345 Makalika Street, Hilo","{'lat': 19.6721161, 'lng': -155.0554324}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,2.8,6.0,,,,,,,,school,Kua O Ka Lā,,
74,Big Island Sports Academy,ChIJN9cx5W5LUnkRxO95rDk3Jd4,"761 Kanoelehua Avenue # 3, Hilo","{'lat': 19.7074879, 'lng': -155.0637942}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,4.0,1.0,,,,,,,,school,Big Island Sports Academy,,
75,Department of Education,ChIJq49ilVRLUnkR7VvwOhQz9jE,"480 Waianuenue Avenue, Hilo","{'lat': 19.7230912, 'lng': -155.0929732}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,Department of Education,,
76,DKICP Pharmacy School,ChIJN9yQmzZLUnkRYxnWCAcOBkk,"North Aohoku Place, Hilo","{'lat': 19.6980704, 'lng': -155.0893028}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,DKICP Pharmacy School,,
77,Prometric Satellite Center,ChIJdQVCW2pLUnkRGJSkgLWvTs4,"1175 Manono Street Bldg 380 Rm 39, Hilo","{'lat': 19.704053, 'lng': -155.0699263}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,Prometric Satellite Center,,
78,Big Island Guitars and Music Supply,ChIJJ_mbeFtLUnkRPEG55ZBo0jM,"1221 Kilauea Avenue #10, Hilo","{'lat': 19.710869, 'lng': -155.075866}",OPERATIONAL,"['electronics_store', 'school', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",,,,,4.8,33.0,,,,,,,,electronics_store,Big Island Guitars and Music Supply,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']"
79,Hale Aloha Nazarene School,ChIJD9eFPSa1U3kRsJQU5kvaVDY,"595 Kupulau Road, Hilo","{'lat': 19.6767683, 'lng': -155.1048136}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,Hale Aloha Nazarene School,,
80,Saint Joseph High School,ChIJ8cLsA1BLUnkR0eVF_b5gylE,"1000 Ululani Street, Hilo","{'lat': 19.71399, 'lng': -155.0844683}",OPERATIONAL,"['secondary_school', 'school', 'point_of_interest', 'establishment']",,,,,3.5,2.0,,,,,,,,secondary_school,Saint Joseph High School,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
81,Na Mana Li'i,ChIJIzDGJ1ZLUnkRjTEXRY2lZpA,"104 Kalakaua Street, Hilo","{'lat': 19.7252619, 'lng': -155.0879681}",OPERATIONAL,"['school', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,school,Na Mana Li'i,,
