,name,place_id,address,coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,category,Name,business_hours,business_hours_text
92,Big Island Candies,ChIJSXq7PmZLUnkRhDa1cs_8iSA,"585 Hinano Street, Hilo","{'lat': 19.712455, 'lng': -155.067676}",OPERATIONAL,"['tourist_attraction', 'bakery', 'store', 'point_of_interest', 'food', 'establishment']",,,,4.0,4.6,2831.0,,,,,,,,tourist_attraction,Big Island Candies,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0830'}}]","['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']"
93,Ohana Cookies,ChIJVVVBn51MUnkROcgg_qxJIOk,"21 A Kalanianaole Street, Hilo","{'lat': 19.72311329999999, 'lng': -155.0634468}",OPERATIONAL,"['bakery', 'store', 'point_of_interest', 'food', 'establishment']",,,,,,,,,,,,,,bakery,Ohana Cookies,,
94,Lava Scones,ChIJL_x6pTVLUnkRYHYO6CO51T0,"619 Manono Street, Hilo","{'lat': 19.7138648, 'lng': -155.069643}",OPERATIONAL,"['bakery', 'store', 'point_of_interest', 'food', 'establishment']",,,,,5.0,2.0,,,,,,,,bakery,Lava Scones,"[{'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0900'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
95,Hawaiian Style Cafe Hilo,ChIJE8ONtWdLUnkRhB3wnFw5p8U,"681 Manono Street, Hilo","{'lat': 19.7131072, 'lng': -155.0698555}",OPERATIONAL,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.5,2964.0,,,,,,,,cafe,Hawaiian Style Cafe Hilo,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1700'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']"
96,Hilo Bay Cafe,ChIJBYgN4mxLUnkRIVx65N4mIL0,"123 Lihiwai Street, Hilo","{'lat': 19.725033, 'lng': -155.070442}",OPERATIONAL,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.5,1104.0,,,,,,,,restaurant,Hilo Bay Cafe,"[{'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1100'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1700'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']"
97,The Sippin Siren,ChIJWzm7OsBLUnkR4OSttbGBMGA,"88 Kanoelehua Avenue Suite A-102, Hilo","{'lat': 19.7215433, 'lng': -155.0647132}",OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,,,,4.9,164.0,,,,,,,,cafe,The Sippin Siren,"[{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']"
98,Wai'oli Lounge & iCafé,ChIJqV0jFllNUnkRZAYhpE52NDQ,"71 Banyan Drive d, Hilo","{'lat': 19.7281914, 'lng': -155.066622}",OPERATIONAL,"['cafe', 'bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,,,,4.2,5.0,,,,,,,,cafe,Wai'oli Lounge & iCafé,"[{'close': {'day': 0, 'time': '1100'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1430'}}, {'close': {'day': 1, 'time': '1100'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1430'}}, {'close': {'day': 2, 'time': '1100'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1430'}}, {'close': {'day': 3, 'time': '1100'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1430'}}, {'close': {'day': 4, 'time': '1100'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1430'}}, {'close': {'day': 5, 'time': '1100'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1430'}}, {'close': {'day': 6, 'time': '1100'}, 'open': {'day': 6, 'time': '0630'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1430'}}]","['Monday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Tuesday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Wednesday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Thursday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Friday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Saturday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM', 'Sunday: 6:30\u2009–\u200911:00\u202fAM, 2:30\u2009–\u20099:00\u202fPM']"
99,Cafe Boba,ChIJP32YqblLUnkRwpTmk-Chj-Q,"810 Piilani Street, Hilo","{'lat': 19.716119, 'lng': -155.0668176}",OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'establishment']",,,,,4.7,190.0,,,,,,,,cafe,Cafe Boba,"[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']"
100,The Coffee Cove,ChIJVU81oIZMUnkRGPd5Qbia5No,"11 Silva Street, Hilo","{'lat': 19.72727, 'lng': -155.0540621}",OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,,,,4.5,2.0,,,,,,,,cafe,The Coffee Cove,,
101,Keaukaha General Store,ChIJB12Cn4ZMUnkR9Nu3303DLys,"11 Silva Street, Hilo","{'lat': 19.727332, 'lng': -155.054004}",OPERATIONAL,"['convenience_store', 'cafe', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",,,,,4.7,37.0,,,,,,,,convenience_store,Keaukaha General Store,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0630'}}]","['Monday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20095:00\u202fPM']"
102,Big Island Pearl Tea,ChIJSeiNz-BLUnkRY6fNOi4inNg,"578 Hinano Street, Hilo","{'lat': 19.7127594, 'lng': -155.0689754}",OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.6,91.0,,,,,,,,cafe,Big Island Pearl Tea,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 11:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
103,Coconut Grill,ChIJ_2G6D51MUnkReW1Z0-453ME,"136 Banyan Way, Hilo","{'lat': 19.72360609999999, 'lng': -155.0626525}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.3,879.0,,,,,,,,restaurant,Coconut Grill,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM']"
104,Lani's Island Snack Shack,ChIJE8ONtWdLUnkRqogVl5gzmeo,"681 Manono Street, Hilo","{'lat': 19.7130945, 'lng': -155.0696893}",OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,,4.6,27.0,,,,,,,,meal_takeaway,Lani's Island Snack Shack,"[{'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']"
105,Ken's House of Pancakes,ChIJQWICD2NMUnkRW0aBEM8qJuU,"1730 Kamehameha Avenue, Hilo","{'lat': 19.72230709999999, 'lng': -155.0647044}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.4,4723.0,,,,,,,,restaurant,Ken's House of Pancakes,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20099:00\u202fPM']"
106,Ponds Hilo,ChIJEbfDGJ1MUnkRYkkybsimNF8,"135 Kalanianaole Street, Hilo","{'lat': 19.7238361, 'lng': -155.0618792}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.3,1250.0,,,,,,,,restaurant,Ponds Hilo,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']"
107,Sombat's Fresh Thai Cuisine,ChIJOQ1gC2JLUnkRwxOEGTDVByU,"88 Kanoelehua Avenue Suite 111, Hilo","{'lat': 19.7217152, 'lng': -155.064514}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.7,261.0,,,,,,,,restaurant,Sombat's Fresh Thai Cuisine,"[{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1600'}}]","['Monday: 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 4:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']"
108,Don's Grill,ChIJVfsx3GZLUnkRBv5fUrgwjfo,"485 Hinano Street, Hilo","{'lat': 19.7152666, 'lng': -155.0683402}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.5,840.0,,,,,,,,restaurant,Don's Grill,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1030'}}]","['Monday: Closed', 'Tuesday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:00\u202fPM']"
109,Hilo Lunch Shop,ChIJA5F3hmFLUnkR17scqS1tr30,"421 Kalanikoa Street # 101, Hilo","{'lat': 19.7166222, 'lng': -155.0653722}",OPERATIONAL,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.6,345.0,,,,,,,,store,Hilo Lunch Shop,"[{'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '0630'}}]","['Monday: Closed', 'Tuesday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']"
110,Verna's Drive In,ChIJA-GfkJ1MUnkRLdng8g7v0fI,"1765 Kamehameha Avenue, Hilo","{'lat': 19.7228514, 'lng': -155.0638896}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.1,681.0,,,,,,,,restaurant,Verna's Drive In,"[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']"
111,Millie's Deli & Snack Shop,ChIJacHInZ1MUnkRhF-uaZuBH6Y,"94 Kalanianaole Street, Hilo","{'lat': 19.7231448, 'lng': -155.0621953}",OPERATIONAL,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.6,90.0,,,,,,,,store,Millie's Deli & Snack Shop,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
112,Coquis Hideaway Restaurant,ChIJrTqz42FLUnkRWXJkI8KbKcA,"1550 Kamehameha Avenue, Hilo","{'lat': 19.7220898, 'lng': -155.0670703}",OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.0,184.0,,,,,,,,bar,Coquis Hideaway Restaurant,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']"
