,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,business_hours,business_hours_text
38,Galveston Emergency Med Services,ChIJ91na4mCeP4YRjbUuzRgoKYA,"2602 Avenue Q, Galveston","{'lat': 29.2896039, 'lng': -94.79246309999999}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
39,Hospital,ChIJ7-fkgU2fP4YRBNNq-wVjsm0,"521 8th Street, Galveston","{'lat': 29.3107328, 'lng': -94.7770173}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
40,Design A Case,ChIJAQDAPjaeP4YRcVsDrd_AP2k,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
41,Emergencias hospital,ChIJEUyhphufP4YRl1ulgeBi6dw,"Texas 275, Galveston","{'lat': 29.31392269999999, 'lng': -94.77488160000001}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
42,DaVita Mainland Dialysis,ChIJ7489Ji5_P4YRDu-0Z59Ty4Y,"4201 Gulf Freeway, La Marque","{'lat': 29.3731765, 'lng': -95.00263629999999}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
43,DaVita Lamarque Dialysis,ChIJsYE8e25_P4YRoqlqzUGNmZA,"7236 Medical Center Drive, Texas City","{'lat': 29.3955385, 'lng': -94.9911508}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
44,Texas City VA Clinic,ChIJezMjSIh-P4YRdPumohOYW2U,"9300 Emmett F Lowry Expressway, Texas City","{'lat': 29.4038905, 'lng': -95.0160832}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,2.8,56.0,,,,,,,,,
45,UTMB Health - Texas City,ChIJfwIjWGR-P4YRuxZLAubEMKs,"10121 Emmett F Lowry Expressway, Texas City","{'lat': 29.4011872, 'lng': -95.0229688}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,3.3,3.0,,,,,,,,,
46,Kermit Courville Stadium,ChIJWQvSzWWeP4YRjWeext6iKao,"1429 27th Street, Galveston","{'lat': 29.295101, 'lng': -94.7960952}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.2,115.0,,,,,,,,,
47,Etheredge Stadium,ChIJ_dthjNB4P4YRY4yHD3cz0sw,La Marque,"{'lat': 29.3639711, 'lng': -94.9673975}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,3.9,48.0,,,,,,,,,
48,Weis Collegiate Academy Field,ChIJHwroEPGdP4YRlbPCfmpbIn8,"7100 Stewart Road, Galveston","{'lat': 29.265021, 'lng': -94.83880359999999}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,5.0,3.0,,,,,,,,,
49,Spoor Field,ChIJC4hrRPKfP4YRtcCyUVVqZZ4,"4102 Avenue Q, Galveston","{'lat': 29.28507919999999, 'lng': -94.8106251}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.4,7.0,,,,,,,,,
50,Stingaree Stadium,ChIJ800M6AV5P4YRIe23Z0a_5UU,Texas City,"{'lat': 29.3919429, 'lng': -94.9182986}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.5,83.0,,,,,,,,,
51,Bulldog Stadium,ChIJnd6-tGt_P4YRnX4UygLeEIE,"6625 Farm to Market 2004, Hitchcock","{'lat': 29.34725940000001, 'lng': -95.0297964}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.2,20.0,,,,,,,,,
52,"Dr. Gerardo Correa, MD",ChIJ8cALvzeeP4YRW4UfNdOm_FI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
53,Texas A&M University at Galveston,ChIJpWF4AeKcP4YRr1_9-oDh0Ew,"200 Seawolf Parkway, Galveston","{'lat': 29.3154967, 'lng': -94.8182868}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.6,121.0,,,,,,,,,
54,"Dr. Dallas E. Bailes, MD",ChIJ8cALvzeeP4YRg9_zI3Mu8U4,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
55,"Dr. Purushothaman Madhu, MD",ChIJ8cALvzeeP4YRqMIsAUPwm9Y,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
56,"Dr. Gina T. Desanto, MD",ChIJ8cALvzeeP4YRHEQbEq0a5oM,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
57,"Dr. Venkata C. Sami, MD",ChIJ8cALvzeeP4YRGsi9cDGQW2M,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
58,Galveston College,ChIJvTkeiICeP4YRMy-1by2TXZY,"4015 Avenue Q, Galveston","{'lat': 29.2840785, 'lng': -94.8084945}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.4,65.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
59,"Dr. Ghassan H. Abu Said, MD",ChIJ8cALvzeeP4YRGgi6cPzOBEA,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
60,"Dr. Remy Teqwimuah, DO",ChIJ8cALvzeeP4YRHpxGeAN08L4,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
61,"Crystal A. Talavera, WHCNP",ChIJ8cALvzeeP4YRXCcA0vcaz-M,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
62,Brooks Magdalena MD,ChIJ8cALvzeeP4YRbFAwRozA684,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
63,"Maria E. Rivera, CNM",ChIJ8cALvzeeP4YRO-JOzTabsfI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
64,"Rogelio B. Fontanilla, CRNA",ChIJ8cALvzeeP4YRVzlxtt06tIw,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
65,Sawhney Charu DO,ChIJ8cALvzeeP4YRzR0SwFdQ1PI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
66,Coonfield Kimberly MD,ChIJ8cALvzeeP4YRDtze7_Q-wqw,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
67,University of Texas Med Branch: Calldenter David L MD,ChIJHaHSqDaeP4YRTS3TuB3xe6A,"400 Harborside Drive, Galveston","{'lat': 29.3148868, 'lng': -94.7747012}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,3.0,3.0,,,,,,,,,
68,Island Pediatrics,ChIJ8cALvzeeP4YR8gAmRR1zArI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
69,University of Texas Med Branch: Goode Holly M,ChIJ8cALvzeeP4YRYvQkTJm-C_A,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'doctor', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
70,University of Texas Med Branch: Moorhead Terry A,ChIJ8cALvzeeP4YRrCcV3DF80HY,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'doctor', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
71,Doguet Lisa M MD,ChIJ8cALvzeeP4YRmLTnmf4X-Ng,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
72,College of the Mainland,ChIJC1yXW5V-P4YRcR55gDBnfbY,"1200 North Amburn Road, Texas City","{'lat': 29.3955473, 'lng': -94.9998366}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.5,147.0,,,,,,,,,
73,University of Texas Medical Branch the: Work Programs,ChIJHaHSqDaeP4YRv3TkY6LgyPc,"400 Harborside Drive Unit 123, Galveston","{'lat': 29.3148616, 'lng': -94.77482189999999}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,3.7,3.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
74,"Dr. Hans M. Vonmarensdorff, MD",ChIJHaHSqDaeP4YRtR35w6bKZPg,"400 Harborside Drive, Galveston","{'lat': 29.3148866, 'lng': -94.77470749999999}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
75,Galveston College Charlie Thomas Family Applied Technology Center,ChIJoXfVbwGdP4YRUxsvZMjg6Ys,"7626 Broadway Street, Galveston","{'lat': 29.2876496, 'lng': -94.8567631}",OPERATIONAL,"['university', 'finance', 'point_of_interest', 'health', 'general_contractor', 'establishment']",,,,,5.0,9.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
76,Whitecaps,ChIJfUrwK36eP4YRFyxZwdkM9Wo,"3916 Avenue Q, Galveston","{'lat': 29.285577, 'lng': -94.8077385}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
77,Oceans Hall,ChIJOdaOAOWdP4YRN6MT1MR9nL8,"3005 Seawolf Park Boulevard B, Galveston","{'lat': 29.3167923, 'lng': -94.8185523}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,3.3,7.0,,,,,,,,,
78,Albatross Hall,ChIJmVLtduOdP4YR0GUQfLuyC2Q,Galveston,"{'lat': 29.31710099999999, 'lng': -94.8148709}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.0,1.0,,,,,,,,,
79,Stone Adam L MD,ChIJ8cALvzeeP4YR9J0iJyFx2Sg,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
80,Houston Kiteboarding,ChIJsXWase1iP4YRPleciMJR9UU,"524 9th Avenue North, Texas City","{'lat': 29.3935422, 'lng': -94.9021681}",OPERATIONAL,"['tourist_attraction', 'university', 'point_of_interest', 'store', 'establishment']",,,,,4.8,53.0,,,,,,,,,
81,Galveston College Testing Center,ChIJsRsKDv6fP4YRiRXnkI5-hgI,"4015 Avenue Q, Galveston","{'lat': 29.28471100000001, 'lng': -94.807822}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,3.0,,,,,,,,,
82,PeyDirt,ChIJC6WdNb6fP4YRlNH_XfOo25A,"3607 Avenue L, Galveston","{'lat': 29.2940089, 'lng': -94.80664329999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
83,Texas A&M fishing Pier,ChIJrR3sBHOdP4YRqJfPAbpDVPk,"Powell Marine Engineering Complex, 3031 Seawolf Park Boulevard, Galveston","{'lat': 29.3132, 'lng': -94.82073799999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
84,Powell Marine Engineering Complex,ChIJlb8O5-WdP4YRh9hYHjKRdeg,"200 Seawolf Parkway, Galveston","{'lat': 29.314309, 'lng': -94.81977069999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,3.7,3.0,,,,,,,,,
85,Spirit of Sea Aggieland,ChIJj8mXTomdP4YR07kCtq9-TFY,"Classroom Lab Building, Building 3007, Galveston","{'lat': 29.3151847, 'lng': -94.8187846}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
86,Texas A&M Maritime Academy,ChIJv4Cj0uSdP4YRkx2Nn0E-g50,"200 Seawolf Parkway, Galveston","{'lat': 29.315235, 'lng': -94.8174777}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,3.1,7.0,,,,,,,,,
87,William c level hall,ChIJjT4dWx2fP4YR7rEKuf9pG6I,"1902 Wharf Road, Galveston","{'lat': 29.30973, 'lng': -94.790219}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
88,Garage 4-Parking for SHP,ChIJQefNC4GfP4YRAW7NZyrRPNk,"12th Street &, Mechanic Street, Galveston","{'lat': 29.309578, 'lng': -94.781527}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
89,School Of Health Profession,ChIJMyKPbDieP4YR1ItOoSD0P0M,"1101 The Strand, Galveston","{'lat': 29.3102643, 'lng': -94.78121329999999}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,4.7,3.0,,,,,,,,,
90,UTMB School of Nursing,ChIJf30O-tefP4YRq7mFLgF4doQ,"1114 Mechanic Street, Galveston","{'lat': 29.3102329, 'lng': -94.78073049999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,3.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
91,William C. Levin Hall,ChIJHZlLADieP4YRtmICzy5W4P8,"102 Market Street, Galveston","{'lat': 29.3096073, 'lng': -94.7796116}",OPERATIONAL,"['university', 'school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
92,"UTMB Truman Graves Blocker, Jr. Medical Research Building (MRB)",ChIJh-OVFUKfP4YRqqj6mRzS0lw,"224 11th Street, Galveston","{'lat': 29.3104099, 'lng': -94.78023019999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
93,Libby Moody Thompson Basic Science Building,ChIJF8j47HqfP4YRxo5TDiPapkQ,"1000 Mechanic Street, Galveston","{'lat': 29.3103979, 'lng': -94.7796106}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
94,Lee Hage Jamail Student Center,ChIJoUTXVnWfP4YRc9vVYurzQj0,Galveston,"{'lat': 29.311418, 'lng': -94.7795687}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
95,Research Building 6,ChIJU_ShU8KfP4YRcakIAVBMPX4,"301 8th Street, Galveston","{'lat': 29.3101461, 'lng': -94.777676}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
96,Gursaran Morrical,ChIJX2oLhDeeP4YRWUtd8kiqh-Q,"901 Harborside Drive, Galveston","{'lat': 29.31197450000001, 'lng': -94.77911569999999}",OPERATIONAL,"['university', 'doctor', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
97,The R. Waverley Smith Memorial Pavilion,ChIJy7X2TjaeP4YRBPTrww7ryEU,"221 University Boulevard, Galveston","{'lat': 29.31152100000001, 'lng': -94.77649629999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
98,Lewis Tsai,ChIJAQAArzaeP4YRCgJiPYyMluk,"400 Harborside Drive, Galveston","{'lat': 29.3148616, 'lng': -94.77482189999999}",OPERATIONAL,"['university', 'health', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
99,Vicki Chu,ChIJtfiLGMh-P4YR85kykzE3BLo,"6801 Emmett F Lowry Expressway, Texas City","{'lat': 29.3940715, 'lng': -94.9858118}",OPERATIONAL,"['university', 'doctor', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
100,COM Library,ChIJL0RaF5V-P4YRC46qWMUfnTE,"Library, 1200 North Amburn Road, Texas City","{'lat': 29.3957069, 'lng': -94.99955829999999}",OPERATIONAL,"['library', 'university', 'point_of_interest', 'establishment']",,,,,4.3,6.0,,,,,,,,,
101,Industrial Careers Building,ChIJzbK1EwN_P4YRPlo3NyIyUgU,Texas City,"{'lat': 29.3948741, 'lng': -94.99815889999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
102,STEAM Building,ChIJC9J9DmF_P4YROQrSey74crk,Texas City,"{'lat': 29.3962985, 'lng': -94.9982993}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,,
103,Administration Building,ChIJISAp4x9_P4YRrsY3M6rEyKs,Texas City,"{'lat': 29.3956144, 'lng': -95.00054109999999}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
104,University-Tx Med Br At Glvstn,ChIJFX4WMYh-P4YRrDm3RFXQ4FQ,"9300 Emmett F Lowry Expressway, Texas City","{'lat': 29.4041079, 'lng': -95.0167833}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.0,1.0,,,,,,,,,
105,University-Houston Caretaker,ChIJq2FUWDh-P4YRUXZ8B6jVWxc,"5721 Farm to Market 2004, Hitchcock","{'lat': 29.383673, 'lng': -95.040858}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
106,University of Houston - Coastal Center,ChIJYfz4v9F_P4YRlpm-SFJI0J0,"5312 Farm to Market 2004, La Marque","{'lat': 29.3908834, 'lng': -95.0311495}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
107,"College of the Mainland - Salon, Spa and Barber School",ChIJs4kyqnp-P4YReQ7vT6QWsnY,"10000 Emmett F Lowry Expressway, Texas City","{'lat': 29.4055998, 'lng': -95.0271939}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
108,"College of the Mainland, Lifelong Learning - Suite 4100",ChIJy4p75LR_P4YR8x_wnds2RIw,Texas City,"{'lat': 29.4060108, 'lng': -95.0273323}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
109,Oppe Elementary School,ChIJ61WATV6cP4YR4rwPNR6eMyI,"2915 81st Street, Galveston","{'lat': 29.263423, 'lng': -94.85022839999999}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,4.1,11.0,,,,,,,,"[{'close': {'day': 1, 'time': '1515'}, 'open': {'day': 1, 'time': '0745'}}, {'close': {'day': 2, 'time': '1515'}, 'open': {'day': 2, 'time': '0745'}}, {'close': {'day': 3, 'time': '1515'}, 'open': {'day': 3, 'time': '0745'}}, {'close': {'day': 4, 'time': '1515'}, 'open': {'day': 4, 'time': '0745'}}, {'close': {'day': 5, 'time': '1515'}, 'open': {'day': 5, 'time': '0745'}}]","['Monday: 7:45\u202fAM\u2009–\u20093:15\u202fPM', 'Tuesday: 7:45\u202fAM\u2009–\u20093:15\u202fPM', 'Wednesday: 7:45\u202fAM\u2009–\u20093:15\u202fPM', 'Thursday: 7:45\u202fAM\u2009–\u20093:15\u202fPM', 'Friday: 7:45\u202fAM\u2009–\u20093:15\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
110,Satori Elementary School,ChIJVVVVVXkMP4YRvyY9h4hEYGY,"2503 Sealy Avenue, Galveston","{'lat': 29.30017, 'lng': -94.7948246}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
111,Burnet Elementary School,ChIJhadmDTGcP4YRAkZzayIC5Ng,"5501 Avenue S, Galveston","{'lat': 29.276497, 'lng': -94.8240831}",OPERATIONAL,"['primary_school', 'school', 'point_of_interest', 'establishment']",,,,,5.0,5.0,,,,,,,,"[{'close': {'day': 1, 'time': '1545'}, 'open': {'day': 1, 'time': '0845'}}, {'close': {'day': 2, 'time': '1545'}, 'open': {'day': 2, 'time': '0845'}}, {'close': {'day': 3, 'time': '1545'}, 'open': {'day': 3, 'time': '0845'}}, {'close': {'day': 4, 'time': '1545'}, 'open': {'day': 4, 'time': '0845'}}, {'close': {'day': 5, 'time': '1545'}, 'open': {'day': 5, 'time': '0845'}}]","['Monday: 8:45\u202fAM\u2009–\u20093:45\u202fPM', 'Tuesday: 8:45\u202fAM\u2009–\u20093:45\u202fPM', 'Wednesday: 8:45\u202fAM\u2009–\u20093:45\u202fPM', 'Thursday: 8:45\u202fAM\u2009–\u20093:45\u202fPM', 'Friday: 8:45\u202fAM\u2009–\u20093:45\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
