,Name,place_id,Address,Coordinates,business_status,types,category
30,Budget Car Rental,ChIJLQFaXGRLUnkRrYJxn2gaWf4,"1 Kekuanaoa Street, Hilo","{'lat': 19.7149071, 'lng': -155.0395984}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
31,Thrifty Car Rental,ChIJr4_H-YZLUnkRDkNhNrWEQBs,"1 General Lyman Field, Hilo","{'lat': 19.7143338, 'lng': -155.0395953}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
32,Island Discount Rentals,ChIJA9_PeoNMUnkRZ35Hiw6RLGc,"60 Kuhio Street, Hilo","{'lat': 19.7251602, 'lng': -155.0575726}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
33,"Hertz Car Rental - Island of Hawaii, Hilo - Hilo HLE Off Airport",ChIJR1SsAmxLUnkRui3nE4FBhMQ,"400 East Kawili Street, Hilo","{'lat': 19.7054169, 'lng': -155.0653698}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
34,National Car Rental,ChIJwU3P9YZLUnkRjI2Ls9fC2wg,"2350 Kekuanaoa Street, Hilo","{'lat': 19.7143528, 'lng': -155.0395744}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
35,Dollar Car Rental,ChIJl7RraltLUnkRzp5ALGIsqfM,"Hilo International Airport, Kekuanaoa Street #1, Hilo","{'lat': 19.7143336, 'lng': -155.039531}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
36,Payless Car Rental,ChIJRYBI9IZLUnkROZ1MCPSPNnc,"1 General Lyman Field, Hilo","{'lat': 19.71494, 'lng': -155.03963}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
37,Aiona Car Sales,ChIJ7WwwjWxLUnkRyyOXNwFyZJM,"134 Wiwoole Street, Hilo","{'lat': 19.7021465, 'lng': -155.0651397}",OPERATIONAL,"['car_dealer', 'car_repair', 'car_rental', 'point_of_interest', 'store', 'establishment']",car_dealer
38,Enterprise Rent-A-Car,ChIJi-s7QYFLUnkRltNXO7zuP14,"2350 Kekuanaoa Street, Hilo","{'lat': 19.714761, 'lng': -155.039478}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
39,Alamo Rent A Car,ChIJLQFaXGRLUnkRygKVPK1HTQE,"2350 Kekuanaoa Street, Hilo","{'lat': 19.714761, 'lng': -155.039478}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
40,"Hertz Car Rental - Island Of Hawaii, Hilo - Hilo International Airport (2606-10) (ITO)",ChIJewZaXGRLUnkRdBG-KR-39UM,"2355 Kekuanaoa Street SUITE 15, Hilo","{'lat': 19.7147351, 'lng': -155.039692}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
41,Aiona U-Rent Car,ChIJz-aLWLRLUnkREExu69jmS_o,"134 Wiwoole Street, Hilo","{'lat': 19.7021272, 'lng': -155.0649301}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
42,Big Island Cars For Rent LLC,ChIJY05fMplLUnkRwqBPrbj70XU,"474 Kekuanaoa Street, Hilo","{'lat': 19.7113871, 'lng': -155.0718135}",CLOSED_TEMPORARILY,"['car_rental', 'point_of_interest', 'establishment']",car_rental
43,Long Term Car Rental Hilo Airport,ChIJ6egx0IZLUnkR_-EcJrKwnIY,"799 Leilani Street, Hilo","{'lat': 19.7096093, 'lng': -155.0637734}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
44,Car Rental Hilo,ChIJ869CTpxLUnkRn1_QiUWyPAQ,"809 Leilani Street, Hilo","{'lat': 19.7098231, 'lng': -155.0635627}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
45,Affordable Rental Cars,ChIJu7hJAJRLUnkR6eox_mmq-o0,"646 Hualani Street, Hilo","{'lat': 19.7138808, 'lng': -155.0683426}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
46,Annette Pestano,ChIJAQDM9mZLUnkRH1qLMrcw-hE,"513 Hinano Street, Hilo","{'lat': 19.7144879, 'lng': -155.0680654}",OPERATIONAL,"['car_rental', 'point_of_interest', 'establishment']",car_rental
47,Imiloa Astronomy Center,ChIJsdQxZzZLUnkRvKrbC-puu20,"600 Imiloa Place, Hilo","{'lat': 19.7011173, 'lng': -155.0886773}",OPERATIONAL,"['museum', 'point_of_interest', 'establishment']",museum
48,Pacific Tsunami Museum,ChIJMxZ-LahMUnkRLpWx6b627QA,"130 Kamehameha Avenue, Hilo","{'lat': 19.7259466, 'lng': -155.0866304}",OPERATIONAL,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum
49,Hilo UrbFarm,ChIJLeIBPVZLUnkRFHANfHwcMzw,"141 Kalakaua Street, Hilo","{'lat': 19.7246714, 'lng': -155.0882214}",OPERATIONAL,"['museum', 'point_of_interest', 'establishment']",museum
50,Lyman Museum,ChIJH19sO1RLUnkRjBg0_BI8EEA,"276 Haili Street, Hilo","{'lat': 19.7221983, 'lng': -155.0906609}",OPERATIONAL,"['tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",tourist_attraction
51,Mokupāpapa Discovery Center,ChIJM99z61dLUnkRx3UPFSwJpc4,"76 Kamehameha Avenue, Hilo","{'lat': 19.7267489, 'lng': -155.0870462}",OPERATIONAL,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum
52,University of Hawai’i Astronomy Center,ChIJM0j1K8VLUnkRbvA9BU4VCR4,"Astronomy Center, North Aohoku Place, Hilo","{'lat': 19.7008778, 'lng': -155.0888804}",OPERATIONAL,"['museum', 'point_of_interest', 'establishment']",museum
53,Shinmachi Village Site,ChIJWxyg1NVLUnkRw73PoHhCUw8,"322002001, Hilo","{'lat': 19.7211138, 'lng': -155.0740849}",CLOSED_TEMPORARILY,"['museum', 'point_of_interest', 'establishment']",museum
54,TENRIKYO KAKAAKO CHURCH,ChIJp-RMfAK1U3kR-ycZ91l95ZQ,"135 Iiwipolena Road, Hilo","{'lat': 19.69997859999999, 'lng': -155.1199551}",CLOSED_TEMPORARILY,"['museum', 'point_of_interest', 'establishment']",museum
55,Hawai‘i Science and Technology Museum,ChIJ9-WwRARNUnkRTz--ViojIzQ,"64 Keawe Street, Hilo","{'lat': 19.7260137, 'lng': -155.0882231}",OPERATIONAL,"['museum', 'point_of_interest', 'establishment']",museum
56,Kela Ohana Reunion,ChIJAx8h20NLUnkREOVe9yqgpPA,"54 Pilipaa Street, Hilo","{'lat': 19.6935497, 'lng': -155.0642812}",OPERATIONAL,"['bar', 'night_club', 'point_of_interest', 'establishment']",bar
57,alaloa water hauling,ChIJy5oKO3VLUnkRrD0UwBEAk-k,"619 Manono Street, Hilo","{'lat': 19.7138648, 'lng': -155.069643}",CLOSED_TEMPORARILY,"['night_club', 'point_of_interest', 'establishment']",night_club
58,Amigos Cantina,ChIJByr32g1LUnkRranN8b_I3ck,"250 Keawe Street Suite C, Hilo","{'lat': 19.7237878, 'lng': -155.0867954}",OPERATIONAL,"['bar', 'night_club', 'point_of_interest', 'establishment']",bar
59,Joann's Lounge Bar,ChIJOQ1gC2JLUnkRA6o1M7vrbpE,"88 Kanoelehua Avenue, Hilo","{'lat': 19.7216182, 'lng': -155.0644695}",OPERATIONAL,"['bar', 'night_club', 'point_of_interest', 'establishment']",bar
60,Wai'oli Lounge & iCafé,ChIJqV0jFllNUnkRZAYhpE52NDQ,"71 Banyan Drive d, Hilo","{'lat': 19.7281914, 'lng': -155.066622}",OPERATIONAL,"['cafe', 'bar', 'store', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe
61,2 the Point Acupuncture,ChIJFYQL8xdLUnkR4DTKhHRyB98,"687 Laukapu Street, Hilo","{'lat': 19.70959819999999, 'lng': -155.0668769}",OPERATIONAL,"['beauty_salon', 'spa', 'health', 'point_of_interest', 'establishment']",beauty_salon
62,The Honey Pot Brazilian Waxing & Skincare ( by appointment only),ChIJUyM6cVdLUnkRhdzvaZgyJX4,"26 Lanihuli Street, Hilo","{'lat': 19.7118585, 'lng': -155.0778412}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']",spa
63,Paradissimo Tropical Spa,ChIJcVbwF1xLUnkRflh2VTHo87o,"101 Aupuni Street # 215, Hilo","{'lat': 19.7174514, 'lng': -155.0765416}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']",spa
64,Mermade Spa,ChIJK-lLt1dLUnkRxsBZlSDO4-k,"308 Kamehameha Avenue Suite 203, Hilo","{'lat': 19.7237333, 'lng': -155.0851631}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'health', 'point_of_interest', 'establishment']",beauty_salon
65,Body Harmony Massage Therapy,ChIJdaQ3sKlMUnkRs44cvfdV4tg,"166 Kamehameha Avenue #6, Hilo","{'lat': 19.725515, 'lng': -155.086375}",OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']",spa
66,Ekela's Healing Spa,ChIJJdhBy6lMUnkR7Zm3-Z-l0MM,"21 Waianuenue Avenue #10, Hilo","{'lat': 19.726378, 'lng': -155.086971}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']",spa
67,Big Island Healing Arts Lomilomi Clinic,ChIJU3g3VqlMUnkRi7njsuGgaQs,"152 Puueo Street, Hilo","{'lat': 19.7307231, 'lng': -155.0897567}",OPERATIONAL,"['spa', 'point_of_interest', 'establishment']",spa
68,Jen's Spa & Salon,ChIJCY3HtIU1UnkRuSs2nEouqlw,"16-566 Keaau-Pahoa Road #1, Keaau","{'lat': 19.621259, 'lng': -155.0391272}",OPERATIONAL,"['beauty_salon', 'spa', 'hair_care', 'health', 'point_of_interest', 'establishment']",beauty_salon
