Original_Index,Name,Longitude,Latitude,Daily_Pickup_Totes,Weekly_Dropoff_Totes,user_ratings_total,category,rating,weekly_high,weekly_low,best_weekly_estimate,Address,geometry,Adoption,Adoption Guess,Visited ,Influence,location_type,pickup_type,id,Capacity,Cumulative_Distance,Truck_Load
0,Moody Gardens,-94.8523,29.2736,0,0,,,,,,,,,,,,,depot,Truck,,63,0,63
74,Aquarium Pyramid,-94.85420043,29.27236148,2,1,56.0,restaurant,3.5,,,750.0,"1 Hope Blvd Galveston, TX 77554",POINT (-94.8542004275391 29.2723614780696),Skeptical,Med,Yes,High,indoor,Truck,,-1,654,62
1,Aquarium Pyramid,-94.85420043,29.27236148,2,1,56.0,restaurant,3.5,,,750.0,"1 Hope Blvd Galveston, TX 77554",POINT (-94.8542004275391 29.2723614780696),Skeptical,Med,Yes,High,indoor,Truck,,2,654,64
75,Schlitterbahn Waterpark Galveston,-94.8517369,29.2703671,8,6,4957.0,amusement_park,4.3,,,5500.0,"2109 Gene Lucas Blvd, Galveston",POINT (-94.8517369 29.2703671),Skeptical,Med,No,Med,indoor,Truck,,-6,1177,58
2,Schlitterbahn Waterpark Galveston,-94.8517369,29.2703671,8,6,4957.0,amusement_park,4.3,,,5500.0,"2109 Gene Lucas Blvd, Galveston",POINT (-94.8517369 29.2703671),Skeptical,Med,No,Med,indoor,Truck,,8,1177,66
73,,-94.85524271265918,29.267539716885995,1,0,,,,,,,,,,,,,outdoor,Truck,1020.0,1,1641,67
72,,-94.84864400281596,29.2601984620952,1,0,,,,,,,,,,,,,outdoor,Truck,3028.0,1,3280,68
119,Galveston Primetime,-94.8542107,29.2530127,2,2,1321.0,movie_theater,4.2,4200.0,600.0,4200.0,"8902 Seawall Boulevard, Galveston Movie theatre)",POINT (-94.8542107 29.2530127),Skeptical,Med,No,Low,indoor,Truck,,-2,4628,66
71,Galveston Primetime,-94.8542107,29.2530127,2,2,1321.0,movie_theater,4.2,4200.0,600.0,4200.0,"8902 Seawall Boulevard, Galveston Movie theatre)",POINT (-94.8542107 29.2530127),Skeptical,Med,No,Low,indoor,Truck,,2,4628,68
118,Tin Cup's Caddy Shack,-94.8556317,29.2539288,1,1,197.0,bar,4.6,,,140.625,"9020 Stewart Road, Galveston",POINT (-94.8556317 29.2539288),Skeptical,Med,No,Low,indoor,Truck,,-1,5023,67
69,Tin Cup's Caddy Shack,-94.8556317,29.2539288,1,1,197.0,bar,4.6,,,140.625,"9020 Stewart Road, Galveston",POINT (-94.8556317 29.2539288),Skeptical,Med,No,Low,indoor,Truck,,1,5023,68
70,,-94.8585634701748,29.25802666551796,1,0,,,,,,,,,,,,,outdoor,Truck,2023.0,1,5059,69
117,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350.0,35.0,350.0,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,-1,7421,68
67,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350.0,35.0,350.0,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,1,7421,69
116,Sugar Bean,-94.8704183,29.2610286,1,1,476.0,cafe,4.7,200.0,50.0,200.0,"11 Evia Main, Galveston",POINT (-94.8704183 29.2610286),Curious,High,No,High,indoor,Truck,,-1,7480,68
66,Sugar Bean,-94.8704183,29.2610286,1,1,476.0,cafe,4.7,200.0,50.0,200.0,"11 Evia Main, Galveston",POINT (-94.8704183 29.2610286),Curious,High,No,High,indoor,Truck,,1,7480,69
68,,-94.86949678276189,29.26546777295611,1,0,,,,,,,,,,,,,outdoor,Truck,2022.0,1,9409,70
108,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700.0,280.0,700.0,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,-1,13556,69
49,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700.0,280.0,700.0,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,1,13556,70
53,Mario's Pizza,-94.9373606,29.2082758,1,1,219.0,restaurant,3.5,0.0,0.0,93.75,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",POINT (-94.9373606 29.2082758),Skeptical,Med,Yes,Low,indoor,Truck,,1,20483,71
54,,-94.93739816125932,29.2085240573132,1,0,,,,,,,,,,,,,outdoor,Truck,2026.0,1,20507,72
109,Mario's Pizza,-94.9373606,29.2082758,1,1,219.0,restaurant,3.5,0.0,0.0,93.75,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",POINT (-94.9373606 29.2082758),Skeptical,Med,Yes,Low,indoor,Truck,,-1,20531,71
55,Hummel's General Store & Deli,-94.9374899,29.20822,2,1,22.0,convenience store,4.5,700.0,100.0,700.0,,POINT (-94.9374899 29.20822),Skeptical,Med,No,Med,indoor,Truck,,2,20558,73
110,Hummel's General Store & Deli,-94.9374899,29.20822,2,1,22.0,convenience store,4.5,700.0,100.0,700.0,,POINT (-94.9374899 29.20822),Skeptical,Med,No,Med,indoor,Truck,,-1,20558,72
56,,-94.94920025811072,29.200509132181256,1,0,,,,,,,,,,,,,outdoor,Truck,2025.0,1,22005,73
57,,-94.95608616231785,29.196347559108165,1,0,,,,,,,,,,,,,outdoor,Truck,3034.0,1,22892,74
61,,-95.11776778416598,29.085700851392566,1,0,,,,,,,,,,,,,outdoor,Truck,2028.0,1,43107,75
113,Galveston Food Truck Park,-95.0404814,29.1415146,1,1,6.0,food,5.0,,,0.0,"Nest to the Wet Whistle Bar in Sea Isle, 21510 Termini-San Luis Pass Road, Galveston",POINT (-95.0404814 29.1415146),Skeptical,Med,No,Low,indoor,Truck,,-1,53098,74
112,The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000.0,1400.0,2000.0,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,,-1,54081,73
59,The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000.0,1400.0,2000.0,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,,1,54081,74
58,The West End Marina and Restaurants,-95.0470457,29.1449947,1,1,803.0,bar,4.1,300.0,150.0,300.0,"21706 Burnet Drive, Galveston",POINT (-95.0470457 29.1449947),Skeptical,Med,No,Med,indoor,Truck,,1,54081,75
111,The West End Marina and Restaurants,-95.0470457,29.1449947,1,1,803.0,bar,4.1,300.0,150.0,300.0,"21706 Burnet Drive, Galveston",POINT (-95.0470457 29.1449947),Skeptical,Med,No,Med,indoor,Truck,,-1,54081,74
