0,16,13,8,7,5,9,27,2,20
0.0,5437.0,9141.5,9629.0,9632.7,10253.6,9691.5,9356.6,8990.2,8990.2
5482.9,0.0,3611.8,4099.6,4103.3,4589.7,4161.9,3828.8,3254.6,3254.6
9091.8,3610.4,0.0,486.6,490.3,974.5,550.0,312.6,650.1,650.1
9580.8,4099.4,487.4,0.0,33.0,490.2,168.8,417.3,901.2,901.2
10012.5,4531.1,689.5,430.2,0.0,485.1,406.7,619.4,1332.0,1332.0
10070.5,4589.0,975.8,716.5,720.2,0.0,483.9,905.7,1389.9,1389.9
9749.6,4268.2,549.9,168.8,201.8,483.5,0.0,384.0,967.6,967.6
9639.2,3825.5,212.1,319.4,323.1,808.5,384.0,0.0,628.9,628.9
8678.1,3196.7,650.0,901.3,905.0,1389.6,967.6,628.9,0.0,0.0
8678.1,3196.7,650.0,901.3,905.0,1389.6,967.6,628.9,0.0,0.0
