0,16,13,8,7,5,9,27,2,20,19,3,24,23,14,26,10,11,12,6,22,17,18,15,4,29,28,21,25,1
0.0,5437.0,9141.5,9629.0,9632.7,10253.6,9691.5,9356.6,8990.2,8990.2,5784.9,6368.1,9348.9,9320.9,9323.5,9218.5,9789.6,9912.8,9626.1,9602.4,2976.7,6324.5,7324.4,6932.9,13815.7,10244.5,10398.4,9851.1,5812.3,5143.2
5482.9,0.0,3611.8,4099.6,4103.3,4589.7,4161.9,3828.8,3254.6,3254.6,549.6,931.8,3381.7,3445.6,3448.3,3690.8,3984.2,3999.4,4156.4,6389.5,2778.0,5678.6,6678.5,1656.1,7717.9,4716.7,4870.6,4323.3,1002.2,8714.2
9091.8,3610.4,0.0,486.6,490.3,974.5,550.0,312.6,650.1,650.1,3452.3,2726.8,717.2,659.4,616.7,308.5,372.3,387.6,442.9,6928.4,6386.9,6789.6,7690.7,2255.7,5477.4,1906.2,1309.1,1512.8,3613.1,12323.1
9580.8,4099.4,487.4,0.0,33.0,490.2,168.8,417.3,901.2,901.2,3942.7,3213.9,1153.5,869.8,827.0,744.8,490.8,475.5,653.3,7135.0,6875.9,7276.8,7897.4,2930.9,5266.8,1176.5,1023.3,1302.1,4100.3,12812.1
10012.5,4531.1,689.5,430.2,0.0,485.1,406.7,619.4,1332.0,1332.0,4374.4,3949.0,1355.6,1107.7,1064.9,946.9,728.7,713.4,891.2,7367.8,7307.6,7708.1,8130.2,2931.9,5234.2,971.9,818.8,1269.6,4141.4,13243.9
10070.5,4589.0,975.8,716.5,720.2,0.0,483.9,905.7,1389.9,1389.9,4432.3,4006.9,1240.1,1184.9,1142.1,1233.2,604.8,589.5,627.1,7113.2,7365.5,7766.0,7875.5,2989.8,5292.1,1093.3,940.2,1327.5,4199.3,13301.8
9749.6,4268.2,549.9,168.8,201.8,483.5,0.0,384.0,967.6,967.6,3956.8,3231.2,815.2,760.0,717.2,609.0,381.0,365.7,543.5,7024.5,6637.4,7294.0,7786.8,2948.1,5434.8,1169.8,1016.6,1467.2,4117.5,12980.9
9639.2,3825.5,212.1,319.4,323.1,808.5,384.0,0.0,628.9,628.9,3667.7,2942.1,879.1,723.7,680.9,470.4,344.7,329.4,507.5,6992.2,6348.4,7005.0,7754.5,2659.1,5454.4,1295.0,1141.9,1489.8,3828.5,12870.5
8678.1,3196.7,650.0,901.3,905.0,1389.6,967.6,628.9,0.0,0.0,3039.9,2614.5,1365.0,1310.7,1268.0,955.3,928.2,913.0,1092.9,7453.6,5973.1,6681.9,7681.8,1842.0,5088.0,1516.8,1670.7,1123.4,3063.2,11909.4
8678.1,3196.7,650.0,901.3,905.0,1389.6,967.6,628.9,0.0,0.0,3039.9,2614.5,1365.0,1310.7,1268.0,955.3,928.2,913.0,1092.9,7453.6,5973.1,6681.9,7681.8,1842.0,5088.0,1516.8,1670.7,1123.4,3063.2,11909.4
5830.5,507.9,3451.5,3939.0,3942.7,4427.3,4001.5,3666.6,3095.5,3095.5,0.0,772.7,3219.4,3285.5,3288.2,3531.6,3823.8,3839.1,3996.2,6696.5,3125.5,5986.0,6985.9,1542.6,8125.7,4554.5,4708.4,4161.1,822.6,9061.8
6410.6,929.2,2725.7,3213.2,3216.9,3701.5,3275.7,2940.8,2574.4,2574.4,772.5,0.0,2493.6,2559.6,2562.3,2802.7,3098.0,3113.3,3168.6,5968.7,3705.7,5260.2,6260.2,2079.3,7399.9,3828.7,3982.6,3435.3,1405.6,9642.0
9190.3,3378.2,714.8,925.3,957.2,1478.9,815.5,779.2,1365.9,1365.9,3218.9,2493.3,0.0,95.6,98.3,542.9,721.4,736.7,851.4,6119.2,5899.6,6556.2,6881.5,2210.2,6191.4,1926.3,1773.2,2226.7,3379.6,12421.7
9272.5,3443.5,659.3,869.8,900.7,1184.5,760.0,723.7,1311.3,1311.3,3626.5,2900.9,95.3,0.0,42.8,486.4,581.4,596.7,652.9,6184.9,6567.5,6963.8,6947.2,2275.5,6136.8,1870.8,1717.6,2172.2,3445.0,12503.8
9275.1,3446.2,616.5,827.0,858.0,1141.7,717.2,680.9,1268.6,1268.6,3289.5,2858.1,98.0,42.8,0.0,443.7,538.7,554.0,610.1,6187.5,6570.2,6921.0,6949.9,2278.2,6094.0,1828.0,1674.9,2129.4,3447.6,12506.4
